Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Revision Date,Revision Reason,Comment,Project ID,Area of Change,Timeframe of Investment,(Legacy) Total Cost,(Legacy) Planned Completion Date,Updated Date,Updated Time,Baseline ID
"010-000000365","675","010","Department of the Interior","DOI - Interior Department Electronic Acquisition System (IDEAS)","08/27/2009","Internal - Inaccurate Baseline","","","","","3.844","2013-09-30","08/27/2009","20:52:42","184"
"010-000000365","675","010","Department of the Interior","DOI - Interior Department Electronic Acquisition System (IDEAS)","11/12/2010","Rebaseline - other","","","","","37.92518","2014-09-30","03/18/2011","16:02:25","3776"
"010-000000365","675","010","Department of the Interior","DOI - Interior Department Electronic Acquisition System (IDEAS)","09/12/2012","Correction - Metrics Only","Updates to metrics during BY14 Official Submission.","","Metrics","1997-2014","","","09/13/2012","08:04:02","9561"
"010-000000368","676","010","Department of the Interior","DOI - National Fire Plan Operations and Reporting System (NFPORS)","04/06/2011","Correction","Four O&M milestones were updated with actual completion dates even through further updates of actual costs are required.  For this reason we are using this corrective rebaseline to remove the actual completion dates from those milestones.","","","","20.943932","2016-09-30","04/06/2011","15:44:23","3927"
"010-000000368","676","010","Department of the Interior","DOI - National Fire Plan Operations and Reporting System (NFPORS)","09/12/2012","Correction","Updates to metrics during BY14 Official Submission.","1177,1178","Projects, Activities, Metrics","2001-2020","","","09/13/2012","08:04:45","9565"
"010-000000368","676","010","Department of the Interior","DOI - National Fire Plan Operations and Reporting System (NFPORS)","11/14/2012","Correction - Metrics Only","Update the date in the comment for metric NFPORS Uptime.","","","2001-2020","","","11/29/2012","13:06:25","11397"
"025-000004590","677","025","Department of Housing and Urban Development","OIG Infrastructure","02/25/2011","Rebaseline - other","","","","","54.872","2014-05-07","02/25/2011","16:46:53","3451"
"025-000004590","677","025","Department of Housing and Urban Development","OIG Infrastructure","10/31/2011","Correction","The Metric Descriptions were changed because the old metrics were not necessarily IT metrics. The new metrics are all related to the operations of the HUD OIG DCE. The updated metrics more accurately reflect the business practices supported by the OMB-300 Exhibit.","","Metrics","2011-2020","","","10/31/2011","15:45:57","7020"
"025-000004590","677","025","Department of Housing and Urban Development","OIG Infrastructure","09/14/2012","Rebaseline - current baseline is no longer useful as a management tool","The performance metrics for this investment have been redefined for CY13 to more adequately reflect the goals of this investment. These changes require a baseline change on the IT Dashboard.","","Metrics","2011-2020","","","09/14/2012","11:49:29","10059"
"025-000004590","677","025","Department of Housing and Urban Development","OIG Infrastructure","03/27/2013","Correction - Metrics Only","The HUD OIG Notes-based AutoAudit System has recently been archived and replaced by a modernized SQL-based system for use by the Office of Audit. The HUD OIG AutoInvestigations System has been archived and the HUD OIG has begun using the Case Management Information Subsystem (CMISS) as the IT system to support the Office of Investigations. While HUD OIG desires to know the user satisfaction of these systems, it is more important to know the Office of Audit and Office of Investigations overall opinions of the Distributed Computing Environment (DCE).","","Metrics","2011-2020","","","03/29/2013","15:36:12","12927"
"006-000400900","678","006","Department of Commerce","Census - Geographic Support Systems (GSS)","07/20/2009","Internal - Other","missing start dates; corrected input error on annual milestone plan completion dates","","","","272.5273","2014-09-30","07/20/2009","18:06:29","75"
"006-000400900","678","006","Department of Commerce","Census - Geographic Support Systems (GSS)","04/21/2010","Internal - Other","No rebaseline needed","","","","566.642194","2015-09-30","04/30/2010","17:42:51","617"
"006-000400900","678","006","Department of Commerce","Census - Geographic Support Systems (GSS)","04/21/2010","Internal - Other","No rebaseline needed","","","","734.435923","2015-09-30","04/30/2010","17:56:32","625"
"006-000400900","678","006","Department of Commerce","Census - Geographic Support Systems (GSS)","08/30/2010","Internal - Other","This is not a rebaseline","","","","994.561976","2020-09-30","08/31/2010","16:12:21","1099"
"006-000400900","678","006","Department of Commerce","Census - Geographic Support Systems (GSS)","08/30/2010","Correction","This is not a rebaseline","","","","994.101662","2020-09-30","09/21/2010","13:31:01","1714"
"006-000400900","678","006","Department of Commerce","Census - Geographic Support Systems (GSS)","10/28/2010","Correction","","","","","995.556329","2020-09-30","10/29/2010","12:29:04","2178"
"006-000400900","678","006","Department of Commerce","Census - Geographic Support Systems (GSS)","01/25/2011","Rebaseline - other","No changes made to performance metrics or milestones.  This is an unknown rebaseline error made when submitting to the OMB Dashboard.","","","","995.556329","2020-09-30","01/25/2011","15:15:34","2647"
"006-000400900","678","006","Department of Commerce","Census - Geographic Support Systems (GSS)","02/14/2011","Replan - planned change with minimal change in overall scope, cost or schedule objectives","Reductions to account for two year government staff salary freeze.","","","","987.67412","2020-09-30","02/17/2011","13:49:58","2854"
"006-000400900","678","006","Department of Commerce","Census - Geographic Support Systems (GSS)","03/28/2011","Rebaseline - other","Milestone names were updated to improve clarity for reviewers.","","","","987.824714","2020-09-30","03/31/2011","10:48:59","3871"
"006-000400900","678","006","Department of Commerce","Census - Geographic Support Systems (GSS)","01/23/2012","Replan - planned change with minimal change in overall scope, cost or schedule objectives","Replan:Updated project Lifecycle cost to reflect FY 2013 budget cuts.Correction:Updated performance goals: Evalution of change detection technology and Evaluation of MAF Coverage.  Updated the Unit of Measure column to report more accurately using a percent instead of a date.  Target PY, Actual for PY, Target for CY, Measurement Condition, and Most Recent Actual Results columns were updated accordingly.","985,986","Projects, Metrics","","","","01/26/2012","16:31:58","7321"
"006-000400900","678","006","Department of Commerce","Census - Geographic Support Systems (GSS)","03/12/2012","Replan - planned change with minimal change in overall scope, cost or schedule objectives","Planned costs were being reported using projected cost column, which generated inaccurate variances. Census put corrected planned costs into the Ex. 300 in order accurately report costs and eliminate the generating of inaccurate variances. All planned costs were corrected.","985,986","Projects, Activities","","","","03/28/2012","11:43:16","7807"
"006-000400900","678","006","Department of Commerce","Census - Geographic Support Systems (GSS)","09/13/2012","Replan - adding or modifying detail within the overall cost and schedule goals","Adds new activities from late FY 2012 through FY 2014 to support the FY 14 budget request.","4199,985,986","Projects, Activities, Metrics","2003-2020","","","09/13/2012","14:19:20","9691"
"006-000400900","678","006","Department of Commerce","Census - Geographic Support Systems (GSS)","03/14/2013","Correction - Metrics Only","Added metric comments for actual results. No other changes were made.","","","2003-2020","","","03/27/2013","11:34:26","12649"
