Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment URL ID,Agency Investment URL ID,Valid Public URL,Investment URL,Investment URL Attribute A,Investment URL Attribute B,Investment URL Attribute C,Investment URL Attribute D,Investment URL Attribute E,Updated Date,Updated Time
"014-000000039","1130","014","Department of State","2629","","No","http://mysites.state.gov/personal/havicejr","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2631","","No","http://mysites.state.gov/personal/haycookse","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2633","","No","http://mysites.state.gov/personal/haydenap","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2635","","No","http://mysites.state.gov/personal/hayneswn","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2637","","No","http://mysites.state.gov/personal/heaberlinpd","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2639","","No","http://mysites.state.gov/personal/heinrichka","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2641","","No","http://mysites.state.gov/personal/heladmpartanenem","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2643","","No","http://mysites.state.gov/personal/hemmingeree","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2645","","No","http://mysites.state.gov/personal/hendersonac","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2647","","No","http://mysites.state.gov/personal/herdziko","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2649","","No","http://mysites.state.gov/personal/herrickra","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2651","","No","http://mysites.state.gov/personal/highlandmt","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2653","","No","http://mysites.state.gov/personal/hiladogb","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2655","","No","http://mysites.state.gov/personal/hildenbrandjd","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2657","","No","http://mysites.state.gov/personal/hillpd","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2659","","No","http://mysites.state.gov/personal/hillrh","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2661","","No","http://mysites.state.gov/personal/hludikdkc","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2663","","No","http://mysites.state.gov/personal/hnkadmtongkk","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2665","","No","http://mysites.state.gov/personal/hodgkinjm","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2667","","No","http://mysites.state.gov/personal/holderna","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2669","","No","http://mysites.state.gov/personal/hookske","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2671","","No","http://mysites.state.gov/personal/hooverjj","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2673","","No","http://mysites.state.gov/personal/hopperdi","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2675","","No","http://mysites.state.gov/personal/howardga","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2677","","No","http://mysites.state.gov/personal/howardh","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2679","","No","http://mysites.state.gov/personal/howardjj","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2681","","No","http://mysites.state.gov/personal/hudkinsbl","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2683","","No","http://mysites.state.gov/personal/improtas","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2685","","No","http://mysites.state.gov/personal/indarsinghr","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2687","","No","http://mysites.state.gov/personal/indarsinghrx","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2689","","No","http://mysites.state.gov/personal/ingliskj","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2691","","No","http://mysites.state.gov/personal/issoorrdl","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2693","","No","http://mysites.state.gov/personal/jalalicf","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2695","","No","http://mysites.state.gov/personal/jaramillogl","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2697","","No","http://mysites.state.gov/personal/jenningsmf","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2699","","No","http://mysites.state.gov/personal/jesseejc","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2701","","No","http://mysites.state.gov/personal/jirapong","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2703","","No","http://mysites.state.gov/personal/johnsonsa3","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2705","","No","http://mysites.state.gov/personal/johnsonvg","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2707","","No","http://mysites.state.gov/personal/joneste","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2709","","No","http://mysites.state.gov/personal/juniorcd","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2711","","No","http://mysites.state.gov/personal/kakairedm","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2713","","No","http://mysites.state.gov/personal/kalajdzicj","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2715","","No","http://mysites.state.gov/personal/kec","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2717","","No","http://mysites.state.gov/personal/kellogga","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2719","","No","http://mysites.state.gov/personal/khairima","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2721","","No","http://mysites.state.gov/personal/kickerjr","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2723","","No","http://mysites.state.gov/personal/kimyr","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2725","","No","http://mysites.state.gov/personal/kincaidj","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2727","","No","http://mysites.state.gov/personal/kindleh","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2729","","No","http://mysites.state.gov/personal/kircherke","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2731","","No","http://mysites.state.gov/personal/kirkrh","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2733","","No","http://mysites.state.gov/personal/kirkts","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2735","","No","http://mysites.state.gov/personal/knappfr","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2737","","No","http://mysites.state.gov/personal/knoppfj","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2739","","No","http://mysites.state.gov/personal/kob","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2741","","No","http://mysites.state.gov/personal/kochjr","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2743","","No","http://mysites.state.gov/personal/koclarom","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2745","","No","http://mysites.state.gov/personal/koshankm","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2747","","No","http://mysites.state.gov/personal/kosmaskt","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2749","","No","http://mysites.state.gov/personal/kowallj","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2751","","No","http://mysites.state.gov/personal/kraftno","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2753","","No","http://mysites.state.gov/personal/krajicekj","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2755","","No","http://mysites.state.gov/personal/krapedw","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2757","","No","http://mysites.state.gov/personal/kunneckea","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2759","","No","http://mysites.state.gov/personal/labact","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2761","","No","http://mysites.state.gov/personal/lainhartet","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2763","","No","http://mysites.state.gov/personal/lamadridjd","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2765","","No","http://mysites.state.gov/personal/lareauck","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2767","","No","http://mysites.state.gov/personal/lathammf","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2769","","No","http://mysites.state.gov/personal/lawrencem3","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2771","","No","http://mysites.state.gov/personal/ledn","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2773","","No","http://mysites.state.gov/personal/leflermj","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2775","","No","http://mysites.state.gov/personal/lewissr","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2777","","No","http://mysites.state.gov/personal/lihx","no","no","no","no","yes","09/17/2012","14:28:46"
"014-000000039","1130","014","Department of State","2779","","No","http://mysites.state.gov/personal/lindquistta","no","no","no","no","yes","09/17/2012","14:28:46"
