Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Unique Project ID,Project ID,Agency Project ID,Project Name,Objectives / Expected Outcomes,Start Date,Completion Date,Project Life Cycle Cost ($M),Schedule Variance (in days),Schedule Variance (%),Schedule Color,Cost Variance ($ M),Cost Variance (%),Cost Color,Updated Date,Updated Time
"025-000004480","738","025","Department of Housing and Urban Development","Grants Management","EGRGMP2","5095","","Hearth-eGrants-GMP System Release #2","Modernize and re-engineer Risk Analysis module from the GMP Legacy system and finalize Field Office Work Plan module in GMP-R. This includes grants management automation, work flow, data integration, and MicroStrategy reporting. These functions are currently automated but are not effective due to technology limitations; therefore they will be modernized and retired from the obsolete outdated GMP Legacy system. This project also enhances and re-engineers the GMP Monitoring Module to align to business process re-engineering of grantee compliance and risk monitoring within CPD.","2013-08-15","2014-04-15","1.350000","0","0.00","Green","0.000000","0.00","Green","2013-03-29","15:35:43"
"025-000004480","738","025","Department of Housing and Urban Development","Grants Management","EGRIDIS1","5097","","Hearth-eGrants-IDIS System Release #1","Complete CDBG and HOME Legislative Mandates to support multiple CPD program changes and address OIG Audit findings. Complete Consolidated Planning module to further mature and streamline the planning process for grantees and reviewers.","2012-08-13","2013-05-01","1.650001","-121","-46.36","Red","0.007102","0.43","Green","2013-07-31","14:22:20"
"025-000004480","738","025","Department of Housing and Urban Development","Grants Management","EGRIDIS2","5099","","Hearth-eGrants-IDIS System Release #2","Phase 1 to reduce IDIS Online maintenance costs through streamlining database design. Complete Environmental Review Module by taking the system from pilot to production, including finalization of requirements collected during pilot and completion of remaining workflow paths. Once deployed these enhancements will lower operational costs of IDIS and dramatically reshape the environmental review process by providing direct accountability for grantee compliance to environmental regulations.","2013-01-01","2013-10-01","2.587000","-15","-6.30","Green","0.135195","5.23","Green","2013-07-31","14:22:19"
"025-000004480","738","025","Department of Housing and Urban Development","Grants Management","EGRIDIS3","5101","","Hearth-eGrants-IDIS System Release #3","Phase 2 to consolidate two post-award grant systems to eliminate redundancy; streamline business rules and reporting. in IDIS; and move towards integration of IDIS Online and DRGR to HUD's enterprise post-award grants management system.","2013-09-15","2014-06-15","1.600000","0","0.00","Green","0.000000","0.00","Green","2013-03-29","15:35:43"
"025-000004480","738","025","Department of Housing and Urban Development","Grants Management","EMISIDIS2","5103","","EMIS IDIS System Release #2","This investment will further enhance the Environmental Management Information System pilot by granting Field Office staff and Grantees access to the pilot system. It will also enhance the ability of EMIS to be compatible across all HUD programs and provide the ability for Completed Environmental Reviews to be visible to the public. This will help to eliminate over 2 million pieces of Paper, ensure that HUD is supporting Healthy communities, and provide greater transparency for both the public and staff.","2012-07-09","2012-11-13","0.770000","-14","-11.02","Yellow","-0.036161","-4.70","Green","2013-03-29","15:35:43"
"025-000004480","738","025","Department of Housing and Urban Development","Grants Management","EPIC3","5105","","EPIC Release 3","This project will allow HUD to collect, track and report basic data related to these programs at a granular level just to provide fundamental transparency and oversight.  The third release would address the following functionality: Build interfaces to PHA generated Physical Need Assessment/Energy Audit data; collect Electronic submission of the SF-425 quarterly reports; and collect electronic submission of the Indian Housing Plan (IHP) and Annual Performance Report (APR) for the Indian Housing Block Grant Program.","2012-10-01","2013-06-30","1.000000","-61","-22.59","Yellow","0.000000","0.00","Green","2013-03-29","15:35:43"
"025-000004480","738","025","Department of Housing and Urban Development","Grants Management","HRTDRGR2","5107","","Hearth-DRGR System Release #2","Deploys Phase 2 of the Technical Assistance (TA) grant module for HEARTH TA and other TA grants.","2012-08-06","2012-10-24","0.250000","-34","-43.04","Red","0.000287","0.12","Green","2013-03-29","15:35:44"
"025-000004480","738","025","Department of Housing and Urban Development","Grants Management","EGRCPDMAP3","6629","","Hearth-eGrants-CPD Maps System Release #3","Re-Platform CPD Maps Application to API for Javascript to accommodate greater functionality and future maintenance of application. Implement new data analysis widget and provide ability for users to create and display data in application.","2013-07-02","2014-02-28","0.665000","7","2.90","Green","0.000000","0.00","Green","2013-07-31","14:22:19"
"025-000004440","741","025","Department of Housing and Urban Development","Enterprise Services - IT Modernization","ITMOD1","2936","","Enterprise Services - IT Modernization","The Enterprise Services Initiative focuses on standardizing HUD's platforms, reducing the complexity of HUD's application landscape, providing a unified login and consistent identity for access to systems across the enterprise and provides change, configuration and release management capabilities that will facilitate a smooth transition of the design and implementation of changes to agency resources.","2011-03-15","2014-02-28","29.500000","-337","-32.59","Red","0.000000","0.00","Green","2013-03-29","15:35:40"
"025-000004310","747","025","Department of Housing and Urban Development","Acquisition Management","HIAMS1","5009","","HIAMS/SAMS Integration","Real time validation of data for commitment and obligation.  This helps ensure that the actual commitment and obligation request will succeed. HIAMS will integrate with SAMS  to  support funds availability, distribution and budget execution through automated interfaces for both administrative and programmatic funds.","2012-09-28","2013-09-27","0.700584","0","0.00","Green","0.000000","0.00","Green","2012-09-14","11:48:11"
"025-000004310","747","025","Department of Housing and Urban Development","Acquisition Management","HIAMS2","5011","","Training/Reporting","Provide training sessions to HUD employees, both at Headquarters in Washington D.C. and out at field offices, for the interfacing of the HIAMS program and system prior to deployment. The training sessions will be used to gather pertinent information about the branches for data migration, user engagement, business process exceptions, etc. Lastly, agency mission objectives along with numerous system benefits will be highlighted.  The reporting tool will integrate several types of commercially available reporting, data extraction and database software with a practiced approach to development.  The solution does not require additional reengineering of business processes.","2012-09-10","2013-05-31","0.400000","-91","-34.60","Red","0.000000","0.00","Green","2012-09-14","11:48:11"
"025-000004310","747","025","Department of Housing and Urban Development","Acquisition Management","HIAMS3","5013","","Strategic Planning  Process","To develop a Module that will enable HUD to identify, track and obtain the GAP identified between what was requested in the FRD and what is deliverable in the HIAMS COTS product.  To substantially improve the agency s strategic acquisition planning processes, HUD requires a module for the annual Strategic Procurement Plan (SPP) to show a roll up of each Planned Action and allow for approval/disapproval of each individual action, in order to properly track procurements throughout the acquisition lifecycle.","2012-09-28","2013-09-27","0.650000","0","0.00","Green","0.000000","0.00","Green","2012-09-14","11:48:11"
"025-000004580","856","025","Department of Housing and Urban Development","Next Generation Management System","663720","1514","","Next Generation Management (NGMS)","The NGMS Program Management Office will pursue work on the following module areas for PY, CY, and BY: ;Budget Forecasting and Formulation - Automation of budget forecasting and formulation, with scenario analysis capabilities. ;Cash Management - Facilitates the allocation, disbursement and reconciliation of funds. ;AH Data Architecture - Updated data model for PIH (50058, tenant info, geospatial, etc) and migration to Oracle. ;Portfolio and Risk Management - Allows HUD to analyze portfolio, performance and risk through a single point of access. ;Customer Relationship Management - Allows PIH staff to document and track all inquiries (written, web, calls, faxes, etc).","2012-08-01","2014-07-31","9.802500","0","0.00","Green","0.000000","0.00","Green","2012-09-14","14:07:21"
"025-000004580","856","025","Department of Housing and Urban Development","Next Generation Management System","AHDA","6009","","Affordable Housing Data Architecture (Phase 1)","Updated data model for PIH (50058, tenant info, geospatial, etc), migration to Oracle.","2012-09-04","2014-02-19","0.666005","-51","-10.74","Yellow","0.000000","0.00","Green","2013-07-31","14:22:22"
"025-000004580","856","025","Department of Housing and Urban Development","Next Generation Management System","BFF","6011","","Budget Forecast and Formulation (Phase 1)","Automation budget forecasting and formulation; scenario analysis capabilities.","2012-08-01","2013-10-29","3.200003","0","0.00","Green","0.000000","0.00","Green","2013-07-31","14:22:21"
"025-000004580","856","025","Department of Housing and Urban Development","Next Generation Management System","CM","6013","","Cash Management (Phase 1)","Facilitates the allocation, disbursement and reconciliation of funds.","2012-11-01","2013-12-26","2.066002","-55","-15.07","Yellow","0.000000","0.00","Green","2013-03-29","15:48:35"
"025-000004580","856","025","Department of Housing and Urban Development","Next Generation Management System","PRM","6015","","Portfolio and Risk Management Tool (Phase 1)","Allows HUD to analyze portfolio, performance and risk through a single point of access.","2012-09-01","2013-09-30","0.666004","-151","-38.32","Red","0.000000","0.00","Green","2013-07-31","14:22:21"
"025-000004580","856","025","Department of Housing and Urban Development","Next Generation Management System","iBFM-04","6017","","Integrated Budget Forecasting Model (iBFM) Phase 4","iBFM Phase 4 will improve forecasting through expanded predictive analytics, enhance reporting to meet Multifamily Housing and Office of Management and Budget requirements, and perform Informatica migration.","2013-01-02","2013-07-31","0.504657","-131","-62.38","Red","0.000000","0.00","Green","2013-07-31","14:22:21"
"025-000004580","856","025","Department of Housing and Urban Development","Next Generation Management System","iBFM-05","6019","","Integrated Budget Forecasting Model (iBFM) Phase 5","iBFM Phase 5 will develop dashboards for HUD Managers and senior staff, integrate iBFM and the Integrated Core Financial System, address Enterprise Architecture requirements to reduce/eliminate duplication of data and enhance reporting to meet Multifamily Housing and Office of Management and Budget requirements.","2014-01-02","2014-07-31","0.472000","0","0.00","Green","0.000000","0.00","Green","2012-10-03","10:00:32"
