Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Performance Metric ID,Agency Performance Metric ID,Metric Description,Unit of Measure,Performance Measurement Category Mapping,Target 2014,Target 2015,Measurement Condition,Reporting Frequency,PRM Code,Latest Performance Metric Actual Id,Latest Agency Performance Metric Actual Id,Latest Actual Result,Latest Actual Status,Latest Actual Result Comment,Latest Actual Result Date,Is Closed?,Metric Updated Date,Metric Updated Time
"010-000000357","866","010","Department of the Interior","DOI - Infrastructure - Telecommunications","21437","","Auctioned spectrum is coordinated and shared with the commercial wireless broadband providers at the five DOI satellite downlinks sites, per the Middle Class Tax Relief and Jobs Creation Act of 2012.","DOI locations where sharing beyond 90km is coord","1 - Customer Satisfaction (Results)","100.000000","100.000000","Over target","Annual","P43-010-042","","","","","","","no","08/13/2015","12:00:58"
"010-000000357","866","010","Department of the Interior","DOI - Infrastructure - Telecommunications","21439","","Analysis of internal business processes of the USPP to determine technical system needs for aviation downlink and P2P","Number of internal stakeholder meetings with busin","1 - Customer Satisfaction (Results)","0.000000","6.000000","Over target","Monthly","","","","","","","","no","08/13/2015","12:00:58"
"010-000000357","866","010","Department of the Interior","DOI - Infrastructure - Telecommunications","21441","","Analysis of business needs/processes of critical USPP agency partners to determine technical system needs for aviation downlink and P2P","Number of internal stakeholder meetings with busin","1 - Customer Satisfaction (Results)","0.000000","8.000000","Over target","Monthly","","","","","","","","no","08/13/2015","12:00:58"
"010-000000357","866","010","Department of the Interior","DOI - Infrastructure - Telecommunications","21443","","Analysis of similar project with documented best practices to include existing recent SOW, RFI, or RFP work","Number of systems studied from which the best prac","2 - Strategic and Business Results","0.000000","3.000000","Over target","Monthly","","","","","","","","no","08/13/2015","12:00:58"
"010-000000342","868","010","Department of the Interior","DOI - Infrastructure - Mainframe / Server Support","1889","","Data Center Availability.","Percent","1 - Customer Satisfaction (Results)","0.000000","0.000000","Over target","Monthly","","5057","","0.000000","","","","yes","08/13/2015","12:00:57"
"010-000000342","868","010","Department of the Interior","DOI - Infrastructure - Mainframe / Server Support","1890","","Positive customer survey feedback.","Percent","1 - Customer Satisfaction (Results)","0.000000","0.000000","Over target","Monthly","","5059","","0.000000","","","","yes","08/13/2015","12:00:57"
"010-000000342","868","010","Department of the Interior","DOI - Infrastructure - Mainframe / Server Support","1891","","Number of data center consolidations (by FY) Baseline 407.","Number","3 - Financial Performance","7.000000","7.000000","Over target","Quarterly","","5061","","0.000000","","","","no","08/13/2015","12:00:57"
"010-000000342","868","010","Department of the Interior","DOI - Infrastructure - Mainframe / Server Support","1892","","Energy Usage Reduction.","kw","2 - Strategic and Business Results","0.000000","0.000000","Over target","Semi-Annual","","5063","","0.000000","","","","yes","08/13/2015","12:00:57"
"010-000000342","868","010","Department of the Interior","DOI - Infrastructure - Mainframe / Server Support","1893","","Gross Floor Area Reductions.","sq. ft.","2 - Strategic and Business Results","0.000000","0.000000","Over target","Semi-Annual","","5065","","0.000000","","","","yes","08/13/2015","12:00:57"
"010-000000342","868","010","Department of the Interior","DOI - Infrastructure - Mainframe / Server Support","1894","","Energy Cost Reduction.","Dollars","2 - Strategic and Business Results","0.000000","0.000000","Over target","Semi-Annual","","5067","","0.000000","","","","yes","08/13/2015","12:00:57"
"010-000000342","868","010","Department of the Interior","DOI - Infrastructure - Mainframe / Server Support","1895","","Rack Count Reduction.","Number of Count","2 - Strategic and Business Results","1800.000000","1800.000000","Over target","Semi-Annual","","5069","","0.000000","","","","no","08/13/2015","12:00:57"
"010-000000342","868","010","Department of the Interior","DOI - Infrastructure - Mainframe / Server Support","1896","","Server Count Reduction.","Number of Count","2 - Strategic and Business Results","7359.000000","7359.000000","Over target","Semi-Annual","","5071","","0.000000","","","","yes","08/13/2015","12:00:57"
"010-000000342","868","010","Department of the Interior","DOI - Infrastructure - Mainframe / Server Support","1897","","Public web customer satisfaction score based on the American Customer Service Index (ACSI).","Score of 0-100. 100 being the best.","1 - Customer Satisfaction (Results)","0.000000","90.000000","Over target","Semi-Annual","","5073","","0.000000","","","","no","08/13/2015","12:00:57"
"010-000000342","868","010","Department of the Interior","DOI - Infrastructure - Mainframe / Server Support","1898","","All OMB required artifacts and documents for this investment are stored on the DOI SharePoint site and are accurately maintained per current OMB guidance.","Number of Documents","2 - Strategic and Business Results","0.000000","0.000000","Over target","Monthly","","5075","","0.000000","","","","yes","08/13/2015","12:00:57"
"010-000000342","868","010","Department of the Interior","DOI - Infrastructure - Mainframe / Server Support","1899","","Percent of satisfied end users within 6 months of a &quot;go-live&quot; event out of the pool of total planned end users. The survey will consist of at least 5 items and the % score will be earned in 10% units by each bureau reporting a measurement score.","percent","1 - Customer Satisfaction (Results)","0.000000","90.000000","Over target","Semi-Annual","","5077","","0.000000","","","","no","08/13/2015","12:00:57"
"010-000000342","868","010","Department of the Interior","DOI - Infrastructure - Mainframe / Server Support","1900","","Investment problems and issues are resolved in a timely manner, utilizing Tier 1 and Tier 2 support.","Number of open tickets closed in a 180 day period","1 - Customer Satisfaction (Results)","0.000000","100.000000","Over target","Monthly","","22751","","0.000000","","","","no","08/13/2015","12:00:57"
"010-000000310","935","010","Department of the Interior","DOI - Enterprise Facilities Maintenance & Management System (FMMS)","1850","","Amount of time it takes to respond to inventory questions","hours of processing time","1 - Customer Satisfaction (Results)","18.000000","15.000000","Under target","Quarterly","","142471","","18.000000","","","2015-07-09","no","08/13/2015","12:00:54"
"010-000000310","935","010","Department of the Interior","DOI - Enterprise Facilities Maintenance & Management System (FMMS)","1851","","System was running and available 90 percent of the time","percentage of hours in operation","2 - Strategic and Business Results","90.000000","95.000000","Over target","Quarterly","","142465","","90.000000","","","2015-07-09","no","08/13/2015","12:00:54"
"010-000000310","935","010","Department of the Interior","DOI - Enterprise Facilities Maintenance & Management System (FMMS)","1852","","Amount of time used to produce standard reports","minutes of processing time","1 - Customer Satisfaction (Results)","75.000000","80.000000","Under target","Quarterly","","142461","","75.000000","","","2015-07-09","no","08/13/2015","12:00:54"
"010-000000310","935","010","Department of the Interior","DOI - Enterprise Facilities Maintenance & Management System (FMMS)","1853","","Number of Bureaus using Maxim version 6.0 or higher","Bureaus using version 6.0 or higher","1 - Customer Satisfaction (Results)","6.000000","0.000000","Over target","Semi-Annual","","87115","","3.000000","Met","All bureaus are currently operating Maximo version 6 or higher","2014-04-03","yes","08/13/2015","12:00:54"
"010-000000310","935","010","Department of the Interior","DOI - Enterprise Facilities Maintenance & Management System (FMMS)","1854","","Interoperability","hours in operation per month","1 - Customer Satisfaction (Results)","600.000000","640.000000","Over target","Monthly","","142475","","630.000000","","","2015-07-09","no","08/13/2015","12:00:54"
"010-000000310","935","010","Department of the Interior","DOI - Enterprise Facilities Maintenance & Management System (FMMS)","21149","","Number of Bureaus using Maxim version 7.5 or higher","number","4 - Innovation","","2.000000","Over target","Semi-Annual","","142469","","6.000000","","","2015-04-10","no","08/13/2015","12:00:54"
"010-000000310","935","010","Department of the Interior","DOI - Enterprise Facilities Maintenance & Management System (FMMS)","21151","","Consolidate Bureau Maximo licenses into a single Departmental enterprise liscense","Bureaus using DOI Enterprise License agreement","3 - Financial Performance","0.000000","6.000000","Over target","Semi-Annual","","","","","","","","no","08/13/2015","12:00:54"
"010-999991481","1197","010","Department of the Interior","DOI - Geospatial Platform and Shared Services","5613","","Results Specific - Number of Federal Agencies who participate in building the Geospatial Platform by contributing or exposing datasets, services and/or applications, making them sharable across the stakeholder community.","Number","2 - Strategic and Business Results","5.000000","5.000000","Over target","Annual","P41-010-042","109099","","5.000000","","The target for FY14 has been met","2014-10-17","no","08/13/2015","12:26:37"
