Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Rebaseline Date,Rebaseline Option,Comment,Project ID,Area of Change,Total Planned Cost of all Activities,Lifecycle Costs (SoF),Timeframe of Investment,(Legacy) Total Cost,(Legacy) Planned Completion Date,Updated Date,Updated Time,Baseline ID
"012-000005003","627","012","Department of Labor","PBGC - Participant Services (Benefit Administration)","10/27/2011","Correction","To correct actual costs entries entered incrementally with submission of Ex 300B  Sept 2011 - Per OMB's direction, actual costs should only be entered upon activity completion.","583,584,585,586,587","Projects, Activities","","","2008-2017","","","10/27/2011","15:32:22","6870"
"012-000005005","418","012","Department of Labor","PBGC - Benefit Calculation and Valuation","09/14/2010","Rebaseline - other","New 2012 plan","","","","","","72.883000","2016-10-31","09/15/2010","08:51:25","1200"
"012-000005005","418","012","Department of Labor","PBGC - Benefit Calculation and Valuation","09/09/2010","Correction","Corrected Planned Percent Complete values for four milestones. ","","","","","","75.540000","2016-10-31","11/24/2010","10:13:31","2349"
"012-000005005","418","012","Department of Labor","PBGC - Benefit Calculation and Valuation","10/28/2011","Correction","To correct actual costs entries entered incrementally with submission of Ex 300B  Sept 2011 - Per OMB's direction, actual costs should only be entered upon activity completion.","582","Projects, Activities","","","2008-2017","","","10/28/2011","08:09:09","6875"
"012-000005004","624","012","Department of Labor","PBGC - Risk Management Early Warning / Legal Matter Management","04/28/2010","Internal - Inaccurate Baseline","","","","","","","14.042000","2016-09-30","04/29/2010","14:59:33","557"
"012-000005004","624","012","Department of Labor","PBGC - Risk Management Early Warning / Legal Matter Management","04/28/2010","Correction","Corrected Planned Percent Complete for five completed Milestones.","","","","","","13.575000","2016-09-30","11/30/2010","10:41:53","2372"
"012-000005004","624","012","Department of Labor","PBGC - Risk Management Early Warning / Legal Matter Management","10/27/2011","Correction","To correct actual costs entries entered incrementally with submission of Ex 300B Sept 2011 - Per OMB's direction, actual costs should only be entered upon activity completion.","467","Projects, Activities","","","2007-2018","","","10/27/2011","16:18:28","6872"
"012-000005000","635","012","Department of Labor","PBGC - Premium Accounting (PA)","09/15/2010","Rebaseline - other","new 2012 plan","","","","","","54.577000","2017-01-31","09/15/2010","12:55:10","1211"
"012-000005000","635","012","Department of Labor","PBGC - Premium Accounting (PA)","09/15/2010","Rebaseline - contract related","Additional temporary contract resources have been provided to the Financial Operations departments to accelerate the pace of all activities associated with the upgrading of the premium accounting systems.  The activities range in scope from defining business requirements as subject matter experts, participating throughout the systems life cycle development, to acceptance testing. Integral to all activities will be the addressing and correction of outstanding audit findings.  These staff will be instrumental in the roll-out and user training as deliverables result.","","","","","","56.763000","2017-01-31","12/30/2010","10:30:57","2580"
"012-000005000","635","012","Department of Labor","PBGC - Premium Accounting (PA)","02/25/2011","Correction","Passback correction.","","","","","","56.898000","2017-01-31","02/25/2011","15:32:12","3417"
"012-000005000","635","012","Department of Labor","PBGC - Premium Accounting (PA)","10/27/2011","Correction","To correct actual costs entries entered incrementally with submission of Ex 300B Sept 2011 - Per OMB's direction, actual costs should only be entered upon activity completion.","516,517,518","Projects, Activities","","","2005-2020","","","10/27/2011","16:04:39","6871"
"012-000005001","641","012","Department of Labor","PBGC - Consolidated Financial Systems","09/14/2010","Rebaseline - other","New 2012 spend plan","","","","","","52.713000","2016-09-30","09/15/2010","08:52:03","1201"
"012-000005001","641","012","Department of Labor","PBGC - Consolidated Financial Systems","11/02/2010","Correction","Corrected invalid characters in several Performance Measure targets (replaced all inverted question marks with a dash in targets that read Maintain baseline budget for operating year - adjusted for inflation, O&M budget will rise year over year.). ","","","","","","53.373000","2016-09-30","11/02/2010","17:49:26","2253"
"012-000005001","641","012","Department of Labor","PBGC - Consolidated Financial Systems","02/25/2011","Correction","Passback correction.","","","","","","52.526000","2016-09-30","02/25/2011","15:15:53","3413"
"012-000005001","641","012","Department of Labor","PBGC - Consolidated Financial Systems","10/27/2011","Correction","To correct actual costs entries entered incrementally with submission of Ex 300B  Sept 2011 - Per OMB's direction, actual costs should only be entered upon activity completion.","514,515","Projects, Activities","","","2004-2020","","","10/27/2011","13:41:52","6862"
"012-000001075","103","012","Department of Labor","BLS - National Compensation Survey (NCS) Maintenance","08/27/2010","Rebaseline - other","Adding milestone for the NCS component of the proposed FY 2012 Measuring Health Care in the 21st Century initiative in FY 2012-2016 and adding FY 2016 milestones.","","","","","","100.041000","2016-09-30","09/16/2010","12:03:09","1253"
"012-000001075","103","012","Department of Labor","BLS - National Compensation Survey (NCS) Maintenance","01/31/2011","Rebaseline - other","This is a rebaseline to address changes to the PRM table.  The BLS revised the PRM consistent with the performance data in the BY 2012 Budget Submission","","","","","","100.568000","2016-09-30","02/24/2011","13:39:05","3207"
"012-000001075","103","012","Department of Labor","BLS - National Compensation Survey (NCS) Maintenance","01/19/2012","Correction","The change is a correction in reporting and does not modify the definition of the measure.","1390","Projects, Activities, Metrics","1.848000","","2002-2017","","","02/16/2012","15:47:37","7369"
"012-000002045","121","012","Department of Labor","ETA - Foreign Labor Certification Systems (FLCS)","02/23/2011","Rebaseline - change in scope","","","","","","","85.460092","2018-09-28","02/24/2011","13:51:59","3211"
"012-000002045","121","012","Department of Labor","ETA - Foreign Labor Certification Systems (FLCS)","02/25/2011","Correction","Correction to two milestones:  OMB ID 2026 and OMB ID 2025.  An actual finish was entered but there was an oversight in updating the % complete to 100%.","","","","","","85.460092","2018-09-28","02/25/2011","12:36:26","3374"
"012-000002045","121","012","Department of Labor","ETA - Foreign Labor Certification Systems (FLCS)","06/15/2011","Correction","Previous data entry errors have been corrected by the baseline event.","","","","","","85.020966","2018-09-28","06/15/2011","11:08:04","6130"
"012-000002045","121","012","Department of Labor","ETA - Foreign Labor Certification Systems (FLCS)","11/03/2011","Correction","Completing a correction to null-out $0 that were erroniously entered in the Actual Cost column per OMB's guidance.","118,119,120,121,122,123,124,125,126","Projects, Activities","","","2001-2018","","","11/15/2011","14:12:59","7081"
"012-000002045","121","012","Department of Labor","ETA - Foreign Labor Certification Systems (FLCS)","11/03/2011","Correction","Completing a correction to null-out $0 that were erroniously entered in the Actual Cost column per OMB's guidance.","118,119,120,121,122,124,125,126","Projects, Activities","","","2001-2018","","","02/22/2012","16:31:47","7392"
"012-000002045","121","012","Department of Labor","ETA - Foreign Labor Certification Systems (FLCS)","03/29/2012","Rebaseline - other","OFLC made changes to some of the Metrics Descriptions and Current Year Targets to bring them in sync with the quarterly performance results submitted to the Department.  Regarding the H-2B performance metric, OFLC is not providing a target due to the upcoming implementation of the new H-2B Comprehensive Final Rule, which will significantly alter the current case processing model.","","Metrics","","","2001-2018","","","03/29/2012","12:22:43","7833"
