"Unique Investment Identifier","Investment Type","Infrastructure Management Category","Agency Code","Agency Name","Investment Title","PIID/Ref PIID","Planned Acquisitions","Updated Date","Updated Time"
005-000000018,"01 - Major IT","01 - Not Applicable","	005","Department of Agriculture","AMS-Web-Based Supply Chain Management (WBSCM)",GSQ0016AJ0002,NO,09/21/2018,17:53:31
012-000005003,"01 - Major IT","01 - Not Applicable","	012","Department of Labor","PBGC_Participant Management.",PBGC01FA140002|PBGC01DO160017|PBGC01FA160003|16PBGC18T0014|16PBGC17F5008,NO,09/13/2018,12:07:07
012-999990020,"01 - Major IT","01 - Not Applicable","	012","Department of Labor",Benefits.gov,1605DC-18-F-00150,YES,03/28/2019,16:13:41
014-000000003,"01 - Major IT","01 - Not Applicable","	014","Department of State","Budget System Modernization (BSM)",SAQMMA14L0937|SAQMMA17A0120,NO,09/20/2018,11:18:20
014-000000012,"01 - Major IT","01 - Not Applicable","	014","Department of State","Integrated Logistics Management System (ILMS)",SAQMMA16L1314|SAQMMA16L1296|SAQMMA15L2220|SAQMMA15L2255|SAQMMA16F0564,YES,09/20/2018,11:36:34
014-000000018,"01 - Major IT","01 - Not Applicable","	014","Department of State","Joint Financial Management System (JFMS)",SAQMMA17L0430|SAQMMA17L0424|SAQMMA17L0437|SAQMMA17F0236|SAQMMA17L0417|SAQMMA15L0976|SAQMMA15L0971|SAQMMA14F2094|SAQMMA16L0219|SAQMMA15L0976|SAQMMA14F2094|SAQMMA17L0437|SAQMMA16L0791|SAQMMA17L0878|SAQMMA17L0421|19AQMM18S0342,NO,09/20/2018,11:42:19
014-000000019,"01 - Major IT","01 - Not Applicable","	014","Department of State","Electronic Medical Record (EMR)",SAQMMA14F1578,NO,09/20/2018,11:47:42
014-000000021,"01 - Major IT","01 - Not Applicable","	014","Department of State","IRMS Operations and Maintenance",SAQMMA13F4078|SAQMMA17L0022|SAQMMA17D0158,NO,09/20/2018,15:27:22
014-000000024,"01 - Major IT","01 - Not Applicable","	014","Department of State","Integrated Personnel Management System (IPMS)",SAQMMA12F1332|SAQMMA13F0993|SAQMMA14F3255|SAQMMA14F4222|SAQMMA14F4393|SAQMMA15F3965|SAQMMA16F2390|SAQMMA17L0037|19AQMM18C0078,YES,09/20/2018,11:38:12
014-000000029,"01 - Major IT","01 - Not Applicable","	014","Department of State","Global Foreign Affairs Compensation System (GFACS)",SAQMMA14F2094|SAQMMA17F1483|SAQMMA17F1225|SAQMMA17F1230|SAQMMA17C0186|19AQMM18S0342|SAQMMA17A0120|SAQMMA17F3124|SAQMMA16A0068|19AQMM18S0342|19AQMM18S0445|19AQMM18F1164,NO,09/20/2018,12:43:13
014-000000032,"01 - Major IT","01 - Not Applicable","	014","Department of State","Consular Systems Modernization","SAQMMA14L0531|SAQMMA13L0327|19AQMM18D0086 |SAQMMA16F5558 |HSHQDC-14-D-00006 ",YES,03/04/2019,16:45:58
014-000000039,"01 - Major IT","01 - Not Applicable","	014","Department of State","Application Services",SAQMMA13F2906|SAQMMA13F2905|SAQMMA13F2651,NO,09/20/2018,12:40:12
014-000000200,"01 - Major IT","01 - Not Applicable","	014","Department of State","Data Analytics Center of Excellence",SAQMMA16F1155,NO,09/20/2018,13:26:17
014-000000202,"01 - Major IT","01 - Not Applicable","	014","Department of State","OBO Real Property",SAQMMA13F4078,NO,09/20/2018,15:16:00
014-000000329,"01 - Major IT","01 - Not Applicable","	014","Department of State","Foreign Assistance Coordination and Tracking System (FACTS)",SAQMMA16L1092|GS00T07NSD0040|SAQMMA12D0168|SAQMMA16L1217,YES,09/20/2018,11:33:03
014-000000377,"01 - Major IT","01 - Not Applicable","	014","Department of State","Integrated Security and Suitability System (Ice Cubed)",,YES,09/20/2018,14:59:24
014-000000474,"01 - Major IT","01 - Not Applicable","	014","Department of State","Consular Service Production Systems","SAQMMA12C0212 |SAQMMA13L0327|SAQMMA14L0531|SAQMMA14F0945|SAQMMA14L0330| 19AQMM18R0173|SAQMMA14F3737|SAQMMA16F5417",YES,09/20/2018,11:26:40
014-000000477,"01 - Major IT","01 - Not Applicable","	014","Department of State","Centralized Data Collection and Integration System (CDCIS)",SAQMMA15L2220|SAMMA15L2255|SAQMMA17L0151|SAQMMA17M0833|19AQMM18F0746,NO,09/20/2018,11:43:41
014-000000483,"01 - Major IT","01 - Not Applicable","	014","Department of State","Contacts and Events Management (CRM)",SAQMMA16L0635,YES,09/20/2018,13:14:07
015-000000001,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","HR LoB - HRConnect",,NO,09/20/2018,15:42:38
015-000000006,"02 - Non-major IT","01 - Not Applicable","	015","Department of the Treasury","Business Master File (BMF)",TIRNO11D000270009,NO,09/19/2018,09:50:35
015-000000007,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Integrated Production Model (IPM)",TIRNO11D000270009|TIRNO11D000160008|TIRNO11D000270009|TIRNO11D000160008,NO,09/19/2018,09:50:35
015-000000012,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","e-Services (e-SVS))",TIRNO11D000160016,NO,09/19/2018,09:50:35
015-000000013,"02 - Non-major IT","01 - Not Applicable","	015","Department of the Treasury","Financial Management Information Systems (FMIS)",TIRNO11D000270009|TIRNO11D000270009,NO,09/19/2018,09:50:35
015-000000014,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Individual Master File (IMF)",TIRNO11D000270009|TIRNO11D000270009,NO,09/19/2018,09:50:35
015-000000016,"02 - Non-major IT","01 - Not Applicable","	015","Department of the Treasury","Integrated Collection System (ICS)",TIRNO11D000160016,NO,09/19/2018,09:50:36
015-000000017,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Integrated Customer Communication Environment (ICCE)",,NO,09/21/2018,13:17:49
015-000000018,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Integrated Data Retrieval System (IDRS)",TIRNO11D000270009|TIRNO11D000270009,NO,09/19/2018,09:50:36
015-000000019,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Integrated Submission and Remittance Processing System (ISRP)",TIRNO11D000240009|TIRNO11D000240009,NO,09/19/2018,09:50:36
015-000000021,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Service Center Recognition/Image Processing System (SCRIPS)",TIRNO11D000240009|TIRNO11D000240009,NO,09/19/2018,09:50:36
015-000000026,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Debt Collection Services (DCS)",TFSAISS17K0081|TFSAISS17K0081,NO,09/19/2018,09:50:36
015-000000027,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Integrated Financial System/CORE Financial System (IFS)",TIRNO12Z000160002|TIRNO12Z000160002,NO,09/19/2018,09:50:36
015-000000029,"02 - Non-major IT","01 - Not Applicable","	015","Department of the Treasury","Automated Collection System (ACS)",TIRNO11D000270009|TIRNO11D000270009,NO,09/19/2018,09:50:36
015-000000030,"02 - Non-major IT","01 - Not Applicable","	015","Department of the Treasury","Criminal Investigation Management Information System (CIMIS)",,NO,09/21/2018,13:17:49
015-000000034,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Automated Standard Application for Payments (ASAP)",,NO,09/20/2018,15:42:38
015-000000035,"02 - Non-major IT","01 - Not Applicable","	015","Department of the Treasury","DC Pensions System to Administer Retirement (STAR)",TIRNO11D000270014|TIRNO11D000270014,NO,09/19/2018,09:50:36
015-000000037,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Invoice Processing Platform (IPP)",,NO,09/20/2018,15:42:38
015-000000038,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","International Treasury Services (ITS.gov)",,NO,09/20/2018,15:42:39
015-000000039,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)",,NO,09/20/2018,15:42:39
015-000000040,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","BSA IT Modernization",,NO,09/21/2018,13:17:49
015-000000044,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Return Review Program (RRP)",TIRNO11D000270009|TIRNO11D000160008|TIRNO11D000270014|TIRNO12Z000160002|TIRNO11D000160017|TIRNO11D000270009|TIRNO11D000160008|TIRNO11D000270014|TIRNO12Z000160002|TIRNO11D000160017,NO,09/19/2018,09:50:36
015-000000045,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Modernized e-File (MeF)",TIRNO11D000270009|TIRNO12Z000160002|TIRNO11D000270009|TIRNO12Z000160002,NO,09/19/2018,09:50:37
015-000000046,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Account Management Services (AMS)",TIRNO12Z000160002|TIRNO12Z000160002,NO,09/19/2018,09:50:37
015-000000050,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Debit Gateway",,NO,09/20/2018,15:42:39
015-000000051,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Customer Account Data Engine 2 (CADE 2)",TIRNO11D000270009|TIRNO11D000160008|TIRNO11D000270014|TIRNO12Z000160002|TIRNO11D000270009|TIRNO11D000160008|TIRNO11D000270014|TIRNO12Z000160002,NO,09/19/2018,09:50:37
015-000000055,"02 - Non-major IT","01 - Not Applicable","	015","Department of the Treasury","Information Reporting and Document Matching (IRDM)",TIRNO11D000160016,NO,09/19/2018,09:50:37
015-000000056,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","IRS.GOV - Portal Environment",TIRNO11D000270014|TIRNO11D000270014,NO,09/19/2018,09:50:37
015-000000057,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Over the Counter Channel Application (OTCnet)",,NO,09/20/2018,15:42:39
015-000000061,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Wholesale Securities Services (WSS)",,NO,09/20/2018,15:42:39
015-000000062,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Retail Securities Services (RSS)",TFSAISS17K0081|TFSAISS17K0081,NO,09/19/2018,09:50:37
015-000000103,"02 - Non-major IT","01 - Not Applicable","	015","Department of the Treasury",MetaData,TIRNO11D000160016,NO,09/19/2018,09:50:37
015-000000132,"02 - Non-major IT","01 - Not Applicable","	015","Department of the Treasury","Notice Review Processing System (NRPS)",TIRNO11D000270009|TIRNO11D000270009,NO,09/19/2018,09:50:37
015-000000133,"02 - Non-major IT","01 - Not Applicable","	015","Department of the Treasury","On Line Notice Review (OLNR)",TIRNO11D000270009|TIRNO11D000270009,NO,09/19/2018,09:50:37
015-000000195,"02 - Non-major IT","01 - Not Applicable","	015","Department of the Treasury","Investigative Data Examination Application (IDEA)",,NO,09/21/2018,13:17:49
015-000000211,"02 - Non-major IT","01 - Not Applicable","	015","Department of the Treasury","TTB Tax System",,YES,09/19/2018,09:50:37
015-000000212,"02 - Non-major IT","01 - Not Applicable","	015","Department of the Treasury","TTB Regulatory System",,YES,09/19/2018,09:50:38
015-000000213,"02 - Non-major IT","01 - Not Applicable","	015","Department of the Treasury","TTB Mission Applications Support Services (MASS)",,YES,09/19/2018,09:50:38
015-000000252,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Stored Value Card (SVC)",,NO,09/20/2018,15:42:40
015-000000263,"02 - Non-major IT","01 - Not Applicable","	015","Department of the Treasury","Individual Master File Document Specific (IDOCSPEC)",TIRNO11D000270009|TIRNO11D000270009,NO,09/19/2018,09:50:38
015-000000265,"02 - Non-major IT","01 - Not Applicable","	015","Department of the Treasury","Business Master File Document Specific (BDOCSPEC)",TIRNO11D000270009|TIRNO11D000270009,NO,09/19/2018,09:50:38
015-000000268,"02 - Non-major IT","01 - Not Applicable","	015","Department of the Treasury","Generalized Mainline Framework/Generalized Unpostable Framework (GMF/GUF)",TIRNO11D000270009|TIRNO11D000270009,NO,09/19/2018,09:50:38
015-000000285,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Affordable Care Act Administration",TIRNO11D000270009|TIRNO11D000230012|TIRNO11D000270014|TIRNO11D000220013|TIRNO12Z000160002|TIRNO11D000240009|TIRNO11D000270009|TIRNO11D000230012|TIRNO11D000270014|TIRNO11D000220013|TIRNO12Z000160002|TIRNO11D000240009,NO,09/19/2018,09:50:38
015-000000297,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Do Not Pay (DNP)",,NO,09/20/2018,15:42:40
015-000000369,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Foreign Account Tax Compliance Act (FATCA)",TIRNO11D000270009|TIRNO11D000160008|TIRNO12Z000160002|TIRNO11D000240009|TIRNO11D000270009|TIRNO11D000160008|TIRNO12Z000160002|TIRNO11D000240009,NO,09/19/2018,09:50:39
015-000000432,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Order Management System II (OMS-II)",,NO,09/20/2018,15:42:42
015-000200005,"02 - Non-major IT","01 - Not Applicable","	015","Department of the Treasury","Compliance Tools",TIRNO11D000110017,NO,09/19/2018,09:50:39
015-000200053,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Web Applications",TIRNO11D000270009|TIRNO11D000160008|TIRNO11D000270014|TIRNO12Z000160002|TIRNO11D000160017|TIRNO11D000270009|TIRNO11D000160008|TIRNO11D000270014|TIRNO12Z000160002|TIRNO11D000160017,NO,09/19/2018,09:50:39
015-000200091,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Enterprise Case Management (ECM)",TIRNO11D000160008|TIRNO12Z000160002|TIRNO11D000160017|TIRNO11D000160008|TIRNO12Z000160002|TIRNO11D000160017,NO,09/19/2018,09:50:39
015-000200132,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Payment Services (PS)",TFSAISS17K0081|TFSAISS17K0081,NO,09/19/2018,09:50:40
015-000200133,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Post Payment Services",TFSAISS17K0081|TFSAISS17K0081,NO,09/19/2018,09:50:40
015-000200136,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Central Accounting Services (CAS)",TFSAISS17K0081|TFSAISS17K0081,NO,09/19/2018,09:50:40
015-000200137,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Revenue Collections Support Services (RCSS)",TFSAISS17K0081|TFSAISS17K0081,NO,09/19/2018,09:50:40
015-000200176,"02 - Non-major IT","01 - Not Applicable","	015","Department of the Treasury","Health Coverage Tax Credit (HCTC)",TIRNO11D000230012|TIRNO11D000230012,NO,09/19/2018,09:50:40
015-000200177,"02 - Non-major IT","01 - Not Applicable","	015","Department of the Treasury","Achieving A Better Life Experience (ABLE)",TIRNO11D000270009|TIRNO11D000220013|TIRNO11D000270009|TIRNO11D000220013,NO,09/19/2018,09:50:40
015-000200182,"02 - Non-major IT","01 - Not Applicable","	015","Department of the Treasury","Asset Forfeiture Tracking & Retrieval (AFTRAK) - A",,NO,09/21/2018,13:17:50
015-000200246,"02 - Non-major IT","01 - Not Applicable","	015","Department of the Treasury","Private Debt Collection (PDC)",TIRNO11D000270009|TIRNO11D000270009,NO,09/19/2018,09:50:41
015-000200264,"02 - Non-major IT","01 - Not Applicable","	015","Department of the Treasury","Enterprise Case Selection (ECS)",TIRNO11D000160017|TIRNO11D000160017,NO,09/19/2018,09:50:41
015-000200306,"02 - Non-major IT","01 - Not Applicable","	015","Department of the Treasury","Taxpayer Digital Communications (TDC)",TIRNO11D000270014|TIRNO12Z000160002|TIRNO11D000270014|TIRNO12Z000160002,NO,09/19/2018,09:50:41
015-000200364,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Modernized IRS Operations",,NO,09/20/2018,15:42:46
015-999990047,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Data Services",,NO,09/20/2018,11:37:04
015-999990063,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Agency Accounting Services (AAS)",2033H618F00089,NO,09/19/2018,09:50:42
015-999991100,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Financial Management Line of Business (FMLOB)",,NO,09/20/2018,11:37:04
016-000002141,"01 - Major IT","01 - Not Applicable","	016","Social Security Administration","Disability Case Processing System (DCPS)",28321317PN0050006,YES,09/20/2018,11:49:16
016-000002238,"01 - Major IT","01 - Not Applicable","	016","Social Security Administration","Customer Engagement Tools",,NO,09/20/2018,11:45:48
016-000002259,"01 - Major IT","01 - Not Applicable","	016","Social Security Administration","IT Modernization","SS00-12-40045|SS00-17-40016|SS00-17-40022|SS00-15-60019 28321318FDS030068|SS00-17-40022 28321318FA0010339|SS00-14-31088 Mod 30-32|SS00-17-40002/28321318FA0010243|SS00-13-60014 28321318FDX030149|SS00-17-40015|SS00-16-40039|NNG15SE11B/ 28321318FDX030201|SS00-14-61028/ 28321318FDS030212|NNG15SD23B/ 28321318FDX030462|28321318D00060012",YES,09/20/2018,11:54:57
016-000002525,"01 - Major IT","01 - Not Applicable","	016","Social Security Administration","Anti-Fraud Enterprise Solution",SS001760006|SS001760006,NO,09/19/2018,18:19:29
