"Agency Code (Investment)","Agency Name (Investment)","Bureau Code (Investment)","Parent UII","Parent Investment Title","Funding Source UII","Line Item Descriptor","Budget Account Code","Budget Account Name","Agency Code (from Budget Account)","Bureau Code (from Budget Account)","Alternative Bureau Code","Total IT Spending FY2018 (PY) ($ M)","Total IT Spending FY2019 (CY) ($ M)","Total IT Spending FY2020 (BY) ($ M)","DME PY Agency Funding ($ M)","DME PY Contributions ($ M)","DME CY Agency Funding ($ M)","DME CY Contributions ($ M)","DME BY Agency Funding ($ M)","DME BY Contributions ($ M)","DME BY BudgetAuthority ($ M)","O&M PY Agency Funding ($ M)","O&M PY Contributions ($ M)","O&M CY Agency Funding ($ M)","O&M CY Contributions ($ M)","O&M BY Agency Funding ($ M)","O&M BY Contributions ($ M)","O&M BY BudgetAuthority ($ M)","IT Portfolio Funding Sources ID","IT Portfolio ID","Updated Date","Updated Time"
"	010","Department of the Interior","	00",010-000001217,"DOI - Talent Management Solution (TMS) - ""DOI Learn""",010-000001217,"	04",010-95-4523,"Working Capital Fund","	010","	95",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826779,606560,2019-04-03,18:52:02
"	010","Department of the Interior","	00",010-000001217,"DOI - Talent Management Solution (TMS) - ""DOI Learn""",010-000001217,"	04",010-95-4523,"Working Capital Fund","	010","	95",,0.11555,0.026012,0.08964,0,0,0,0,0,0,0,0.11555,0,0.026012,0,0.08964,0,0.08964,826780,606560,2019-04-03,18:52:02
"	010","Department of the Interior","	00",010-000001217,"DOI - Talent Management Solution (TMS) - ""DOI Learn""",010-000001217,"	04",010-95-4523,"Working Capital Fund","	010","	95",,0.009903,0.0184,0.75287,0,0,0,0,0,0,0,0.009903,0,0.0184,0,0.75287,0,0.75287,826781,606560,2019-04-03,18:52:02
"	010","Department of the Interior","	00",010-000001217,"DOI - Talent Management Solution (TMS) - ""DOI Learn""",010-000001217,"	04",010-95-4523,"Working Capital Fund","	010","	95",,0.008299,0.009667,0.008767,0,0,0,0,0,0,0,0.008299,0,0.009667,0,0.008767,0,0.008767,826782,606560,2019-04-03,18:52:02
"	010","Department of the Interior","	00",010-000001217,"DOI - Talent Management Solution (TMS) - ""DOI Learn""",010-000001217,"	04",010-95-4523,"Working Capital Fund","	010","	95",,0.000887,0.002041,0.002041,0,0,0,0,0,0,0,0.000887,0,0.002041,0,0.002041,0,0.002041,826783,606560,2019-04-03,18:52:02
"	010","Department of the Interior","	00",010-000001217,"DOI - Talent Management Solution (TMS) - ""DOI Learn""",010-000001217,"	04",010-95-4523,"Working Capital Fund","	010","	95",,0.012289,0.014764,0,0,0,0,0,0,0,0,0.012289,0,0.014764,0,0,0,0,826784,606560,2019-04-03,18:52:02
"	010","Department of the Interior","	00",010-000001217,"DOI - Talent Management Solution (TMS) - ""DOI Learn""",010-000001217,"	04",010-95-4523,"Working Capital Fund","	010","	95",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826785,606560,2019-04-03,18:52:02
"	010","Department of the Interior","	00",010-000001217,"DOI - Talent Management Solution (TMS) - ""DOI Learn""",010-000001217,"	04",010-95-4523,"Working Capital Fund","	010","	95",,0,0.001582,0,0,0,0,0,0,0,0,0,0,0.001582,0,0,0,0,826786,606560,2019-04-03,18:52:02
"	010","Department of the Interior","	00",010-000001217,"DOI - Talent Management Solution (TMS) - ""DOI Learn""",010-000001217,"	04",010-95-4523,"Working Capital Fund","	010","	95",,0.00798,0.008085,0.008767,0,0,0,0,0,0,0,0.00798,0,0.008085,0,0.008767,0,0.008767,826787,606560,2019-04-03,18:52:02
"	010","Department of the Interior","	00",010-000001217,"DOI - Talent Management Solution (TMS) - ""DOI Learn""",010-000001217,"	04",010-95-4523,"Working Capital Fund","	010","	95",,0.000855,0.001633,0.001633,0,0,0,0,0,0,0,0.000855,0,0.001633,0,0.001633,0,0.001633,826788,606560,2019-04-03,18:52:02
"	010","Department of the Interior","	00",010-000001217,"DOI - Talent Management Solution (TMS) - ""DOI Learn""",010-000001217,"	04",010-95-4523,"Working Capital Fund","	010","	95",,0.185455,0.193863,0.219753,0,0,0,0,0,0,0,0.185455,0,0.193863,0,0.219753,0,0.219753,826789,606560,2019-04-03,18:52:02
"	010","Department of the Interior","	00",010-000001217,"DOI - Talent Management Solution (TMS) - ""DOI Learn""",010-000001217,"	04",010-95-4523,"Working Capital Fund","	010","	95",,0.02068,0.076341,0.076341,0,0,0,0,0,0,0,0.02068,0,0.076341,0,0.076341,0,0.076341,826790,606560,2019-04-03,18:52:02
"	010","Department of the Interior","	00",010-000001217,"DOI - Talent Management Solution (TMS) - ""DOI Learn""",010-000001217,"	04",010-95-4523,"Working Capital Fund","	010","	95",,0,0.000527,0,0,0,0,0,0,0,0,0,0,0.000527,0,0,0,0,826791,606560,2019-04-03,18:52:02
"	010","Department of the Interior","	76",010-000001920,"BIA - Tracking Accountability Performance System (TAPS)",010-000001920,"	04",010-76-2100,"Operation of Indian Programs","	010","	76",,0.067494,0.193,0.050386,0.01,0,0.173,0,0,0,0,0.057494,0,0.02,0,0.050386,0,0.050386,826795,606562,2019-04-03,18:52:02
"	010","Department of the Interior","	24",010-000002023,"NPS - IE Places Mobile",010-000002023,"	04",010-24-1036,"Operation of the National Park System","	010","	24",,0.281,0.102,0.741,0.062,0,0.067,0,0.406,0,0.406,0.219,0,0.035,0,0.335,0,0.335,826796,606563,2019-04-03,18:52:02
"	010","Department of the Interior","	00",010-999993100,"DOI - Geospatial Platform and Shared Services",010-999993100,"	04",184-15-1000,"Operating Expenses of the Agency for International Development","	184","	15",,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0.025,0,0.025,0,826803,606566,2019-04-03,18:52:02
"	010","Department of the Interior","	00",010-999993100,"DOI - Geospatial Platform and Shared Services",010-999993100,"	04",006-07-0450,"Periodic Censuses and Programs","	006","	07",,0,0,0,0,0,0,0,0,0,0,0,0.225,0,0.225,0,0.225,0,826804,606566,2019-04-03,18:52:02
"	010","Department of the Interior","	00",010-999993100,"DOI - Geospatial Platform and Shared Services",010-999993100,"	04",007-10-0100,"Operation and Maintenance, Defense-wide","	007",,,0,0,0,0,0,0,0,0,0,0,0,0.225,0,0.225,0,0.225,0,826805,606566,2019-04-03,18:52:02
"	010","Department of the Interior","	00",010-999993100,"DOI - Geospatial Platform and Shared Services",010-999993100,"	04",018-80-0800,"Program Administration","	018","	80",,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0.025,0,0.025,0,826806,606566,2019-04-03,18:52:02
"	010","Department of the Interior","	00",010-999993100,"DOI - Geospatial Platform and Shared Services",010-999993100,"	04",019-60-4563,"Working Capital Fund","	019","	60",,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0.05,0,826807,606566,2019-04-03,18:52:02
"	010","Department of the Interior","	00",010-999993100,"DOI - Geospatial Platform and Shared Services",010-999993100,"	04",009-10-9911,"Salaries and Expenses","	009","	10",,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0.05,0,826808,606566,2019-04-03,18:52:02
"	010","Department of the Interior","	00",010-999993100,"DOI - Geospatial Platform and Shared Services",010-999993100,"	04",024-10-0100,"Operations and Support","	024","	10",,0,0,0,0,0,0,0,0,0,0,0,0.225,0,0.225,0,0.225,0,826809,606566,2019-04-03,18:52:02
"	010","Department of the Interior","	00",010-999993100,"DOI - Geospatial Platform and Shared Services",010-999993100,"	04",011-03-4526,"Working Capital Fund","	011","	03",,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0.05,0,826810,606566,2019-04-03,18:52:02
"	010","Department of the Interior","	00",010-999993100,"DOI - Geospatial Platform and Shared Services",010-999993100,"	04",012-25-0165,"Salaries and Expenses","	012","	25",,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0.025,0,0.025,0,826811,606566,2019-04-03,18:52:02
"	010","Department of the Interior","	00",010-999993100,"DOI - Geospatial Platform and Shared Services",010-999993100,"	04",014-05-4519,"Working Capital Fund","	014","	05",,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0.05,0,826812,606566,2019-04-03,18:52:02
"	010","Department of the Interior","	00",010-999993100,"DOI - Geospatial Platform and Shared Services",010-999993100,"	04",021-04-4520,"Working Capital Fund","	021","	04",,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0.05,0,826813,606566,2019-04-03,18:52:02
"	010","Department of the Interior","	00",010-999993100,"DOI - Geospatial Platform and Shared Services",010-999993100,"	04",015-04-0173,"Salaries and Expenses","	015","	04",,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0.025,0,0.025,0,826814,606566,2019-04-03,18:52:02
"	010","Department of the Interior","	00",010-999993100,"DOI - Geospatial Platform and Shared Services",010-999993100,"	04",010-12-0804,"Surveys, Investigations, and Research","	010","	12",,0.625,0.625,0.625,0,0,0,0,0,0,0,0.625,0,0.625,0,0.625,0,0.625,826815,606566,2019-04-03,18:52:02
"	010","Department of the Interior","	00",010-999993100,"DOI - Geospatial Platform and Shared Services",010-999993100,"	04",020-00-0108,"Environmental Programs and Management","	020","	00",,0,0,0,0,0,0,0,0,0,0,0,0.225,0,0.225,0,0.225,0,826816,606566,2019-04-03,18:52:02
"	010","Department of the Interior","	00",010-999993100,"DOI - Geospatial Platform and Shared Services",010-999993100,"	04",023-30-4540,"Working Capital Fund","	023","	30",,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0.05,0,826817,606566,2019-04-03,18:52:02
"	010","Department of the Interior","	00",010-999993100,"DOI - Geospatial Platform and Shared Services",010-999993100,"	04",026-00-0122,"Safety, Security and Mission Services","	026","	00",,0,0,0,0,0,0,0,0,0,0,0,0.225,0,0.225,0,0.225,0,826818,606566,2019-04-03,18:52:02
"	010","Department of the Interior","	00",010-999993100,"DOI - Geospatial Platform and Shared Services",010-999993100,"	04",393-00-0300,"Operating Expenses","	393","	00",,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0.025,0,0.025,0,826819,606566,2019-04-03,18:52:02
"	010","Department of the Interior","	00",010-999993100,"DOI - Geospatial Platform and Shared Services",010-999993100,"	04",422-00-0100,"Research and Related Activities","	422","	00",,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0.025,0,0.025,0,826820,606566,2019-04-03,18:52:02
"	010","Department of the Interior","	00",010-999993100,"DOI - Geospatial Platform and Shared Services",010-999993100,"	04",028-00-0100,"Salaries and Expenses","	028","	00",,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0.025,0,0.025,0,826821,606566,2019-04-03,18:52:02
"	010","Department of the Interior","	00",010-999993100,"DOI - Geospatial Platform and Shared Services",010-999993100,"	04",016-00-8704,"Limitation on Administrative Expenses","	016","	00",,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0.025,0,0.025,0,826822,606566,2019-04-03,18:52:02
"	010","Department of the Interior","	00",010-999993100,"DOI - Geospatial Platform and Shared Services",010-999993100,"	04",202-00-3123,"Operation and Maintenance","	202","	00",,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0.05,0,826823,606566,2019-04-03,18:52:02
"	010","Department of the Interior","	00",010-999993100,"DOI - Geospatial Platform and Shared Services",010-999993100,"	04",005-12-0013,"Office of the Chief Information Officer","	005","	12",,0,0,0,0,0,0,0,0,0,0,0,0.225,0,0.225,0,0.225,0,826824,606566,2019-04-03,18:52:02
"	010","Department of the Interior","	00",010-999993100,"DOI - Geospatial Platform and Shared Services",010-999993100,"	04",029-40-4539,"Franchise Fund","	029","	40",,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0.025,0,0.025,0,826825,606566,2019-04-03,18:52:02
"	010","Department of the Interior","	00",010-999993100,"DOI - Geospatial Platform and Shared Services",010-999993100,"	04",025-35-0335,"Administrative Support Offices","	025","	35",,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0.05,0,826826,606566,2019-04-03,18:52:02
"	010","Department of the Interior","	18",010-000000464,"FWS - Refuge Management Information System (RMIS)",010-000000464,"	04",010-18-1611,"Resource Management","	010","	18",,0.2568,0.259,0.2753,0,0,0,0,0,0,0,0.2568,0,0.259,0,0.2753,0,0.2753,826905,606568,2019-04-03,18:52:02
"	010","Department of the Interior","	04",010-000000170,"BLM - Wild Fire Management Information System (WFMI)",010-000000170,"	04",010-95-1125,"Wildland Fire Management","	010","	95",,0.084349,0.376986,0.766413,0,0,0,0,0,0,0,0.084349,0,0.376986,0,0.766413,0,0.766413,826906,606569,2019-04-03,18:52:02
"	010","Department of the Interior","	76",010-000000014,"BIA - Enterprise Geospatial Program",010-000000014,"	04",010-76-2100,"Operation of Indian Programs","	010","	76",,1.865,1.955,1.955,0,0,0,0,0,0,0,1.865,0,1.955,0,1.955,0,1.955,826907,606570,2019-04-03,18:52:02
"	011","Department of Justice","	05",011-000003362,"USMS Applications",011-000003362,"	04",011-05-0324,"Salaries and Expenses, United States Marshals Service","	011","	05",,24.645576,24.00699,24.491967,11.248166,0,11.077218,0,11.261944,0,11.941156,13.39741,0,12.929772,0,13.230023,0,13.510553,788869,580255,2019-02-20,02:17:18
"	011","Department of Justice","	10",011-000002501,"FBI Combined DNA Index System (CODIS)",011-000002501,"	04",011-10-0200,"Salaries and Expenses","	011","	10",,27.244324,25.962094,28.663336,15.635037,0,15.20507,0,17.284171,0,17.284171,11.609287,0,10.757024,0,11.379165,0,12.501165,788870,580256,2019-02-20,02:17:18
"	011","Department of Justice","	05",011-000003048,"USMS Justice Detainee Information System (JDIS)",011-000003048,"	04",011-05-0324,"Salaries and Expenses, United States Marshals Service","	011","	05",,3.683558,0.608191,0,0.031606,0,0.031606,0,0,0,0,3.651952,0,0.576585,0,0,0,0,788871,580257,2019-02-20,02:17:18
"	011","Department of Justice","	10",011-000003284,"FBI Document Conversion Laboratory (DocLab)",011-000003284,"	04",011-10-0200,"Salaries and Expenses","	011","	10",,11.8831,12.3584,12.8527,0,0,0,0,0,0,0,11.8831,0,12.3584,0,12.8527,0,12.8527,788872,580258,2019-02-20,02:17:18
"	011","Department of Justice","	10",011-000003484,"FBI Electronic Laboratory (FBI eLAB)",011-000003484,"	04",011-10-0200,"Salaries and Expenses","	011","	10",,7.735,6.371,6.96,0.202,0,0.206,0,0.211,0,0.211,7.533,0,6.165,0,6.749,0,6.749,788873,580259,2019-02-20,02:17:18
"	011","Department of Justice","	03",011-000002524,"JMD Financial Management Information System (FMIS)",011-000002524,"	04",011-03-4526,"Working Capital Fund","	011","	03",,0,0,0,0,1.198389,0,0.629568,0,0,0,0,11.636458,0,11.45749,0,12.087058,0,788877,580262,2019-02-20,02:17:18
"	011","Department of Justice","	10",011-000003601,"FBI Prometheus",011-000003601,"	04",011-10-0200,"Salaries and Expenses","	011","	10",,9.508825,0,0,5.31782,0,0,0,0,0,0,4.191005,0,0,0,0,0,0,788878,580263,2019-02-20,02:17:18
"	011","Department of Justice","	03",011-000003621,"JMD Law Enforcement and Legal Application Services",011-000003621,"	04",011-03-4526,"Working Capital Fund","	011","	03",,0,0,0,0,0,0,0,0,0,0,0,37.530244,0,32.709121,0,33.020606,0,788879,580264,2019-02-20,02:17:18
"	011","Department of Justice","	03",011-000003621,"JMD Law Enforcement and Legal Application Services",011-000003621,"	04",011-03-4526,"Working Capital Fund","	011","	03",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788880,580264,2019-02-20,02:17:18
"	011","Department of Justice","	10",011-000003537,"FBI Malware Investigator - Secret (MIS)",011-000003537,"	04",011-10-0200,"Salaries and Expenses","	011","	10",,0.72616,0.74794,0.770378,0,0,0,0,0,0,0,0.72616,0,0.74794,0,0.770378,0,0.770378,788892,580266,2019-02-20,02:17:18
"	011","Department of Justice","	10",011-000003322,"FBI Foreign Intelligence Surveillance Act (FISA) Management System",011-000003322,"	04",011-10-0200,"Salaries and Expenses","	011","	10",,1.950063,1.995066,2.09482,0.097503,0,0.099753,0,0.104741,0,0.104741,1.85256,0,1.895313,0,1.990079,0,1.990079,788893,580267,2019-02-20,02:17:18
"	011","Department of Justice","	05",011-000003618,"USMS Mission Modernization - Capture",011-000003618,"	04",011-05-1020,"Federal Prisoner Detention","	011","	05",,0,0.205795,9.790568,0,0,0.154346,0,4.895284,0,4.895284,0,0,0.051449,0,4.895284,0,4.895284,788894,580268,2019-02-20,02:17:18
"	011","Department of Justice","	05",011-000003618,"USMS Mission Modernization - Capture",011-000003618,"	04",011-05-0324,"Salaries and Expenses, United States Marshals Service","	011","	05",,18.446495,12.781809,12.89524,13.834871,0,9.586357,0,6.44762,0,5.995379,4.611624,0,3.195452,0,6.44762,0,5.995379,788895,580268,2019-02-20,02:17:18
"	011","Department of Justice","	05",011-000003618,"USMS Mission Modernization - Capture",011-000003618,"	04",011-05-5042,"Assets Forfeiture Fund","	011","	05",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788896,580268,2019-02-20,02:17:18
"	011","Department of Justice","	05",011-000003618,"USMS Mission Modernization - Capture",011-000003618,"	04",011-05-4575,"Justice Prisoner and Alien Transportation System Fund, U.S. Marshals","	011","	05",,0.276316,0.517502,0.345216,0.207237,0,0.388126,0,0.172608,0,0.172608,0.069079,0,0.129376,0,0.172608,0,0.172608,788897,580268,2019-02-20,02:17:18
"	011","Department of Justice","	05",011-000003618,"USMS Mission Modernization - Capture",011-000003618,"	04",002-25-0930,"Court Security","	002","	25",,0,0,0,0,2.025,0,0.888934,0,0.225639,0,0,0.675,0,0.296311,0,0.225639,0,788898,580268,2019-02-20,02:17:18
"	011","Department of Justice","	03",011-000003153,"JMD Consolidated Asset Tracking System (CATS)",011-000003153,"	04",011-05-5042,"Assets Forfeiture Fund","	011","	05",,26.9,26.9,28.8,3.2,0,3.2,0,4.8,0,4.8,23.7,0,23.7,0,24,0,24,788899,580269,2019-02-20,02:17:18
"	011","Department of Justice","	10",011-000003394,"FBI HR Source",011-000003394,"	04",011-10-0200,"Salaries and Expenses","	011","	10",,16.37748,14.148,11.148,10,0,7.05,0,6.05,0,6.05,6.37748,0,7.098,0,5.098,0,5.098,788900,580270,2019-02-20,02:17:18
"	011","Department of Justice","	10",011-000003143,"FBI Violent Criminal Apprehension Program (ViCAP)",011-000003143,"	04",011-10-0200,"Salaries and Expenses","	011","	10",,1.454,1.498,0.917,0,0,0,0,0,0,0,1.454,0,1.498,0,0.917,0,0.917,788901,580271,2019-02-20,02:17:18
"	011","Department of Justice","	10",011-000003439,"FBI Language Services Automation and Human Language Technology Efforts",011-000003439,"	04",011-10-0200,"Salaries and Expenses","	011","	10",,2.218432,2.296752,2.517756,0.527053,0,0.537718,0,1.118374,0,1.118374,1.691379,0,1.759034,0,1.399382,0,1.399382,788902,580272,2019-02-20,02:17:18
"	011","Department of Justice","	03",011-000003633,"JMD DOJ Rent Management System (DRMS)",011-000003633,"	04",011-03-4526,"Working Capital Fund","	011","	03",,0,0,0,0,0.596479,0,0.608409,0,0.121682,0.121682,0,0,0,0,0,0.33372,0.33372,788903,580273,2019-02-20,02:17:18
"	011","Department of Justice","	12",011-000003259,"DEA Integrated Software Development Initiative (ISDI)",011-000003259,"	04",011-12-1100,"Salaries and Expenses","	011","	12",,0.599014,0.66103,0.66467,0,0,0,0,0,0,0,0.599014,0,0.66103,0,0.66467,0,0.66467,788906,580276,2019-02-20,02:17:18
"	011","Department of Justice","	12",011-000003259,"DEA Integrated Software Development Initiative (ISDI)",011-000003259,"	04",011-12-5131,"Diversion Control Fee Account","	011","	12",,0.05348,0.05348,0.05348,0,0,0,0,0,0,0,0.05348,0,0.05348,0,0.05348,0,0.05348,788907,580276,2019-02-20,02:17:18
"	011","Department of Justice","	10",011-000003456,"FBI Asset Management System (AMS)",011-000003456,"	04",011-10-0200,"Salaries and Expenses","	011","	10",,5.175144,4.910087,4.935702,0.140213,0,0.141983,0,0.223792,0,0.223792,5.034931,0,4.768104,0,4.71191,0,4.71191,788908,580277,2019-02-20,02:17:18
"	011","Department of Justice","	05",011-000002801,"USA Victim Notification System (VNS)",011-000002801,"	04",011-21-5041,"Crime Victims Fund","	011","	21",,4.83121,4.90368,4.97723,0.0978,0,0.0978,0,0,0,0,4.73341,0,4.80588,0,4.97723,0,4.97723,788909,580278,2019-02-20,02:17:18
"	011","Department of Justice","	10",011-000003457,"FBI Next Generation Identification (NGI)",011-000003457,"	04",011-10-0200,"Salaries and Expenses","	011","	10",,102.337545,112.633739,110.417884,3.312456,0,1.779896,0,1.842371,0,1.842371,99.025089,0,110.853843,0,108.575513,0,108.57551,788910,580279,2019-02-20,02:17:18
"	011","Department of Justice","	10",011-000003457,"FBI Next Generation Identification (NGI)",011-000003457,"	04",011-03-4526,"Working Capital Fund","	011","	03",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788911,580279,2019-02-20,02:17:18
"	011","Department of Justice","	10",011-000003371,"FBI Facilities Integration Tool (FIT)",011-000003371,"	04",011-10-0200,"Salaries and Expenses","	011","	10",,3.233996,4.800359,4.935627,0.250419,0,0.252439,0,0.25475,0,0.25475,2.983577,0,4.54792,0,4.680877,0,4.680877,788913,580281,2019-02-20,02:17:18
"	011","Department of Justice","	10",011-000003227,"FBI Delta",011-000003227,"	04",011-10-0200,"Salaries and Expenses","	011","	10",,11.279308,11.843274,12.435437,3.82307,0,4.014224,0,4.214935,0,4.214935,7.456238,0,7.82905,0,8.220502,0,8.220502,788914,580282,2019-02-20,02:17:18
