"Unique Investment Identifier","Business Case ID","Investment Type","Infrastructure Management Category","Agency Code","Agency Name","Investment Title","Unique Project ID","Project ID","Agency Project ID","Project Name","Objectives / Expected Outcomes","Start Date","Completion Date","Project Life Cycle Cost","SDLC Methodology","Release Every Six Mo","Release Every Six Mo Comment","Production Deployment Date","Funded by TMF or IT WCF Funding?","Commercial Solution(s) Adoption","Commercial Solution(s) Reasoning","Commercial Solution(s) Costs","Schedule Variance (in days)","Schedule Variance (%)","Schedule Color","Cost Variance ($ M)","Cost Variance (%)","Cost Color","Project Status","Updated Date","Updated Time"
010-999991141,685,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - IBC FMLoB Shared Service Provider","	10",13528,,"NLRB CLM Implementation","Oracle implementation for Court Services and Offender Supervision Agency and Pre-Trial Services Agency (CSOSA/ PSA), an existing IBC OFF customer that is now implementing CLM.",2015-09-21,2016-04-15,0.72222,"3 - Not Primarily a Software Development Project",n/a,,,,,,,0,0,Green,0,0,Green,Completed,06/29/2016,18:02:33
010-999991141,685,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - IBC FMLoB Shared Service Provider","	9",13529,,"CSOSA/PSA CLM Implemenation","Oracle implementation for Court Services and Offender Supervision Agency and Pre-Trial Services Agency (CSOSA/ PSA), an existing IBC OFF customer that is now implementing CLM.",2015-01-26,2015-10-30,1.224646,"3 - Not Primarily a Software Development Project",n/a,,2015-10-30,,,,,0,0,Green,0.12714,10.38,Yellow,Completed,10/18/2016,17:39:34
010-999991141,685,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - IBC FMLoB Shared Service Provider","	5",13530,,"DHS OFF implementation","Oracle implementation of Dept of Homeland Security (DHS), IBC's first Cabinet-level agency.  Three DHS components will migrate over a 3 year period: DNDO (Oct 2015), TSA (October 2016), USCG (October 2017).",2014-10-01,2018-07-15,90.463085,"3 - Not Primarily a Software Development Project",no,"Each DHS TRIO component is a separate release as the component becomes live and fully operational.",2016-01-16,,,,,-5,-0.75,Green,0,0,Green,Completed,11/30/2017,11:20:41
010-999991141,685,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - IBC FMLoB Shared Service Provider","	6",14190,,"EEOC OFF Implementation","Oracle implementation for Equal Employment Opportunity Commission (EEOC), a former IBC FFS customer that migrated to a commercial OFF provider and is now migrating to IBC's OFF platform.",2014-10-01,2015-03-31,3.9,"3 - Not Primarily a Software Development Project",n/a,,2015-03-31,,,,,0,0,Green,0.263913,6.77,Green,Completed,10/18/2016,17:39:33
010-999991141,685,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - IBC FMLoB Shared Service Provider","	7",14191,,"SLSDC OFF Implementation","Oracle implementation for St Lawrence Seaway District Commission (SLSDC), a small agency migrating to IBC's OFF platform.",2015-01-12,2015-07-31,1.469,"3 - Not Primarily a Software Development Project",n/a,,2015-07-31,,,,,0,0,Green,0.443529,30.19,Red,Completed,10/18/2016,17:39:33
010-999991141,685,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - IBC FMLoB Shared Service Provider","	11",15920,,"MCC CLM Implementation","Finalize requirements traceability matrix, determine solutions or workarounds identified in the Fit/Gap Analysis, perform initial configuration,  conduct Conference Pilots #1 and #2, conduct Mock Conversions #1 and #2.",2017-02-03,2017-12-15,1.49427,"3 - Not Primarily a Software Development Project",n/a,,,,,,,0,0,Green,0,0,Green,Completed,02/28/2018,13:44:01
010-999991141,685,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - IBC FMLoB Shared Service Provider","	12",15921,,"DHS TRIO Implementation","Implement OFF and CLM for 3 DHS components (the TRIO) - DNDO, TSA, and USCG.",2014-10-01,2017-03-31,78.188869,"3 - Not Primarily a Software Development Project",n/a,,2017-02-12,,,,,0,0,Green,0,0,Green,Completed,11/30/2017,11:20:41
010-999991141,685,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - IBC FMLoB Shared Service Provider","	13",15922,,"DHS TRIO Transition","Complete development of Release 3.0, Markview and UAM and deliver.  Provide support during transition to another service provider and complete platform off-boarding.",2017-02-28,2019-03-31,50.788288,"3 - Not Primarily a Software Development Project",n/a,,,N/A,N/A,N/A,N/A,-9,-1.18,Green,-14.585445,-28.72,Yellow,In-progress,11/29/2018,21:03:49
010-999991141,685,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - IBC FMLoB Shared Service Provider","	14",15923,,"ABMC CLM Implementation","Implement CLM for ABMC to include all activities related to a standard CLM implementation of Contract Lifecycle Management (CLM) with no data conversion.",2017-07-17,2018-03-31,1.024232,"3 - Not Primarily a Software Development Project",n/a,,,,,,,8,3.11,Green,0,0,Green,Completed,04/25/2018,14:57:19
010-999991141,685,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - IBC FMLoB Shared Service Provider","	15",15924,,"OBIEE Report Migration","Migration of IBC Oracle Federal Financials (OFF) and Contract Lifecycle Management (CLM) standard and customer Discoverer reports to OBIEE in a Data Warehouse.",2016-09-01,2018-02-28,2.508,"2 - Iterative: Incremental, Spiral, Agile",yes,,2017-10-13,,,,,5,0.92,Green,-0.067932,-2.78,Green,Completed,03/23/2018,11:12:24
010-999991141,685,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - IBC FMLoB Shared Service Provider","	16",15925,,"R12.2 Upgrade","Upgrade non-Cabinet OFF to R12.2.",2018-04-01,2019-02-28,1.782187,"3 - Not Primarily a Software Development Project",n/a,,,N/A,N/A,N/A,N/A,-40,-12.08,Yellow,0,0,Green,In-progress,11/29/2018,21:03:49
010-999991141,685,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","DOI - IBC FMLoB Shared Service Provider","	17",15926,,"IPP Implementation and Rollout","Develop interfaces to US Treasury's Invoice Payment Platform (IPP), test, and rollout to at total of fifteen non-Cabinet Oracle Federal Financials customers.  Customers will use IPP to perform complete electronic invoicing.",2017-04-01,2018-09-30,1.19873,"3 - Not Primarily a Software Development Project",n/a,,2018-08-31,N/A,N/A,N/A,N/A,30,5.48,Green,0.142237,14.45,Yellow,Completed,10/31/2018,17:32:38
010-000000710,688,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","ONRR - Minerals Revenue Management Support System (MRMSS)",14-001,12551,,"Operations Management Tool","Modernization of compliance tracking tool.",2013-10-01,2015-09-30,6.05,"1 - Waterfall",yes,,2015-04-28,,,,,0,0,Green,-0.029008,-0.48,Green,Completed,11/30/2017,11:20:52
010-000000553,691,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","NPS - National Fee Collection Point of Sale (POS) System","	1",13186,,"Central System Enhancement and Implementation","Implement security technology and certify to maintain appropriate security posture.  Implement enhancements based on priorities defined by the business.  Upgrade application system as new value-added functionality becomes available in the marketplace.",2015-04-01,2017-09-30,0.49565,"3 - Not Primarily a Software Development Project",yes,,2016-02-29,N/A,N/A,N/A,N/A,-152,-83.52,Red,0.001848,1.62,Green,Completed,09/18/2018,12:50:16
010-000000553,691,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","NPS - National Fee Collection Point of Sale (POS) System","	2",13187,,"Park Deployment","Deploy enterprise point of sale system to large and mid-sized park units.   Park deployments will be funded from park fee collections.  Park deployments will be scheduled as individual park units present change readiness including availability of funds for implementation and maintenance.",2015-05-01,2017-09-30,1.071022,"3 - Not Primarily a Software Development Project",n/a,,2016-09-30,N/A,N/A,N/A,N/A,-34,-6.98,Green,-0.017509,-2.98,Green,Completed,09/18/2018,12:50:16
010-000000934,693,"01 - Major IT","01 - Not Applicable","	010","Department of the Interior","OST - Trust Funds Accounting System (TFAS)","IIM Direct",12599,,"IIM Direct","Individual Indian Money (IIM) Direct will provide IIM account holders with direct access to their IIM account information and to enable them to perform certain transactions securely over the internet and/or via cell phone. With IIM Direct beneficiaries will no longer need to rely on the hours and availability of TBCC and Field staff.",2015-01-01,2017-03-31,1.494625,"2 - Iterative: Incremental, Spiral, Agile",no,"Early in the IIM Direct Project there will not be releases every 6 months. FY15Q2-FY15Q4 will be spent doing the planning, market research, and preparation of the solicitation to ensure that we state our requirements as clearly and specifically as possible to ensure success. 
 
In FY16Q1  there will begin to be releases every 6 moths; FY16Q! and FY16Q2 will be used to evaluate responses, award the contract(s), verify and validate user requirements and obtain any necessary hardware.
 
In FY16Q3 we expect to release our client portal (cloud solution) into production with internet access.  And in FY16Q4 we expect to roll out a series of modules to implement tablet and smartphone applications.",2018-03-31,,,,,0,0,Green,0.0008,2.67,Green,Completed,11/30/2017,11:20:54
006-000380400,711,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","NOAA/OCIO/ NOAA R&D High Performance Computing System (HPCS)",3804M09001,1317,,"Development facility","Facility construction project to build a HPC center in an exisitng facility located in Fairmont, WV. Facility name: NOAA Environmental Security Computing center (NESCC).",2009-06-16,2011-12-15,27.6,,,,,N/A,N/A,N/A,N/A,0,0,Green,0,0,Green,Completed,09/19/2018,19:27:16
006-000380400,711,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","NOAA/OCIO/ NOAA R&D High Performance Computing System (HPCS)",3804M09002,1318,,"Research HPC-ORNL","ORNL provides computer center operations and collaborative support for NOAA so as to deliver improved climate data and model experiments.",2009-06-18,2012-05-02,49.06,,,,,N/A,N/A,N/A,N/A,0,0,Green,0,0,Green,Completed,09/19/2018,19:27:16
006-000380400,711,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","NOAA/OCIO/ NOAA R&D High Performance Computing System (HPCS)",3804M10003,1319,,"R&amp;D HPCS","Acquire, deliver, and install HPCs, climate post processing compute resources, and HSM.",2010-08-25,2012-02-28,40.7,,,,,N/A,N/A,N/A,N/A,-3,-0.54,Green,0,0,Green,Completed,09/19/2018,19:27:16
006-000380400,711,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","NOAA/OCIO/ NOAA R&D High Performance Computing System (HPCS)",3804M11004,1320,,"Hurricane Forecast Improvement (HFIP)","Acquire, deliver, and install HPC to support HFIP.",2011-05-10,2011-12-02,2.47,,,,,N/A,N/A,N/A,N/A,-10,-4.85,Green,0,0,Green,Completed,09/19/2018,19:27:16
006-000380400,711,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","NOAA/OCIO/ NOAA R&D High Performance Computing System (HPCS)",3804M11005,2933,,"GFDL Data Portal","Acquire, install, and integrate data portal equipment to support data transfers from GAEA HPC.",2011-11-01,2012-02-29,1.383,,,,,N/A,N/A,N/A,N/A,-6,-5,Green,0,0,Green,Completed,09/19/2018,19:27:16
006-000380400,711,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","NOAA/OCIO/ NOAA R&D High Performance Computing System (HPCS)",3804M11007,3123,,"FY12 Hurricane Forecast Improvement (HFIP)","Provide management services, system integration and technical expertise necessary to deliver, install, test and maintain an upgrade to the HFIP computer system including those currently.",2012-03-16,2012-09-30,2.424,,,,,N/A,N/A,N/A,N/A,0,0,Green,0,0,Green,Completed,09/19/2018,19:27:16
006-000380400,711,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","NOAA/OCIO/ NOAA R&D High Performance Computing System (HPCS)",3804M14010,9187,,"FY14 Hurricane Forecast Improvement (HFIP)","Provide management services, system integration and technical expertise necessary to deliver, install, test and maintain an upgrade to the R&amp;D HPCS.",2014-03-16,2014-09-30,2.688643,,,,,N/A,N/A,N/A,N/A,0,0,Green,0,0,Green,Completed,09/19/2018,19:27:16
006-000380400,711,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","NOAA/OCIO/ NOAA R&D High Performance Computing System (HPCS)",3804M14011,9189,,"Hurricane Sandy Supplemental R&amp;D HPCS Augmentation","Acquire, install, and accept supercomputing and associated facilities.",2013-11-01,2015-04-06,24.269,"3 - Not Primarily a Software Development Project",n/a,,,N/A,N/A,N/A,N/A,-620,-119,Red,0.30698,1.26,Green,Completed,09/19/2018,19:27:16
006-000380400,711,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","NOAA/OCIO/ NOAA R&D High Performance Computing System (HPCS)",3804M14012,9191,,"R&amp;D HPCS FY 2015 O&amp;M","Operations and Maintenance necessary to sustain the availability of the R&amp;D High Performance Computing System.",2014-10-01,2015-09-30,27.2,"3 - Not Primarily a Software Development Project",n/a,,,N/A,N/A,N/A,N/A,0,0,Green,-3.10124,-11.4,Yellow,Completed,09/19/2018,19:27:16
006-000380400,711,"01 - Major IT","01 - Not Applicable","	006","Department of Commerce","NOAA/OCIO/ NOAA R&D High Performance Computing System (HPCS)",3804M14013,9193,,"FY15 Hurricane Forecast Improvement (HFIP)","Provide Management services, system integration, and technical expertise necessary to deliver, install, test, and maintain and upgrade to the R&amp;D HPCS.",2014-10-01,2015-09-30,2,"3 - Not Primarily a Software Development Project",n/a,,,N/A,N/A,N/A,N/A,-1,-0.51,Green,0,0,Green,Completed,09/19/2018,19:27:16
