"Unique Investment Identifier","Business Case ID","Investment Type","Infrastructure Management Category","Agency Code","Agency Name","Investment Title","Revision Date","Revision Reason",Comment,"Project ID","Area of Change","Timeframe of Investment","(Legacy) Total Cost","(Legacy) Planned Completion Date","Updated Date","Updated Time","Baseline ID"
011-000003457,938,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Next Generation Identification (NGI)",2017-12-05,"Correction - Metrics Only","Changed performance results to a decimal reading for ID# 211811; ID# 211812 and for 12/1/17 actual results for NGI processing time for electronically submitted criminal fingerprint submissions; and NGI processing time for electronically submitted civil fingerprint submissions.",,,2008-2027,,,2017-12-18,15:14:54,27721
011-000003457,938,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Next Generation Identification (NGI)",2018-01-11,Correction,"Previous metric error corrected by omit sync.",11097,"Projects, Activities",2008-2027,,,2018-01-11,13:03:43,27846
011-000003457,938,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Next Generation Identification (NGI)",2018-09-19,Correction,"Changes made to metrics and SOF with annual submission.",580,"Projects, Metrics",2008-2027,,,2018-09-19,16:54:12,28593
011-000003457,938,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Next Generation Identification (NGI)",2018-10-17,Correction,"Corrected Project table to correctly reflect Tech Refresh activities.",14616,"Projects, Activities",2008-2027,,,2018-10-18,18:09:38,28827
011-000003457,938,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Next Generation Identification (NGI)",2018-11-16,"Correction - Metrics Only","The investment corrected the Actual Value posted to three metrics from last month Sept 30, 2018.  See OMB ID's 231794, 231795, 231796.",,,2008-2027,,,2018-11-16,19:11:52,29012
011-000003457,938,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Next Generation Identification (NGI)",2018-11-20,"Replan - adding or modifying detail within the overall cost and schedule goals","Removed Retired metrics",,Metrics,2008-2027,,,2018-11-20,15:46:50,29022
011-000003457,938,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Next Generation Identification (NGI)",2018-11-20,"Replan - adding or modifying detail within the overall cost and schedule goals","Removed retired metrics",,Metrics,2008-2027,,,2018-11-20,16:03:32,29023
011-000002901,1032,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","DEA Firebird",2011-10-19,"Replan - planned change with minimal change in overall scope, cost or schedule objectives","Minimal change to Investment Performance Metrics.",,,1994-2028,,,2011-10-25,13:32:02,6786
011-000002901,1032,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","DEA Firebird",2012-09-10,"Replan - adding or modifying detail within the overall cost and schedule goals","This investment has been updated to reflect the change related to the new budget year. This includes updates to its Projects, Activates, Risks, and Performance information.",,,1994-2028,,,2012-09-12,13:56:05,9163
011-000002901,1032,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","DEA Firebird",2012-10-29,Correction,"Minor corrections from the 2014 BY Fall Submission",,,1994-2028,,,2012-10-29,09:44:28,10945
011-000002901,1032,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","DEA Firebird",2013-06-28,"Replan - adding or modifying detail within the overall cost and schedule goals","Adding a new Performance Metric",,,1994-2028,,,2013-06-28,14:18:26,13858
011-000002901,1032,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","DEA Firebird",2013-07-29,"Replan - adding or modifying detail within the overall cost and schedule goals","This is to prepare the Exhibit 300 for the BY 2015 OMB submission.",,,1994-2028,,,2013-09-12,12:18:27,14737
011-000002901,1032,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","DEA Firebird",2013-09-11,"Correction - Metrics Only","This is to prepare the Exhibit 300 for the BY 2015 OMB submission.",,,1994-2028,,,2013-09-12,14:37:41,14777
011-000002901,1032,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","DEA Firebird",2013-09-11,"Correction - Metrics Only","This is to prepare the Exhibit 300 for the BY 2015 OMB submission.",,,1994-2028,,,2013-09-12,15:00:47,14783
011-000002901,1032,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","DEA Firebird",2013-11-25,"Rebaseline - scope and objectives evolve due to incremental or iterative system development","Adding BY14 Schedule",,,1994-2028,,,2013-11-25,14:34:03,15789
011-000002901,1032,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","DEA Firebird",2015-09-16,"Rebaseline - other reason consistent with agency policy and M-10-27","BY 2017 - FALL SUBMISSION to OMB",,Metrics,1994-2028,,,2015-09-17,11:59:13,23623
011-000002901,1032,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","DEA Firebird",2015-09-30,Correction,"DEA FIREBIRD adjustment to CY 2016 Target metric for ""Service Desk First Call resolution"".",,,1994-2028,,,2015-10-16,16:27:10,24085
011-000002901,1032,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","DEA Firebird",2016-01-20,Correction,"Metric was closed by mistake.",,Metrics,1994-2028,,,2016-01-20,20:24:29,24494
011-000002901,1032,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","DEA Firebird",2016-05-10,"Correction - Metrics Only","Issue:  SIDC is making changes to the Firebird Investment s current performance metrics to correct an error in reporting.  The error in reporting occurred when a new metric, Service Desk SLA, was introduced during Passback to replace the SLA Service Desk metric to reflect a new unit of measure.  The SLA Service Desk metric was not retired and the actuals data that was supposed to be associated with the new metric was instead mistakenly associated with the older metric.  

Corrective Action:  SIDC will associate the reported actuals from the time of change to the current date with the new Service Desk SLA metric and retire the SLA Service Desk metric to properly reflect the change in reporting.",,Metrics,1994-2028,,,2016-05-18,15:55:38,25285
011-000002901,1032,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","DEA Firebird",2016-11-17,"Correction - Metrics Only","The Operational Performance Metric Service Desk SLA required a correction to the Measurement Condition field as it was incorrectly entered when the metric was created.  This metric measures the average response time for the SLA Service Desk.  The Measurement Condition must be marked as Under Target to match the metric's goals and Unit of Measure.  The Unit of Measure is stated as: ""Average Response time of 2 minutes or less"", meaning that in order for the target to be effectively met the Measurement Condition must be marked as Under Target.",,Metrics,1994-2028,,,2016-11-17,17:41:25,26129
011-000002901,1032,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","DEA Firebird",2017-09-13,Correction,"Correction to fix the metrics baseline.",,Metrics,1994-2028,,,2017-09-14,14:09:20,27196
011-000002901,1032,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","DEA Firebird",2017-09-14,Correction,"Investment updated for BY19 fall budget submission.",,,1994-2028,,,2018-03-14,17:51:29,28056
011-000002901,1032,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","DEA Firebird",2018-05-17,Correction,"A minor correction was made to the Metric Actual Comment for OMB ID  220367.",,,1994-2028,,,2018-05-17,14:04:13,28234
011-000002901,1032,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","DEA Firebird",2018-09-18,"Replan - adding or modifying detail within the overall cost and schedule goals","Performance metrics were updated with CY 2019 Targets.",,Metrics,1994-2028,,,2018-09-19,15:10:26,28584
011-000002901,1032,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","DEA Firebird",2018-11-16,"Replan - adding or modifying detail within the overall cost and schedule goals","FY 2015 metric has been retired and needed to be removed from eCPIC and the federal it dashboard.",,Metrics,1994-2028,,,2018-11-16,20:26:51,29015
011-000002901,1032,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","DEA Firebird",2018-12-18,"Correction - Metrics Only","Firebird added a ""comment"" to an actual metric that was previously submitted and assigned an OMB ID of 233767.",,Metrics,1994-2028,,,2018-12-19,20:27:07,29129
011-000002502,1052,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI National Crime Information Center (NCIC)",2011-10-13,Correction,"Updated Performance Metric OMB ID 955, Support User Transactions, and Performance Metric OMB ID 956, Number of Offline searches, with current number for PY.  Thus, changed Target CY numbers.  OMB ID 956 Reporting frequency was updated due to mistake in previous submission.",,,1999-2017,,,2011-11-28,09:53:49,7108
011-000002502,1052,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI National Crime Information Center (NCIC)",2012-04-20,Correction,"Corrected measurement condition for OMB IDs 952 and 953 to ""over target"" vs ""under target.""",,,1999-2017,,,2012-04-25,14:25:11,8033
011-000002502,1052,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI National Crime Information Center (NCIC)",2012-07-17,Correction,"Corrected mistake in OMB ID 953 on Operational Data table from ""under target"" to ""over target.""",,,1999-2017,,,2012-07-20,15:28:34,8707
011-000002502,1052,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI National Crime Information Center (NCIC)",2012-09-10,"Replan - adding or modifying detail within the overall cost and schedule goals","This investment has been updated to reflect the change related to the new budget year. This includes updates to its Projects, Activates, Risks, and Performance information.",,,1999-2018,,,2012-09-12,13:23:15,9109
011-000002502,1052,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI National Crime Information Center (NCIC)",2012-09-13,"Replan - adding or modifying detail within the overall cost and schedule goals","updates for annual submission.",,,1999-2018,,,2012-09-14,11:00:16,9997
011-000002502,1052,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI National Crime Information Center (NCIC)",2013-02-14,"Correction - Metrics Only","Changed OMB ID 955 ""by"" to ""to""",,,1999-2018,,,2013-02-27,12:05:00,12271
