Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Unique Project ID,Project ID,Agency Project ID,Project Name,Objectives / Expected Outcomes,Start Date,Completion Date,Project Life Cycle Cost,SDLC Methodology,Other SDLC,Release Every Six Mo,Release Every Six Mo Comment,PM Experience Level,Schedule Variance (in days),Schedule Variance (%),Schedule Color,Cost Variance ($ M),Cost Variance (%),Cost Color,Project Status,Updated Date,Updated Time
"024-000005137","315","024","Department of Homeland Security","CBP - Analytical Framework for Intelligence","300","10805","230508","AFI System Upgrades, Patches, and Improvements","Bug fixes, patches, software updates, infrastructure integrity and maintenance, switches, system refresh, storage availability, server maintenance.","2014-10-01","2016-09-30","24.455000","4-Agile","","yes","","2-FAC-P/PM(DAWIA-2)- Mid-Level","0","0.00","Green","0.000000","0.00","Green","In-progress","2015-07-31","07:26:52"
"024-000005138","316","024","Department of Homeland Security","CBP - Advance Passenger Information System (APIS)","1","226","178427","APIS enables review of Air and Sea passengers lists and crew in an effort to identify possible terrorists, uncover high risk individuals and facilitate travel for the vast amount of legitimate passengers.","Maintain Operational Functionality of Advance Passenger Information System and provide limited enhancements as may be requested by the users or dictated by law.","2011-04-08","2016-09-30","11.000000","6-Other","O&M updates and data validation.","yes","","2-FAC-P/PM(DAWIA-2)- Mid-Level","0","0.00","Green","0.537000","5.13","Green","In-progress","2015-07-30","07:04:26"
"024-000003015","319","024","Department of Homeland Security","USCIS - Transformation","5","8437","211125","Release 5","Deploy functional capabilities for extensions and changes of status for additional classes of nonimmigrants, appeals and motions.","2013-05-28","2015-02-21","293.322000","4-Agile","","no","Deployment delayed due to cloud environments not set up in timely manner, contract protests, and resource challenges.","2-FAC-P/PM(DAWIA-2)- Mid-Level","-105","-19.85","Yellow","56.798000","19.36","Yellow","Completed","2015-05-29","17:36:49"
"024-000003015","319","024","Department of Homeland Security","USCIS - Transformation","6","8439","211127","Release 6","Deploy functional capabilities for Temporary Benefits.","2015-03-04","2015-08-15","56.826000","4-Agile","","yes","","1-FAC-P/PM(DAWIA-3)- Senior","-16","-9.76","Green","0.000000","0.00","Green","In-progress","2015-05-29","17:36:49"
"024-000003015","319","024","Department of Homeland Security","USCIS - Transformation","7","8441","211133","Release 7","Deploy functional capabilities for Naturalization.","2015-06-24","2015-12-05","49.082000","4-Agile","","yes","","1-FAC-P/PM(DAWIA-3)- Senior","0","0.00","Green","0.000000","0.00","Green","In-progress","2015-08-28","06:35:05"
"024-000003015","319","024","Department of Homeland Security","USCIS - Transformation","8","8443","211130","Release 8","Deploy functional capabilities for Naturalization continued.","2015-10-14","2016-03-26","46.421000","4-Agile","","yes","","1-FAC-P/PM(DAWIA-3)- Senior","0","0.00","Green","0.000000","0.00","Green","In-progress","2015-05-29","17:36:49"
"024-000003015","319","024","Department of Homeland Security","USCIS - Transformation","9","8445","211134","Release 9","Deploy functional capabilities for Immigrant.","2016-02-03","2016-07-23","45.785000","4-Agile","","yes","","1-FAC-P/PM(DAWIA-3)- Senior","0","0.00","Green","0.000000","0.00","Green","In-progress","2015-05-29","17:36:50"
"024-000003015","319","024","Department of Homeland Security","USCIS - Transformation","10","8447","211124","Release 10","Deploy functional capabilities for Immigrant continued.","2016-05-25","2016-11-05","45.811000","4-Agile","","yes","","1-FAC-P/PM(DAWIA-3)- Senior","0","0.00","Green","0.000000","0.00","Green","In-progress","2015-05-29","17:36:50"
"024-000003015","319","024","Department of Homeland Security","USCIS - Transformation","11","8449","211129","Release 11","Deploy functional capabilities for Immigrant continued.","2016-09-14","2017-03-04","49.818000","4-Agile","","yes","","1-FAC-P/PM(DAWIA-3)- Senior","0","0.00","Green","0.000000","0.00","Green","Future","2015-05-29","17:36:50"
"024-000003015","319","024","Department of Homeland Security","USCIS - Transformation","51","10519","224635","Release 5.1","Deploy functional capabilities for immigrant petition by Alien Entrepreneur and document library, extend/change of nonimmigrant status, and immigrant fee payment.","2014-10-15","2015-04-25","77.448000","4-Agile","","yes","","1-FAC-P/PM(DAWIA-3)- Senior","-128","-66.67","Red","0.000000","0.00","Green","In-progress","2015-05-29","17:36:49"
"024-000003015","319","024","Department of Homeland Security","USCIS - Transformation","12","10845","235028","Release 12","Deploy functional capabilities for Non-Immigrant.","2017-01-11","2017-06-24","46.255000","4-Agile","","yes","","1-FAC-P/PM(DAWIA-3)- Senior","0","0.00","Green","0.000000","0.00","Green","Future","2015-05-29","17:36:50"
"024-000003015","319","024","Department of Homeland Security","USCIS - Transformation","13","10847","235027","Release 13","Deploy functional capabilities for Non-Immigrant continued.","2017-05-03","2017-10-14","46.255000","4-Agile","","yes","","1-FAC-P/PM(DAWIA-3)- Senior","0","0.00","Green","0.000000","0.00","Green","Future","2015-05-29","17:36:50"
"024-000003015","319","024","Department of Homeland Security","USCIS - Transformation","2","12151","236158","Release A2.5","Deploy functional capabilities for Document Library.","2013-07-10","2013-10-27","6.799000","4-Agile","","yes","","2-FAC-P/PM(DAWIA-2)- Mid-Level","0","0.00","Green","0.000000","0.00","Green","Completed","2014-11-28","18:21:57"
"024-000003038","320","024","Department of Homeland Security","USCIS - Naturalization - CLAIMS 4","4","192","176566","CLAIMS 4 Release 8.5","Develop functional capabilities to receive, process, adjudicate and print certificates for the N-336, N600 and N-600K applications.","2010-10-21","2011-10-23","0.900000","1-Waterfall","","yes","","4-Other certification with 4 or more years PM experience (within the last five years)","-7","-1.91","Green","0.252000","28.00","Yellow","Completed","2014-09-10","09:36:06"
"024-000003038","320","024","Department of Homeland Security","USCIS - Naturalization - CLAIMS 4","5","193","180173","CLAIMS 4 Release 8.6","Enhance C4 with inclusion Child Citizenship Act Case Processing,Central Index System (CIS) Verification Interface,N-400 Residency Requirements,Scheduling Deficiency,Fee Waiver, Payment Status Info, Change of Relationship corrections, Remove Section of law auto population.","2011-12-05","2012-07-22","0.900000","1-Waterfall","","yes","","4-Other certification with 4 or more years PM experience (within the last five years)","-13","-5.78","Green","0.353000","39.22","Red","Completed","2014-09-10","09:36:06"
"024-000003038","320","024","Department of Homeland Security","USCIS - Naturalization - CLAIMS 4","6","194","180186","CLAIMS4 Release 9.5.1","Enhance C4 with inclusion of N-470 & N470.","2016-04-04","2016-08-29","0.900000","4-Agile","","yes","","4-Other certification with 4 or more years PM experience (within the last five years)","0","0.00","Green","0.000000","0.00","Green","In-progress","2014-09-10","09:36:07"
"024-000003038","320","024","Department of Homeland Security","USCIS - Naturalization - CLAIMS 4","7","195","180187","CLAIMS 4 Security","Enhance and secure CLAIMS 4 Application.","2010-10-01","2012-09-30","0.100000","1-Waterfall","","yes","","4-Other certification with 4 or more years PM experience (within the last five years)","-77","-42.31","Red","0.000000","0.00","Green","Completed","2014-09-10","09:36:07"
"024-000003038","320","024","Department of Homeland Security","USCIS - Naturalization - CLAIMS 4","9","197","180738","Lean Agile Release 8.5.1.0","JIT IBIS, Ehancements and Early Filing.","2011-10-30","2011-12-18","0.075000","4-Agile","","yes","","4-Other certification with 4 or more years PM experience (within the last five years)","0","0.00","Green","0.009000","12.00","Yellow","Completed","2014-09-10","09:36:08"
"024-000003038","320","024","Department of Homeland Security","USCIS - Naturalization - CLAIMS 4","10","198","180737","Lean Agile Release 8.5.2.0","N-Forms Case Search, N-Forms Address Change, N400 Overseas Biometric Fees, Adjudicate N-Forms Cases without receiving evidence, Provide List for N-Forms, N-Forms Adjudication Modifications.","2011-11-21","2012-01-29","0.075000","4-Agile","","yes","","4-Other certification with 4 or more years PM experience (within the last five years)","-14","-25.45","Yellow","0.033000","44.00","Red","Completed","2014-09-10","09:36:08"
"024-000003038","320","024","Department of Homeland Security","USCIS - Naturalization - CLAIMS 4","11","199","180739","Lean Agile Release 8.5.3.0"," N600 Case Assignment.","2012-01-01","2012-02-25","0.075000","4-Agile","","yes","","4-Other certification with 4 or more years PM experience (within the last five years)","0","0.00","Green","0.049000","65.33","Red","Completed","2014-09-10","09:36:08"
"024-000003038","320","024","Department of Homeland Security","USCIS - Naturalization - CLAIMS 4","12","2944","182988","Release 8.5.2.1","POE Codes Update.","2012-01-23","2012-02-25","0.016000","6-Other","Table Release.","yes","","4-Other certification with 4 or more years PM experience (within the last five years)","0","0.00","Green","-0.006000","-37.50","Red","Completed","2014-09-10","09:36:08"
"024-000003038","320","024","Department of Homeland Security","USCIS - Naturalization - CLAIMS 4","13","2945","182987","Release 8.5.3.1","Dist. 23 zip code realingment.","2012-02-01","2012-03-11","0.020000","6-Other","Table Release.","yes","","4-Other certification with 4 or more years PM experience (within the last five years)","0","0.00","Green","-0.001000","-5.00","Green","Completed","2014-09-10","09:36:08"
