Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Contract ID,Agency Contract ID,Contract Status,Contracting Agency ID,Contract Number (PIID),IDV PIID,IDV Agency ID,Match found in USAspending,Vendor Name (USAspending),Solicitation ID (USAspending),Action Obligation Amount (In $ million) (USAspending),Type of Contract (USAspending),Performance Based Contract (USAspending),Contract Start Date (USAspending),Contract End Date (USAspending),Contract Compete (USAspending),Contract Description (USAspending),Base Contract ID (USAspending),Identifying Agency ID (USAspending),Transaction Number (USAspending),Timestamp (Contract),Timestamp (Base Contract)
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24877","187941","Awarded","7014","HSBP1012J00305","HSHQDC07D00020","7001","Yes","ALL POINTS LOGISTICS INCORPORATED","","0.500689","Firm Fixed Price","","03/30/2012","03/31/2013","U","ARINC NEWWORK MAINTENANCE","45725","7014","","2012-07-27 07:37:16","2012-07-27 07:37:16"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24879","187929","Awarded","7014","HSBP1012F00031","GS35F0119P","4730","Yes","CELLCO PARTNERSHIP DBA VERIZON WIRELESS","","0.490749","Firm Fixed Price","","04/12/2012","12/15/2012","U","FUNDING ONLY MOD TO FULLY FUND THE ORDER, AWARDED AT THE END OF FY11, SUBJECT TO AVAILABILITY OF FUNDS.","45727","7014","","2012-07-27 07:37:16","2012-07-27 07:37:16"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24881","187939","Awarded","7014","HSBP1012F00073","HSHQDC11A00042","7001","Yes","GTSI CORP.","","0.214353","Firm Fixed Price","","02/23/2012","03/31/2013","U","SOFTWARE MAINTENANCE","45729","7014","","2012-07-27 07:37:16","2012-07-27 07:37:16"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24883","188081","Awarded","7014","HSBP1011C00040","","","Yes","DATAWIZ CORPORATION","","1.902936","Time and Materials","","03/02/2012","12/30/2012","U","DATA CENTER RELOCATION SERVICES","45731","7014","","2012-07-27 07:37:16","2012-07-27 07:37:16"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24885","188079","Awarded","7014","HSBP1012J00016","HSHQDC07D00022","7001","Yes","WILDFLOWER INTERNATIONAL LIMITED","0020064830","0.079160","Firm Fixed Price","","11/04/2011","10/13/2012","U","IRONKEY SOFTWARE MAINTENANCE RENEWAL","45733","7014","","2012-07-27 07:37:16","2012-07-27 07:37:16"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24887","188077","Awarded","7014","HSBP1012J00100","HSHQDC07D00024","7001","Yes","GOVERNMENT ACQUISITIONS INCORPORATED","","0.131554","Firm Fixed Price","","10/01/2011","09/30/2012","U","HP TEST SUITE MAINTENACE&TECH SUPPORT RENEWAL","45735","7014","","2012-07-27 07:37:16","2012-07-27 07:37:16"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24889","188084","Awarded","7014","HSBP1011P00363","","","Yes","METRON-ATHENE, INC","","0.102914","Firm Fixed Price","","04/20/2012","03/31/2013","U","MAINTENANCE OF ATHENA SOFTWARE","45737","7014","","2012-07-27 07:37:16","2012-07-27 07:37:16"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24891","188075","Awarded","7014","HSBP1012J00423","HSHQDC07D00028","7001","Yes","NCS TECHNOLOGIES INCORPORATED","","0.050400","Firm Fixed Price","","07/01/2012","06/30/2013","U","APPDETECTIVE ANNUAL RENEWAL AND MAINTENANCE SOFTWARE","45739","7014","","2012-07-27 07:37:16","2012-07-27 07:37:16"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24893","188078","Awarded","7014","HSBP1008F23666","GS35F0581R","4730","Yes","VISION TECHNOLOGIES INCORPORATED (9640)","","11.487020","Time and Materials","","01/20/2012","09/29/2012","U","MOD - LABOR RATE ADJUSTMENT","45741","7014","","2012-07-27 07:37:16","2012-07-27 07:37:16"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24895","188086","Awarded","7014","HSBP1011F00057","GS35F0823M","4730","Yes","COMPUTER ASSOCIATES INTERNATIO","","56.900000","Firm Fixed Price","","02/21/2012","09/30/2012","U","EXERCISE OPTION 1","45743","7014","","2012-07-27 07:37:16","2012-07-27 07:37:16"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24897","188082","Awarded","7014","HSBP1012F00163","HSHQDC11A00042","7001","Yes","GTSI CORP.","","0.107865","Firm Fixed Price","","06/06/2012","03/31/2013","U","NETAPP SOFTWARE AND APPLIANCE MAINTENANCE","45745","7014","","2012-07-27 07:37:16","2012-07-27 07:37:16"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24899","188076","Awarded","7014","HSBP1012J00353","HSHQDC07D00020","7001","Yes","ALL POINTS LOGISTICS INCORPORATED","","2.129724","Firm Fixed Price","","04/27/2012","04/30/2013","U","MOBIKEY ROUTE 1 TRU-OFFICE SOFTWARE LICENSES/MAINTENANCE","45747","7014","","2012-07-27 07:37:16","2012-07-27 07:37:16"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24901","188322","Awarded","7014","HSBP1012F00097","GS35F0363P","4730","Yes","ESCGOV","","3.271282","Firm Fixed Price","","04/04/2012","03/31/2013","U","ORDER FOR IBM MAINFRAME LICENSES","45749","7014","","2012-07-27 07:37:16","2012-07-27 07:37:16"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24903","188328","Awarded","7014","HSBP1012J00326","HSHQDC07D00028","7001","Yes","NCS TECHNOLOGIES INCORPORATED","","0.430071","Firm Fixed Price","","04/06/2012","04/09/2012","U","ROUTE 1 DEFIMNET SOFTWARE MAINTENANCE","45751","7014","","2012-07-27 07:37:16","2012-07-27 07:37:16"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24905","188325","Awarded","7014","HSBP1012J00362","HSHQDC07D00024","7001","Yes","GOVERNMENT ACQUISITIONS INCORPORATED","","0.466031","Firm Fixed Price","","04/30/2012","03/31/2013","U","ANNUAL SOFTWARE LICENSES AND PRODUCT LICENSES","45753","7014","","2012-07-27 07:37:16","2012-07-27 07:37:16"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24907","188327","Awarded","7014","HSBP1012J00152","HSBP1009D02335","7014","Yes","MICROSOFT CORPORATION SITZ IN REDMOND CORPORATION","","0.997056","Firm Fixed Price","","04/04/2012","02/15/2013","U","MICROSOFT CONSULTING SERVICES","45755","7014","","2012-07-27 07:37:17","2012-07-27 07:37:17"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24909","188332","Awarded","7014","HSBP1012F00115","GS35F5040H","7014","Yes","SYNCSORT INCORPORATED","","0.056285","Firm Fixed Price","","04/23/2012","03/31/2013","U","ANNUAL SOFTWARE MAINTENANCE","45757","7014","","2012-07-27 07:37:17","2012-07-27 07:37:17"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24911","188326","Awarded","7014","HSBP1007F16147","GS10F0169K","7014","Yes","ICI SERVICES CORPORATION","","3.371420","Firm Fixed Price","","02/07/2012","03/31/2012","U","CONTINUED SHUTTLE SERVICE","45759","7014","","2012-07-27 07:37:17","2012-07-27 07:37:17"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24913","188331","Awarded","7014","HSBP1012J00415","HSHQDC07D00028","7001","Yes","NCS TECHNOLOGIES INCORPORATED","","0.030174","Firm Fixed Price","","05/31/2012","06/30/2012","U","INTERNAL PARTS AND SOFTWARE TO UPGRADE AN RNC3000 (RADIO NETWORK CONTROLLER)","45761","7014","","2012-07-27 07:37:17","2012-07-27 07:37:17"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24915","188324","Awarded","7014","HSBP1012J00378","HSHQDC07D00020","7001","Yes","ALL POINTS LOGISTICS INCORPORATED","","0.046040","Firm Fixed Price","","04/30/2012","03/31/2013","U","ANNUAL SOFTWARE MAINTENANCE AND PRODUCT LICENSES","45763","7014","","2012-07-27 07:37:17","2012-07-27 07:37:17"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24917","188329","Awarded","7014","HSBP1012J00310","HSHQDC07D00028","7001","Yes","NCS TECHNOLOGIES INCORPORATED","","0.004667","Firm Fixed Price","","04/23/2012","04/22/2013","U","ALTOVA SOFTWARE MAINTENANCE SUPPORTING CBP EDME PROGRAM","45765","7014","","2012-07-27 07:37:17","2012-07-27 07:37:17"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24919","188584","Awarded","7014","HSBP1012F00046","HSHQDC11A00043","7001","Yes","IMMIXTECHNOLOGY, INC.","0020064831","0.833914","Firm Fixed Price","","05/23/2012","03/31/2013","U","MCAFEE SOFTWARE MAINTENANCE.","45767","7014","","2012-07-27 07:37:17","2012-07-27 07:37:17"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24921","188577","Awarded","7014","HSBP1012F00094","GS06F0634Z","4730","Yes","VIATECH SYSTEMS, INC.","","3.827016","Time and Materials","","04/01/2012","11/30/2012","U","CLOSELY ASSOCIATED - TECHNOLOGY HARDWARE MAINTENANCE SUPPORT","45769","7014","","2012-07-27 07:37:17","2012-07-27 07:37:17"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24923","188578","Awarded","7014","HSBP1012J00244","HSHQDC05D00003","7001","Yes","RICOH AMERICAS CORPORATION (3521)","","0.001959","Firm Fixed Price","","04/15/2012","04/14/2013","U","RICOH COPIER LEASE AND MAINTENANCE.","45771","7014","","2012-07-27 07:37:17","2012-07-27 07:37:17"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24925","188580","Awarded","7014","HSBP1012J00141","HSHQDC07D00022","7001","Yes","WILDFLOWER INTERNATIONAL LIMITED","","0.147599","Firm Fixed Price","","02/01/2012","03/02/2012","U","REQUIREMENT IS FOR 1050 IRONKEY S200 4GB USB DRIVES, WITH ASSOCIATED SOFTWARE","45773","7014","","2012-07-27 07:37:17","2012-07-27 07:37:17"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24927","188562","Awarded","7014","HSBP1012J00058","HSHQDC10A00106","7001","Yes","GTSI CORPORATION","","0.217615","Firm Fixed Price","","01/09/2012","11/29/2012","U","EVAULT LICENSE RENEWALS.","45775","7014","","2012-07-27 07:37:17","2012-07-27 07:37:17"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24929","188568","Awarded","7014","GS10F0169K","GS10F0169K","4730","Yes","ICI SERVICES CORPORATION","","","Fixed Price with Economic Price Adjustment","","04/26/2012","01/01/1970","U","FEDERAL SUPPLY SCHEDULE CONTRACT.","45777","4730","","2012-07-27 07:37:17","2012-07-27 07:37:17"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24931","188587","Awarded","7014","HSBP1012J00085","HSHQDC07D00025","7001","Yes","GOVPLACE","","0.136883","Firm Fixed Price","","12/28/2011","01/02/2013","U","ANNUAL RSA TOKENS SOFTWARE","45779","7014","","2012-07-27 07:37:17","2012-07-27 07:37:17"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24933","188570","Awarded","7014","HSBP1012F00121","HSHQDC11A00042","7001","Yes","GTSI CORP.","","0.327824","Firm Fixed Price","","05/10/2012","06/09/2012","U","OTHER FUNCTION- NET APPS TO SUPPORT FILE/PRINT","45781","7014","","2012-07-27 07:37:17","2012-07-27 07:37:17"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24935","188583","Awarded","7014","HSBP1012J00344","HSHQDC07D00020","7001","Yes","ALL POINTS LOGISTICS INCORPORATED","","0.116169","Firm Fixed Price","","04/16/2012","05/01/2012","U","HP SOA SYS STD UNLTD SW-ENTERPRISE","45783","7014","","2012-07-27 07:37:17","2012-07-27 07:37:17"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24937","188569","Awarded","7014","HSBP1012F00110","HSHQDC11A00039","7001","Yes","DELL FEDERAL SYSTEMS LIMITED PARTNERSHIP","","0.054036","Firm Fixed Price","","04/10/2012","03/31/2013","U","F5 MAINTENANCE RENEWAL","45785","7014","","2012-07-27 07:37:17","2012-07-27 07:37:17"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24939","188585","Awarded","7014","HSBP1011J00818","HSHQDC07D00029","7001","Yes","FCN, INC.","","2.438242","Firm Fixed Price","","10/21/2011","09/21/2012","U","ADMIN MODIFICATION","45787","7014","","2012-07-27 07:37:17","2012-07-27 07:37:17"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24941","188586","Awarded","7014","HSBP1011C00085","","","Yes","AMDEX CORPORATION","","1.739823","Firm Fixed Price","","03/22/2012","09/22/2012","U","FUNDING FOR SERVICES UNDER ESS CONTRACT FOR OIT OFFICE","45789","7014","","2012-07-27 07:37:17","2012-07-27 07:37:17"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24943","188589","Awarded","7014","HSBP1012F00075","HSHQDC10A00102","7001","Yes","MYTHICS, INC","","","Firm Fixed Price","","02/27/2012","02/26/2013","U","EQUIPMENTS","45791","7014","","2012-07-27 07:37:17","2012-07-27 07:37:17"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24945","188591","Awarded","7014","HSBP1012F00101","GS35F5337H","4730","Yes","COMPUWARE CORPORATION","","0.401103","Firm Fixed Price","","04/01/2012","03/31/2013","U","ANNUAL SOFTWARE MAINTENANCE","45793","7014","","2012-07-27 07:37:17","2012-07-27 07:37:17"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24947","188573","Awarded","7014","HSBP1012F00011","GS35F0365U","4730","Yes","PREMIER SYSTEMS SALES, LTD.","","0.009425","Firm Fixed Price","","12/23/2011","01/21/2012","U","PRO-RATED SOFTWARE MAINTENANCE","45795","7014","","2012-07-27 07:37:17","2012-07-27 07:37:17"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24949","188593","Awarded","7014","HSBP1012C00011","","","Yes","LAKEVIEW CENTER, INC.","0020066090","0.102839","Firm Fixed Price","","12/30/2011","12/29/2012","U","JANITORIAL SERVICES IN ORLANDO, FL.","45797","7014","","2012-07-27 07:37:17","2012-07-27 07:37:17"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24951","188594","Awarded","7014","HSBP1011C00030","","","Yes","INDIGO IT, LLC","","1.507524","Firm Fixed Price","","02/01/2012","06/08/2012","U","ADMINISTRATIVE MODIFICATION TO IT SERVICES CONTRACT","45799","7014","","2012-07-27 07:37:17","2012-07-27 07:37:17"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24953","188576","Awarded","7014","HSBP1012F00003","HSHQDC10A00106","7001","Yes","GTSI CORPORATION","","1.571640","Firm Fixed Price","","01/31/2012","09/28/2012","U","SYMANTEC SOFTWARE MAINTENANCE","45801","7014","","2012-07-27 07:37:17","2012-07-27 07:37:17"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24955","188565","Awarded","7014","HSBP1012F00077","GS35F0889N","4730","Yes","MCP COMPUTER PRODUCTS INC","","0.053766","Firm Fixed Price","","03/05/2012","04/30/2012","U","IT EQUIPMENT FOR VT","45803","7014","","2012-07-27 07:37:17","2012-07-27 07:37:17"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24957","188588","Awarded","7014","HSBP1012J00356","HSHQDC07D00020","7001","Yes","ALL POINTS LOGISTICS INCORPORATED","0020069022","0.164315","Firm Fixed Price","","04/25/2012","03/31/2013","U","FATSCOPY, FATS/FATAR, FDR/CPK/ABR, FDR INSTANT BACKUP, FDRPAS AND FDR UPSTREAM SOFTWARE MAINTENANCE AND LICENSES.","45805","7014","","2012-07-27 07:37:17","2012-07-27 07:37:17"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24959","188575","Awarded","7014","HSBP1012P00410","","","Yes","VION CORPORATION","0020069150","0.100000","Firm Fixed Price","","05/08/2012","04/18/2013","U","MVS/QUICKREF ANNUAL MAINTENANCE.","45807","7014","","2012-07-27 07:37:17","2012-07-27 07:37:17"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24961","188581","Awarded","7014","HSBP1012F00085","HSHQDC10A00102","7001","Yes","MYTHICS, INC","","9.951434","Firm Fixed Price","","04/03/2012","11/30/2012","U","ORDER PLACED AGAINST DHS-MANDATED BLANKET PURCHASE AGREEMENT FOR ORACLE PRODUCT UPDATES.","45809","7014","","2012-07-27 07:37:17","2012-07-27 07:37:17"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24963","188574","Awarded","7014","HSBP1012F00058","HSHQDC11A00042","7001","Yes","GTSI CORP.","","1.100126","Firm Fixed Price","","03/30/2012","09/28/2012","U","CRITICAL FUCTIONS-ACE P795 SERVER HA UPGRADE","45811","7014","","2012-07-27 07:37:17","2012-07-27 07:37:17"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24965","188560","Awarded","7014","HSBP1012F00011","GS35F0365U","4730","Yes","PREMIER SYSTEMS SALES, LTD.","","0.009425","Firm Fixed Price","","12/23/2011","01/21/2012","U","PRO-RATED SOFTWARE MAINTENANCE","45813","7014","","2012-07-27 07:37:17","2012-07-27 07:37:17"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24967","188596","Awarded","7014","HSBP1010F00177","GS35F0189U","4730","Yes","PRAGMATICS, INC.","","12.462374","Time and Materials","","09/15/2011","08/20/2011","U","THIS MODIFICATION WAS TO CORRECT AN ADMINISTRATIVE ERROR.  ALL TERMS AND CONDITIONS REMAIN UNCHANGED.","45815","7014","","2012-07-27 07:37:17","2012-07-27 07:37:17"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24969","188612","Awarded","7014","HSBP1010C00074","","","Yes","ASHBURN CONSULTING","","4.107909","Labor Hours","","05/08/2012","11/30/2012","U","BIG PIPE VIDEO","45817","7014","","2012-07-27 07:37:17","2012-07-27 07:37:17"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24971","188619","Awarded","7014","HSBP1012J00093","HSHQDC07D00020","7001","Yes","ALL POINTS LOGISTICS INCORPORATED","0020066591","0.121641","Firm Fixed Price","","01/16/2012","01/15/2013","U","ENCASE MAINTENANCE TRU-UP","45819","7014","","2012-07-27 07:37:17","2012-07-27 07:37:17"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24973","188615","Awarded","7014","HSBP1012J00441","HSHQDC07D00030","7001","Yes","ST NET APPTIS FIRSTSOURCE JOINT VENTURE","","0.042551","Firm Fixed Price","","06/01/2012","07/31/2012","U","29 DESKTOP COMPUTERS","45821","7014","","2012-07-27 07:37:17","2012-07-27 07:37:17"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","24975","188613","Awarded","7014","HSBP1012J00180","HSHQDC07D00030","7001","Yes","ST NET APPTIS FIRSTSOURCE JOINT VENTURE","","0.070330","Firm Fixed Price","","01/21/2012","01/20/2013","U","HP SOFTWARE MAINTENANCE","45823","7014","","2012-07-27 07:37:17","2012-07-27 07:37:17"
