Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Performance Metric ID,Agency Performance Metric ID,Metric Description,Unit of Measure,FEA Performance Measurement Category Mapping,Baseline,Target for PY,Actual for PY,Target for CY,Measurement Condition,Reporting Frequency,Most Recent Actual Results,Actuals have Met/Not Met Target,Comment,Updated Date,Updated Time
"024-000005072","1104","024","Department of Homeland Security","CBP - TECS Modernization","548","170576","Response Times for Transactions; System response times in seconds for queries and data entry transactions.","Number","213-Technology - Efficiency","6.000000","6.000000","6.000000","6.000000","Under target","Monthly","6.000000","Met","Only Track 1 (Air Sea) of Secondary Inspection project (approximately 50% of that project) is operational and measurable now.  This metric is a Secondary Inspection Key Performance Parameter that will be fully measurable after capability delivery  in  FY13.  Monthly system response time measurements occur for functioning components. The metric is the high end of the actual KPP.  Complete Metric is: Objective < 4 seconds 90%; Threshold < 6 seconds 90%.  Metric unchanged from June measurement","08/22/2012","07:14:32"
"024-000005072","1104","024","Department of Homeland Security","CBP - TECS Modernization","549","170577","Primary Query Response Time in seconds to complete primary query processing, including Lookout Records, crossing history, travel document status, and photo retrieval.","Number","213-Technology - Efficiency","0.000000","0.000000","0.000000","1.000000","Under target","Monthly","0.000000","Met","High Performance Primary Query objective of less than 1 second 99.9% of the time cannot be measured until HPPQ Primary Query System APIS is on line at the end of FY 2012. This metric is a customer dictated performance parameter. Not yet measureable as of July 2012","08/22/2012","07:14:32"
"024-000005216","1110","024","Department of Homeland Security","CBP - Block 1","3370","175704","Achieve and Maintain Probability of Correct Identification Key Performance Parameter","Percentage","204-Process and Activities - Quality","95.000000","95.000000","95.000000","95.000000","Over target","Quarterly","95.000000","Met","","08/21/2012","07:12:29"
"024-000005216","1110","024","Department of Homeland Security","CBP - Block 1","3371","176599","Achieve and Maintain Operational Availability Key Performance Parameter","Percentage","215-Technology - Reliability and Availability","97.000000","97.000000","96.000000","97.000000","Over target","Monthly","97.000000","Met","","08/21/2012","07:12:29"
"024-000005216","1110","024","Department of Homeland Security","CBP - Block 1","3372","176598","Border Miles Covered by SBInet Technology","Miles","101-Mission and Business Results - Services for Citizens","53.000000","53.000000","53.000000","53.000000","Over target","Monthly","53.000000","Met","","08/21/2012","07:12:29"
"024-000005216","1110","024","Department of Homeland Security","CBP - Block 1","3373","176596","Achieve and Maintain Probability of Detection KPP","Percentage","204-Process and Activities - Quality","95.000000","95.000000","95.000000","95.000000","Over target","Monthly","95.000000","Met","","08/21/2012","07:12:29"
"024-000005216","1110","024","Department of Homeland Security","CBP - Block 1","3374","176597","Situational Awareness of Sectors covered by SBInet System","Percentage","101-Mission and Business Results - Services for Citizens","95.000000","95.000000","95.000000","95.000000","Over target","Monthly","95.000000","Met","","08/21/2012","07:12:29"
"024-000005216","1110","024","Department of Homeland Security","CBP - Block 1","3375","176600","Number of Towers Deployed","Number","112-Customer Results - Service Coverage","15.000000","15.000000","15.000000","15.000000","Over target","Semi-Annual","15.000000","Met","","08/21/2012","07:12:29"
"024-000005216","1110","024","Department of Homeland Security","CBP - Block 1","3376","176595","Operational Efficiency","Survey","114-Customer Results - Service Quality","90.000000","92.000000","92.000000","92.000000","Over target","Semi-Annual","","","","08/21/2012","07:12:29"
"025-000004370","665","025","Department of Housing and Urban Development","Core Financial Services","2113","","Number of days needed to close the FHA annual financial statements.","Days","203-Process and Activities - Cycle Time and Timeliness","40.000000","40.000000","","40.000000","Under target","Semi-Annual","","","This metric can only be reported at the end of the fiscal year.","07/31/2012","16:02:09"
"025-000004370","665","025","Department of Housing and Urban Development","Core Financial Services","2114","","Number of months the Treasury SF224 report is produced within three business days of target close.","Months","103-Mission and Business Results - Management of Government Resources","12.000000","12.000000","","12.000000","Over target","Monthly","4.000000","Not Met","Completed within the 3rd business day. Updated 2/24/12","07/31/2012","16:02:09"
"025-000004370","665","025","Department of Housing and Urban Development","Core Financial Services","2115","","Percent of invoices paid on time in accordance with the Prompt Pay Act.","Percentage","113-Customer Results - Timeliness and Responsiveness","98.000000","98.000000","98.000000","98.000000","Over target","Monthly","98.000000","Met","Maintain Govt goal during ICFS implementation - last updated 2/24/12","07/31/2012","16:02:09"
"025-000004370","665","025","Department of Housing and Urban Development","Core Financial Services","2116","","Average number of days to resolve audit findings within one year after the OIG acceptance of the Final Management Decision Report.  Minimum requirement is one year.","Days","103-Mission and Business Results - Management of Government Resources","200.000000","200.000000","","180.000000","Under target","Quarterly","","","actual will be reported by March 2012; updated 2.28.12","07/31/2012","16:02:09"
"025-000004370","665","025","Department of Housing and Urban Development","Core Financial Services","2117","","Net difference as a percentage between the fund balances reported in Treasury reports and the agency fund balance with Treasury recorded in its general ledger.","Percentage","201-Process and Activities - Financial","2.000000","2.000000","","2.000000","Under target","Monthly","1.000000","Met","Estimate, a more accurate reporting mechanism is currently under development - updated 2/24/12.","07/31/2012","16:02:09"
"025-000004370","665","025","Department of Housing and Urban Development","Core Financial Services","2118","","Number of hours system is available as a percentage of total busness hours per month","Percentage","215-Technology - Reliability and Availability","99.000000","99.000000","","99.500000","Over target","Quarterly","99.500000","Met","Updated as of 2.24.12","07/31/2012","16:02:09"
"025-000004570","669","025","Department of Housing and Urban Development","Mortgage Insurance","1668","","Percentage of time systems are available","Percentage","111-Customer Results - Customer Benefit","95.000000","95.000000","","95.000000","Over target","Quarterly","95.000000","Met","The most recent results as of 10/31/11","07/31/2012","16:02:10"
"025-000004570","669","025","Department of Housing and Urban Development","Mortgage Insurance","1669","","A43 - Number of days to process loan corrections","Days","204-Process and Activities - Quality","7.000000","5.000000","","5.000000","Over target","Quarterly","5.000000","Met","The most recent result as of 10/31/11.","07/31/2012","16:02:10"
"025-000004570","669","025","Department of Housing and Urban Development","Mortgage Insurance","1670","","MDDR: Number of Defaulted loan Submissions","Number","103-Mission and Business Results - Management of Government Resources","3550.000000","3500.000000","3426.000000","3500.000000","Over target","Semi-Annual","","","","07/31/2012","16:02:10"
"025-000004570","669","025","Department of Housing and Urban Development","Mortgage Insurance","1671","","F42D - Single Family Default Monitoring System (SFDMS): Percentage of the single family delinquent/default status data reported by FHA Single Family Servicers from the point a loan reaches 30 days delinquent until episode closes through termination or reinstatement.","Customer Quality","214-Technology - Information and Data","95.000000","96.000000","96.000000","97.000000","Over target","Monthly","98.000000","Met","The most recent result as of 10/31/11.Over target - Policy changes will prompt changes in system/quality.","07/31/2012","16:02:10"
