"Unique Investment Identifier","Business Case ID","Agency Code","Agency Name","Investment Title","Performance Metric ID","Agency Performance Metric ID","Metric Description","Unit of Measure","Performance Measurement Category Mapping","Target 2015","Agency Baseline Capability","Target 2016","Measurement Condition","Reporting Frequency","Agency Strategic Objective / Agency Priority Goal","Latest Performance Metric Actual Id","Latest Agency Performance Metric Actual Id","Latest Actual Result","Latest Actual Status","Latest Actual Result Met/Not Met (derived)","Latest Actual Result Comment","Latest Actual Result Date","Is Closed?","Metric Updated Date","Metric Updated Time"
019-000001122,583,"	019","Department of Energy","EM SR Contractor Business Financial and Administrative Systems (CBFAS)",21473,,"Online transaction response time is collected using PeopleTools Performance Monitor, which is delivered software from Oracle. Data is collected throughout the day, and an average response time is derived at the end of the day from a collection of sampling of the individual transactions captured.  Data is collected Monday thru Friday. Performance Monitor agents reside on the monitored system. Agents run on the servers to gather and report performance information. We are reporting the PIA 101 Requ",seconds,"2 - Strategic and Business Results",1,,1,"Under target",Monthly,"5362 - Effectively Manage Projects, Financial Assistance Agreements, Contracts, and Contractor Performance",171041,,0.65,,Met,"AVG weekly response time for FSCM &#61; &lt; 0.65 HRMS &#61; &lt; 0.52.  ",2016-07-31,n,2016-08-17,17:59:12
019-000001122,583,"	019","Department of Energy","EM SR Contractor Business Financial and Administrative Systems (CBFAS)",21475,,"This metric measures the number of change requests that are categorized and processed as 'emergency' by IT on a monthly basis.  'Emergency' PTRs are developed, processed and moved to production as soon as possible. They by-pass the normal Tuesday and Thursday scheduled production runs.  This data includes change requests for PS-FSCM , PS-HRMS, Project Controls, and Supply Chain legacy and Notes applications.",percentage,"2 - Strategic and Business Results",20,,11,"Under target",Monthly,"5362 - Effectively Manage Projects, Financial Assistance Agreements, Contracts, and Contractor Performance",171043,,6,,Met,"Updated at the end of the month.  6 work requests required processing on an emergency basis to support continuity of business operations.",2016-07-31,n,2016-08-17,17:59:12
019-000001122,583,"	019","Department of Energy","EM SR Contractor Business Financial and Administrative Systems (CBFAS)",23805,,"Percentage of times per month that business system end users are disconnected from their session log-in due to inactivity while in the PeopleSoft FSCM system. The number of system timeout disconnects are divided by the total number of system log-ins to determine this percentage.",percentage,"3 - Financial Performance",8,,8,"Under target",Monthly,"5362 - Effectively Manage Projects, Financial Assistance Agreements, Contracts, and Contractor Performance",171044,,5.1,,Met,"Percentage of times per month that business system end users are disconnected from their session log-in due to inactivity while in the PeopleSoft FSCM system.  The number of system timeout disconnects are divided by the total number of system log-ins to determine this percentage.",2016-07-31,n,2016-08-17,17:59:12
016-000002140,592,"	016","Social Security Administration","Intelligent Disability",1548,,"Expedite cases for the most severely disabled individuals by achieving the target percentage of initial disability cases identified as Quick Disability Determinations (QDD) or Compassionate Allowances (CAL)",Percent,"1 - Customer Satisfaction (Results)",6.5,,6.5,"Over target",Annual,"1045 - Improve the Quality, Consistency, and Timeliness of Our Disability Decisions",152263,,6.93,,Met,"[(CAL Only Cases + QDD Only cases + Identified as both CAL and QDD Cases)/total initial disability cases][{(16,560+103,073+61,616)/2,615,912} * 100] = 6.93%",2015-09-30,n,2016-08-19,17:34:35
016-000002140,592,"	016","Social Security Administration","Intelligent Disability",9051,,"DDS eDIB composite SLA for availability",Percent,"2 - Strategic and Business Results",99.6,,99.5,"Over target",Monthly,"1037 - Maintain System Performance and the Continuity of IT Services",168204,,99.9911,,Met,"For May 2016",2016-06-16,n,2016-08-19,17:34:35
016-000002140,592,"	016","Social Security Administration","Intelligent Disability",9055,,"Improve the disability determination process by increasing the percentage of initial disability claims with health IT medical evidence.",Percent,"2 - Strategic and Business Results",4,,8,"Over target",Annual,"1045 - Improve the Quality, Consistency, and Timeliness of Our Disability Decisions",152264,,6.1,,Met,,2015-09-30,n,2016-08-19,17:34:35
016-000002140,592,"	016","Social Security Administration","Intelligent Disability",21053,,"Convert legacy disability forms into new UniForms standards.",Number,"1 - Customer Satisfaction (Results)",300,,0,"Over target",Annual,,155558,,300,,Met,"Net number in production is 286. However, this is after some forms were removed from production due to obsolescence. ",2015-12-12,y,2016-08-19,17:34:35
016-000002140,592,"	016","Social Security Administration","Intelligent Disability",21055,,"Implement enhanced data collection software in additional sites.",Number,"2 - Strategic and Business Results",22,,21,"Over target",Annual,"1046 - Maximize Efficiencies Throughout the Disability Program",161615,,21,,Met,"Completes enhanced data collection effort for all 54 DDSs.",2016-02-01,n,2016-08-19,17:34:35
016-000002140,592,"	016","Social Security Administration","Intelligent Disability",21057,,"Implement initial data collection for 3 additional DDS sites.",Number,"2 - Strategic and Business Results",3,,,"Over target",Annual,,,,,,,,,y,2016-08-19,17:34:35
016-000002140,592,"	016","Social Security Administration","Intelligent Disability",21059,,"Maintenance and Support Costs actuals do not exceed the planned budget by more than 10 percent",Percent,"3 - Financial Performance",10,,10,"Under target",Annual,"1037 - Maintain System Performance and the Continuity of IT Services",155557,,6.72,,Met,"Annual Measurement (For FY15):CV=6.72%SV=0.00%VAC=6.72%",2015-09-30,n,2016-08-19,17:34:35
027-000000010,593,"	027","Office of Personnel Management","Consolidated Business Information System (CBIS)",1699,,"This metric will measure our compliance against the Federal Prompt Payment guidance expected to be at 98%.",Percent,"3 - Financial Performance",0.98,,0.98,"Over target",Monthly,"3280 - MG04.01 Commit to an enterprise-wide information systems strategy based on the principle that business drives strategy",164351,,0.9857,,Met,"Based upon Prompt Pay report generated on 04/01/2016 the April FY16 compliance is 98.57%.
",2016-04-30,n,2016-06-15,13:08:35
027-000000010,593,"	027","Office of Personnel Management","Consolidated Business Information System (CBIS)",1700,,"Maintain core financial system availability to users at 95% or more.",Percent,"2 - Strategic and Business Results",0.95,,0.95,"Over target",Monthly,"3280 - MG04.01 Commit to an enterprise-wide information systems strategy based on the principle that business drives strategy",166309,,0.998,,Met,"Based on the Monthly IT Host Ap Mgmt May 2016 the deliverable percentage is 99.8%.
",2016-05-31,n,2016-06-15,13:08:35
027-000000010,593,"	027","Office of Personnel Management","Consolidated Business Information System (CBIS)",1701,,"Measures the percentage of time taken to resolve incidents by criticality.  Calculation: Incidents solved within the acceptable timeframe/ Total number of incidents * 100",Percent,"1 - Customer Satisfaction (Results)",0.95,,0.95,"Over target",Monthly,"3280 - MG04.01 Commit to an enterprise-wide information systems strategy based on the principle that business drives strategy",166308,,0.9838,,Met,"Based on the Monthly IT Host Ap Mgmt May 2016 the deliverable percentage is 100%.
",2016-05-31,n,2016-06-15,13:08:35
027-000000010,593,"	027","Office of Personnel Management","Consolidated Business Information System (CBIS)",1703,,"Provide project management leadership for CBIS Project and maintain an Earned Value Management (EVM) monthly schedule variance of 20% or less.",Percent,"2 - Strategic and Business Results",1,,1,"Over target",Monthly,"3280 - MG04.01 Commit to an enterprise-wide information systems strategy based on the principle that business drives strategy",31783,,0.91,,"Not Met",,2012-04-18,n,2016-06-15,13:08:35
027-000000010,593,"	027","Office of Personnel Management","Consolidated Business Information System (CBIS)",6301,,"Measures the percentage of expiring budget authority compared to total funds (unobligated funds).  Calculation:  Expired Unobligated Funds / Total Funds &#61;  % of Lapsing Unobligated Balances","Expired Unobligated Funds/Total Funds=% o","1 - Customer Satisfaction (Results)",0,,0,"Under target",Quarterly,"3280 - MG04.01 Commit to an enterprise-wide information systems strategy based on the principle that business drives strategy",,,,,,,,y,2016-06-15,13:08:35
027-000000010,593,"	027","Office of Personnel Management","Consolidated Business Information System (CBIS)",6303,,"Measures number of successful backup/restore cycles expressed as a proportion of backup/restore cycles the SI is contractually obligated to run.Calculation:  # of successful completions of Backup/Restore / # of obligated Backup/Restore cycles during evaluation period X 100",Percent,"2 - Strategic and Business Results",1,,1,"Over target",Monthly,"3280 - MG04.01 Commit to an enterprise-wide information systems strategy based on the principle that business drives strategy",166307,,0.98,,"Not Met","Based on the Monthly IT Host Ap Mgmt May 2016 the deliverable percentage is 98%.
",2016-05-31,n,2016-06-15,13:08:35
027-000000010,593,"	027","Office of Personnel Management","Consolidated Business Information System (CBIS)",6305,,"Average response time between the government user interface and service provider's primary applications server using time measure for opening and moving between screens; also, measured through calculation of ping-time. Additionally, measures average response time in retrieve queries from online data storage.",Percent,"1 - Customer Satisfaction (Results)",0,,,"Under target",Monthly,,,,,,,,,y,2016-06-15,13:08:35
027-999991200,594,"	027","Office of Personnel Management","Human Resources Line of Business (HR LOB)",299,,"Evaluate Shared Service Center (SSC) performance results against mandatory SSC performance measures with Performance Measures Tool.",Reports,"2 - Strategic and Business Results",1,1,1,"Over target",Quarterly,"3280 - MG04.01 Commit to an enterprise-wide information systems strategy based on the principle that business drives strategy",166237,,1,,Met,"Performance Measures Updated",2016-03-07,n,2016-07-29,18:57:43
027-999991200,594,"	027","Office of Personnel Management","Human Resources Line of Business (HR LOB)",301,,"Engage stakeholders at governance meetings on a monthly basis.",Meetings,"1 - Customer Satisfaction (Results)",1,1,1,"Over target",Monthly,"3280 - MG04.01 Commit to an enterprise-wide information systems strategy based on the principle that business drives strategy",170643,,1,,Met,"MAESC Meeting",2016-07-12,n,2016-07-29,18:57:43
027-999991200,594,"	027","Office of Personnel Management","Human Resources Line of Business (HR LOB)",302,,"Review and analyze migration deliverables from all ongoing migrations and update agency migration progress.",Reports,"2 - Strategic and Business Results",1,1,1,"Over target",Monthly,"3280 - MG04.01 Commit to an enterprise-wide information systems strategy based on the principle that business drives strategy",170645,,1,,Met,"DNFSB Migration Meeting",2016-07-21,n,2016-07-29,18:57:43
027-999991200,594,"	027","Office of Personnel Management","Human Resources Line of Business (HR LOB)",6151,,"Update agency alignment statistics for HR and payroll.",Reports,"2 - Strategic and Business Results",1,1,1,"Over target",Annual,"3283 - MG04.04 Implement business initiatives that provide capabilities spanning the HR life cycle, allowing OPM and other federal agencies to achieve their missions",155772,,1,,Met,"Agency Alignment",2015-12-04,n,2016-07-29,18:57:43
