"Unique Investment Identifier","Business Case ID","Agency Code","Agency Name","Investment Title","Unique Project ID","Project ID","Agency Project ID","Project Name","Objectives / Expected Outcomes","Start Date","Completion Date","Project Life Cycle Cost","SDLC Methodology","Other SDLC","Release Every Six Mo","Release Every Six Mo Comment","PM Experience Level","Schedule Variance (in days)","Schedule Variance (%)","Schedule Color","Cost Variance ($ M)","Cost Variance (%)","Cost Color","Project Status","Updated Date","Updated Time"
006-000051100,725,"	006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)","	550511005",10563,,"BIS Equipment Refreshment Technology","Update network and personal equipment and devices.",2011-10-01,2016-09-30,0.5,"7 - Not Primarily a Software Development Project",,n/a,,"7 - No certification, but with 4 or more years PM experience (within the last five years)",-976,-168.86,Red,0,0,Green,In-progress,08/18/2016,16:59:29
006-000051100,725,"	006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)","	060011004",12521,,"OIG SharePoint 2013 Upgrade","Upgrade OIG SharePoint 2010 system to SharePoint 2013.",2014-09-30,2015-09-30,0.221,"7 - Not Primarily a Software Development Project",,n/a,,"7 - No certification, but with 4 or more years PM experience (within the last five years)",-338,-92.6,Red,0,0,Green,In-progress,08/18/2016,16:59:29
006-000051100,725,"	006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)","	060011005",12523,,"OIG CRM 2013 Upgrade","Upgrade OIG CRM 2011 system to CRM 2013.",2014-09-30,2015-06-15,0.139,"7 - Not Primarily a Software Development Project",,n/a,,"7 - No certification, but with 4 or more years PM experience (within the last five years)",-445,-172.48,Red,0,0,Green,In-progress,08/18/2016,16:59:29
006-000051100,725,"	006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)","	060011006",12525,,"OIG  Bandwidth Analysis","Study bandwidth usage, prepare As-Is documented bandwidth usage, and prepare To-Be bandwidth usage recommendations.",2014-09-18,2015-01-17,0.263,"7 - Not Primarily a Software Development Project",,n/a,,"7 - No certification, but with 4 or more years PM experience (within the last five years)",0,0,Green,0,0,Green,Completed,08/18/2016,16:59:29
006-000051100,725,"	006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)","	060011007",12527,,"OIG Datacenter Relocation","Move OIG's datacenter from 7th floor to co-located DOC datacenter on 6th floor.",2014-09-22,2015-03-22,0.18,"7 - Not Primarily a Software Development Project",,n/a,,"7 - No certification, but with 4 or more years PM experience (within the last five years)",21,11.6,Yellow,0,0,Green,Completed,08/18/2016,16:59:29
006-000051100,725,"	006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)","	060011008",12529,,"OIG Electronic Messaging Services Migration to Cloud","Migrate OIG email (email, contacts, etc), Blackberry services to cloud.",2014-09-30,2015-09-29,0.172,"7 - Not Primarily a Software Development Project",,n/a,,"7 - No certification, but with 4 or more years PM experience (within the last five years)",-339,-93.13,Red,0,0,Green,In-progress,08/18/2016,16:59:29
006-000051100,725,"	006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)",7313D14010,12573,,"NTIA Thought Services: Office 365 Migration","Thought Services - Office 365 email migration project.",2014-08-25,2015-06-30,0.045074,"7 - Not Primarily a Software Development Project",,n/a,,"4 - Other certification with 4 or more years PM experience (within the last five years)",-430,-157.51,Red,0,0,Green,In-progress,08/18/2016,16:59:29
006-000051100,725,"	006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)",7313D15012,12575,,"NTIA Mobility: CITRIX XenDesktop","Mobility - Implement Citrix XenDesktop capabilities project.",2015-08-01,2015-10-31,0.082475,"7 - Not Primarily a Software Development Project",,n/a,,"4 - Other certification with 4 or more years PM experience (within the last five years)",-307,-337.36,Red,0,0,Green,In-progress,08/18/2016,16:59:29
006-000051100,725,"	006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)",7313D15016,12577,,"NTIA Build and Upgrade Computer Room Enhancements (BUCRII)","Build and upgrade the computer room enhancements (BUCRII).",2014-10-01,2015-06-30,0.064435,"7 - Not Primarily a Software Development Project",,n/a,,"4 - Other certification with 4 or more years PM experience (within the last five years)",-430,-158.09,Red,0,0,Green,In-progress,08/18/2016,16:59:29
006-000051100,725,"	006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)",7313D15021,12579,,"NTIANet - IPV6 Transition 2015","NTIANet - IPV6 Transition 2015.",2015-01-01,2015-08-31,0.040269,"7 - Not Primarily a Software Development Project",,n/a,,"4 - Other certification with 4 or more years PM experience (within the last five years)",-368,-152.07,Red,0,0,Green,In-progress,08/18/2016,16:59:29
006-000051100,725,"	006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)",7313D15024,12581,,"NTIANet - ITS Network Upgrade","NTIANet - Complete network upgrade for infrastructure services to NTIA Institute for Telecommunications Sciences (ITS).",2015-05-15,2016-03-31,0.090588,"7 - Not Primarily a Software Development Project",,n/a,,"4 - Other certification with 4 or more years PM experience (within the last five years)",-277,-139.2,Red,0,0,Green,In-progress,08/18/2016,16:59:29
006-000051100,725,"	006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)",7313D16011,12583,,"Mobility: CITRIX VDI Deployment","Mobility - Implement CITRIX VDI Deployment project.",2015-03-01,2016-03-31,0.359857,"7 - Not Primarily a Software Development Project",,n/a,,"4 - Other certification with 4 or more years PM experience (within the last five years)",-155,-39.14,Red,0,0,Green,In-progress,08/18/2016,16:59:29
014-000000014,730,"	014","Department of State","INV - Global e-Travel Program (GeT)","	167632",12233,"	167632","PROJ - Contingency to support the Development and Deployment of an e-Gov Travel Service 2 (ETS2) Solution","This contingency project provides for the migration to a different e-Travel service provider, if appropriate.",2013-10-01,2017-09-30,8.938,"7 - Not Primarily a Software Development Project",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,0.43,4.81,Green,In-progress,08/30/2016,19:01:57
014-000000018,734,"	014","Department of State","INV - Joint Financial Management System (JFMS)","	68045",8219,"	68045","DOS DME Segment 6 - Incremental Financial Management System Improvements","Created on 07/01/2013
DOS DME Segment 6 - Incremental Financial Management System Improvements
Approved changes to existing DOS financial system capabilities that include: 
(1) Perfective enhancements that will improve already-functioning components. Examples include performance enhancements, user interface improvements, or business process improvements, or
(2) Adaptive enhancements that are necessitated by government policies, mandates, or directives.",2015-04-01,2016-09-30,7.635095,"5 - Mixed",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",-365,-66.61,Red,0,0,Green,In-progress,08/30/2016,19:37:45
014-000000018,734,"	014","Department of State","INV - Joint Financial Management System (JFMS)","	68117",8221,"	68117","DOS DME Segment 4 - Incremental Financial Management System Improvements","Created on 07/01/2013
DOS DME Segment 4 - Incremental Financial Management System Improvements
Approved changes to existing DOS financial system capabilities that include: 
(1) Perfective enhancements that will improve already-functioning components. Examples include performance enhancements, user interface improvements, or business process improvements, or
(2) Adaptive enhancements that are necessitated by government policies, mandates, or directives.",2012-10-01,2014-09-30,6.356082,"5 - Mixed",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,-0.179945,-2.83,Green,In-progress,08/30/2016,19:37:45
014-000000018,734,"	014","Department of State","INV - Joint Financial Management System (JFMS)","	68140",8223,"	68140","DOS DME Segment 5 - Incremental Financial Management System Improvements","Created on 07/01/2013
DOS DME Segment 5 - Incremental Financial Management System Improvements
Approved changes to existing DOS financial system capabilities that include: 
(1) Perfective enhancements that will improve already-functioning components. Examples include performance enhancements, user interface improvements, or business process improvements, or
(2) Adaptive enhancements that are necessitated by government policies, mandates, or directives.",2014-10-01,2016-03-30,5.295966,"5 - Mixed",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",-156,-28.57,Yellow,0.384489,7.26,Green,In-progress,08/30/2016,19:37:45
202-000001051,735,"	202","U.S. Army Corps of Engineers","Corps Water Management System (CWMS)",A,5369,,"Server/CAVI: Firewall/Network Enhancements","Revise the CWMS server/client network communication model so that a CWMS client on a Production network will be functional with CWMS servers located on a new WMNet.",2012-11-05,2013-02-22,0.1,,,,,"8 - No certification, but with between 2 and 4 years PM experience (within the last five years)",-193,-177.06,Red,0.039,39,Red,Completed,08/23/2016,21:27:51
202-000001051,735,"	202","U.S. Army Corps of Engineers","Corps Water Management System (CWMS)",B,5371,,"Server/CAVI: Server file management & Server Computing","Develop software that will transmit modeling files and computed results on the CWMS central server. Develop server software to use different computers for running a multitude of models (e.g., an ensemble run).",2012-10-01,2013-09-01,0.25,,,,,"7 - No certification, but with 4 or more years PM experience (within the last five years)",-75,-22.39,Yellow,-0.005,-2,Green,Completed,08/23/2016,21:27:51
202-000001051,735,"	202","U.S. Army Corps of Engineers","Corps Water Management System (CWMS)",FY15-001,11631,,"MetVue: Program Enhancements","Additional features for spatial data import, analysis, and use in forecasting.",2014-10-01,2015-09-30,0.366,"1 - Waterfall",,yes,,"8 - No certification, but with between 2 and 4 years PM experience (within the last five years)",6,1.65,Green,0.01381,3.77,Green,Completed,08/23/2016,21:27:51
202-000001051,735,"	202","U.S. Army Corps of Engineers","Corps Water Management System (CWMS)",FY16-001,12963,,"MetVue: Program Enhancements II","Additional features for spatial data import, analysis, and use in forecasting.",2015-10-01,2016-09-09,0.432,"1 - Waterfall",,yes,,"7 - No certification, but with 4 or more years PM experience (within the last five years)",-35,-11.22,Yellow,0.191901,45.56,Red,In-progress,08/23/2016,21:27:51
014-000000024,736,"	014","Department of State","INV - Integrated Personnel Management System (IPMS)","	68030",8193,"	68030","PROJ - Post Retirement Adjudication","Calculate annuities - survivor benefits, divorce, prorated calculations, account for for COLA.",2013-10-01,2015-02-28,0.37056,"1 - Waterfall",,no,"There is a single release of this software","1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,0.115051,31.05,Red,Completed,08/30/2016,19:23:33
014-000000024,736,"	014","Department of State","INV - Integrated Personnel Management System (IPMS)","	68034",8195,"	68034","PROJ - IPMS Enterprise Arch - Platform Upgrades","Addresses necessary upgrades to IPMS core software platforms to avoid technical obsolescence and enable architecture consolidation strategy.",2013-10-01,2014-09-30,0.391945,"3 - Iterative (Prototyping/Incremental)",,no,"Work scheduled to be completed under this project has been moved to the newly eOPF Modernization and FSBid Modernization projects.","1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,0.072265,18.44,Yellow,Completed,08/30/2016,19:23:33
014-000000024,736,"	014","Department of State","INV - Integrated Personnel Management System (IPMS)","	68066",8199,"	68066","Permanent Change of Station Travel Redesign - Foreign Service Assignment Bidding","Reengineers the FS Bidding business process to further automate the support of Foreign Service employees bidding for upcoming positions.",2012-10-01,2013-12-31,0.853,,,,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,0.217379,25.48,Yellow,Completed,08/30/2016,19:23:33
014-000000024,736,"	014","Department of State","INV - Integrated Personnel Management System (IPMS)","	68082",8201,"	68082","PROJ - Integrated Worldwide Personnel / Payroll - Overseas Personnel Centralization","Migrates Post Personnel from a distributed solution installed at 175 posts worldwide to a centralized architecture.",2012-10-01,2014-09-30,4.34863,"3 - Iterative (Prototyping/Incremental)",,no,"Work scheduled to be completed under this project has been moved to the newley created Overseas Personnel System (OPS) project.","1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,-0.017766,-0.41,Green,Completed,08/30/2016,19:23:33
014-000000024,736,"	014","Department of State","INV - Integrated Personnel Management System (IPMS)","	68093",8203,"	68093","PROJ - Performance Evaluation Automation","Performance Evaluation Automation.",2013-10-01,2016-09-30,0.889369,"3 - Iterative (Prototyping/Incremental)",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,0,0,Green,In-progress,08/30/2016,19:23:33
014-000000024,736,"	014","Department of State","INV - Integrated Personnel Management System (IPMS)","	68096",8205,"	68096","PROJ - IPMS Enterprise Arch - Middleware Upgrade","Modernize middle tier data services to improve intra-system performance and facilitate improved information sharing throughout the Department.",2016-10-01,2019-09-30,3.185,"4 - Agile",,yes,,"1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,0.4232,13.29,Yellow,In-progress,08/30/2016,19:23:33
014-000000024,736,"	014","Department of State","INV - Integrated Personnel Management System (IPMS)","	68105",8207,"	68105","PROJ - Integrated Worldwide Personnel / Payroll - American Direct Hire Payroll Integration","Enables HR-Payroll integration for American direct hires with the Global Foreign Affairs Compensation System (GFACS).",2014-10-01,2017-09-30,0.452497,"3 - Iterative (Prototyping/Incremental)",,no,"The current project plan is for a single production release.","1 - FAC-P/PM(DAWIA-3)- Senior",0,0,Green,0.0026,0.57,Green,In-progress,08/30/2016,19:23:33
