"Unique Investment Identifier","Business Case Id","Agency Code","Agency Name","Investment Title","Planning Budgetary Resources PY1 and Prior","Planning Budgetary Resources PY","Planning Budgetary Resources CY","Planning Budgetary Resources BY","DME Budgetary Resources PY1 and Prior","DME Budgetary Resources PY","DME Budgetary Resources CY","DME Budgetary Resources BY","DME Government FTE Costs PY1 and Prior","DME Government FTE Costs PY","DME Government FTE Costs CY","DME Government FTE Costs BY","Omd Budgetary Resources PY1 and Prior","Omd Budgetary Resources PY","Omd Budgetary Resources CY","Omd Budgetary Resources BY","Omd Government FTE Costs PY1 and Prior","Omd Government FTE Costs PY","Omd Government FTE Costs CY","Omd Government FTE Costs BY","Government FTE Number PY1 and Prior","Government FTE Number PY","Government FTE Number CY","Government FTE Number BY","Prior Year Cost Change PY","Prior Year Cost Change CY","Prior Year Cost Percentage Change PY","Prior Year Cost Percentage Change CY"
202-000004001,1525,"	202","U.S. Army Corps of Engineers","Electronic Document and Records Management System (EDRMS)",0,0,0,0,0,0,0,0,0,0,0,0,5.755,2.335,2.66,2.88,0,0,0,0,0,0,0,0,0,0,0,0
018-000000121,1527,"	018","Department of Education",EDExpress,0,0,0,0,0,1.65,0.5,2.15,0,0.224,0.224,0.224,0,3,0.608,0.626,0,0.056,0.056,0.056,0,2,2,2,0,-2.142,0,-60.7
027-999991218,1529,"	027","Office of Personnel Management",USAJOBS,2.953,0.613,0.718,0.635,10.598,2.452,2.877,2.541,6.646,1.214,2.053,1.301,30.267,7.541,7.648,7.878,5.435,1.532,1.118,1.548,64,17,17,17,13.339058,14.401106,103068,111688.4
009-000340290,1531,"	009","Department of Health and Human Services","HHS Financial Business Intelligence System (FBIS) Investment",0,0,0,0,6.957,3.253,1.293,0,0,0.092,0.047,0,6.549,6.549,6.7,6.841,0,0.092,0.14,0.19,0,1,1,1,-0.012,0.162,-0.12,2.02
018-000000123,1535,"	018","Department of Education","Participation Management (PM)",0,0,0,0,0,0.101378,1.93,0.68,0,0.14,0.14,0.14,0,2.27109,1.92,1.965,0,0.14,0.14,0.14,3,2,2,2,-2.217532,0.714,-45.5,20.9
016-000002238,1537,"	016","Social Security Administration","Customer Engagement Tools",0,0,0,0,2.313,11.866,0,2.609,0.24,3.68,6.168,6.302,0,0,0,0,0,0,0.045,0.047,2,27,44,44,8.739,-7.112,128.4,-53.4
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",0,0,0,0,0,0,0,0,0,0,0,0,4.595,759.657,658.432,685.065,7.037,104.321,103.265,107.637,53,791,751,760,75.464,33.588,9.6,4.6
016-000002256,1543,"	016","Social Security Administration","Infrastructure - Modernization",0,0,0,0,8.291,13.221,3.464,8.709,2.526,3.623,6.347,6.472,0,0,0,0,0,0,0,0,19,27,45,44,-1.151,-15.922,-6.4,-61.9
202-000000066,1545,"	202","U.S. Army Corps of Engineers","IT Infrastructure (II)",0,0,0,0,0,0,0,0,0,0,0,0,0,153.2,141.3,150,0,52.145,52.556,65,730,730,730,730,0,0,0,0
018-000000122,1547,"	018","Department of Education","Data Challenges and Appeals Solution (DCAS)",0,0,0,0,0,7.523,4.721,0.8,0,1.288,1.03,0.848,0,0,1.78,1.89,0,0,0.45,0.42,0,9,11,10,0.072,2.742,0.8,52.3
202-000001162,1549,"	202","U.S. Army Corps of Engineers","Rental Facilities Management Information System (RFMIS)",0,0,0,1.1,0,0,0,2.5,0,0,0,1.7,15.666,8.513,10.5,6.9,6.985,3.5,3.5,1.8,11,14,14,14,0,3,0,27.3
184-000000052,1551,"	184","U.S. Agency for International Development","Development Information Solution (DIS)",0,0,1.160366,0,0,0,5.807456,5.552,0,0,1.63215,3.077398,0,0,0,0,0,0,0,0,0,0,10,15,,,,
018-000000054,1553,"	018","Department of Education","Integrated Student Experience (ISE)",0,0,0,0,0,1,1.286,1.441,0,0.637,0.637,0.637,3.4,0.223,0.303,0.314,2.348,0.39,0.413,0.413,23,8,8,8,0,0.382,0,16.9
021-078461582,1555,"	021","Department of Transportation","FAAXX102: Terminal Flight Data Manager (TFDM)",53.6,34.8,0,0,0,4,15,42.2,2.6,1.3,0.9,1.4,0.5,0.5,0.3,0.3,0.465,0.483,0.28,0.291,27,16,10.48,12.78,0,0,0,0
018-000000125,1559,"	018","Department of Education","Enterprise Architecture and Engineering (EAE)",0,0,0,0,0,1.837,2.582,0,0,0.49,0.28,0,0,4.632,6.404,7.48,0,1.19,1.12,1.12,4,12,10,8,0,2.674,0,34.7
007-000001038,1561,"	007","Department of Defense","Army Medical CIO Management Operation",0,0,0,0,3.466,0,0.792,0.794,0,0,0,0,41.049,30.429,2.094,5.444,26.411,24.636,39.658,26.213,239,229,361,232,9.086,-31.16,20,-42
007-000100392,1563,"	007","Department of Defense","Mission Planning Systems - Hardware Technical Refresh",0,0,0,0,13.394,7.249,8.512,9.539,0,0,0.696,0.718,0,0,0,0,0,0.19,0.194,0.198,0,2,8,8,0.19,0.194,3,2
007-000100393,1565,"	007","Department of Defense","Mission Planning System Modernization",115.801,54.558,48.445,60.788,0,0,0,0,0,0,2.7,2.983,81.817,63.329,69.722,67.221,0,0,4.059,5.319,0,0,60,74,3.395,5.456,3,5
007-000001371,1567,"	007","Department of Defense","NAVY STANDARD INTEGRATED PERSONNEL SYSTEM",0,0,0,0,6.826,2.4,3.872,4.45,0,0,0,0,231.19,29.194,23.712,32.852,5.543,0.154,0.155,0.156,238,1,1,1,1.007,-1.234,3,-4
007-000001136,1569,"	007","Department of Defense","BASE-LEVEL INFORMATION INFRASTRUCTURE (OCONUS NAVY ENTERPRISE NETWORK (ONE-NET))",0,0,0,0,69.172,0,0,0,90.269,0,0,0,720.675,137.311,134.007,98.433,237.826,59.832,56.143,57.056,4197,863,742,738,-3.513,-11.813,-2,-6
007-000004030,1573,"	007","Department of Defense","JOINT INTEROPERABILITY TEST COMMAND (JITC)",431.305,37.731,34.297,29.27,0,0,0,0,234.742,24.232,27.916,27.517,0,0,0,0,0,0,0,0,444,202,222,216,-0.656,-1.858,-1,-3
007-000004940,1579,"	007","Department of Defense","National Capital Region Medical Directorate Information Technology Operations",0,0,0,0,0,0,0,0,0,0,0,0,69.202,48.551,59.836,68.528,9.137,7.922,5.767,5.842,81,69,50,50,-8.382,-0.32,-13,0
007-000006357,1581,"	007","Department of Defense","Air Force District of Washington IT Support",0,0,0,0,28.519,6.031,3.033,3.082,0,0,0,0,256.977,21.951,41.628,37.684,6.544,0.708,0.001,0,70,7,0,0,-2.741,-2.377,-9,-5
007-000001040,1585,"	007","Department of Defense","Navy Medical CIO Management Operation",0,0,0,0,0,0,0,0,0,0,0,0,31.557,30.376,30.095,18.715,18.489,5.158,5.643,4.436,207,98,57,56,-1.24,-8.717,-3,-20
007-000001950,1587,"	007","Department of Defense","Medical Information Technology Support & Operations",0,0,0,0,0,0,0,0,0,0,0,0,19.026,4.297,21.432,22.874,32.7,31.534,13.255,13.703,218,218,218,220,-15.503,-7.811,-30,-18
007-000002503,1589,"	007","Department of Defense","Help Desk Service Support",0,0,0,0,0,0,0,0,0,0,0,0,2.324,3.758,7.347,4.403,11.962,11.478,10.573,13.763,119,118,102,134,-21.726,-2.225,-59,-11
007-000002088,1591,"	007","Department of Defense","HQ. COMMAND, CONTROL, COMMUNICATIONS, COMPUTING, AND INFORMATION SYSTEMS",0,0,0,0,0,0,0,0,0,0,0,0,372.867,121.506,136.771,149.473,0.6,0.152,0.154,0.156,2,1,1,1,0,0,0,0
015-000200091,1595,"	015","Department of the Treasury","Enterprise Case Management (ECM)",0,2.268013,15.0636,13.8702,0,0,10.0516,21.455,0,1.859207,4.993965,6.297549,0,0,0,0.25,0,0,0,0,0,11.08,32,41,-0.330105,-10.803164,-6.72,-27.4
019-000001675,1597,"	019","Department of Energy","IM-30 Joint Cybersecurity Coordination Center (JC3)",0,0,0,0,0,0,0,0,0,0,0,0,28.474,28.282,28.224,28.224,0,0.712,0.712,0.712,0,6,6,6,0,0,0,0
019-000001331,1599,"	019","Department of Energy","EE Revised Enterprise Integration (REI)",1.44196,0.855029,4.225189,0,8.469032,0,1.66583,6.369315,0.709068,0.438591,0.984423,0.984422,1.79356,0,0,0,0.142708,0,0,0,6,3,6,7,-2.508257,3.073565,-66,80.8
024-000005246,1602,"	024","Department of Homeland Security","CBP - Border Patrol Enforcement Systems (BPES)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.36,34.81,0,0,0,0,0,0,0,0,0,18.36,,
024-000005084,1603,"	024","Department of Homeland Security","CBP - Border Security Deployment Program (BSDP)",0,0,0,0,0,0,0,0,0,0,0,0,0,10.1,11.1,11.1,0,0,0,0,0,0,0,0,10.1,11.1,,
024-000005243,1604,"	024","Department of Homeland Security","CBP - Mobile Program",0,0,0,0,10.8,8.3,1.245,1.245,0,0,0,0,0,10.8,10.8,10.8,0,0,0,0,0,0,0,0,0,0,0,0
024-000005382,1605,"	024","Department of Homeland Security","ICE - Tactical Communications",0,0,0,0,0,0,18.5,0,0,0,0,0,0,18.29,21.93,23.574,0,2.338,2.557,2.608,0,11,12,12,20.628,24.487,,132
015-000200132,1606,"	015","Department of the Treasury","Payment Services (PS)",0,0,0,0,0,0,15.482956,14.854255,0,0,3.569635,3.420866,0,0,18.728267,18.37529,0,0,4.895401,4.886345,0,0,154.04,148.16,0,0,0,0
019-000001305,1607,"	019","Department of Energy","IM-60 IT Services Management",8.480168,0,0,0,9.039456,0,0,0,2.645711,0,0,0,76.080112,113.085372,108.506063,113.028064,11.974957,8.217742,8.217742,8.217742,74,50,50,50,0,0,0,0
019-000001693,1608,"	019","Department of Energy","NNSA Program Management Information System Generation 2 (NNSA G2)",0.684,0.8145,0.9503,0.9503,5.5158,6.1825,8.1867,8.1867,0,0,0,0,1.2589,1.259,1.319,1.319,0,0,0,0,0,0,0,0,8.256,10.456,0,0
019-000001267,1609,"	019","Department of Energy","NNSA Emergency Communications Network (ECN)",0,0,0,0,0.787,2.111,1.268,0.8,0,0,0,0,13.193,10.74,10.732,11.2,0.2,0.1,0.1,0.1,2,1,1,1,6.063,5.212,88,75.7
023-000000045,1610,"	023","General Services Administration","Analytics Service Platform",0,0.6,0,0,0,5.2893,28.68037,20.20894,0,0.44,0.44,0.44,0,2.85,2.27267,5.56745,0,0.04,0.04,0.04,0,4,5,7,0,0,0,0
023-000000053,1611,"	023","General Services Administration","Acquisition Gateway",0,0,0,0,0,0,8.184,10.5435,0,0,0.88,0.88,0,0,1.566,1.566,0,0,0.16,0.16,0,0,14,15,0,0,0,0
023-000000037,1612,"	023","General Services Administration",D2D,0,0,0,0,0,0,3.82277,4.03055,0,0,0,0,0,0,6.68447,5.90147,0,0,2.51848,2.74977,0,0,16,17,0,0,0,0
026-000000003,1613,"	026","National Aeronautics and Space Administration","NASA Communications Services",0,0,0,0,63.548834,27.06969,14.88119,9.79119,0,2.302,2.635,2.531,1031.324947,155.03834,148.36427,148.308977,34.804284,13.022027,13.962933,14.714024,388,96,99,98,185.477675,179.843393,1551.5,0
026-000000002,1614,"	026","National Aeronautics and Space Administration","NASA End User Services (EUS)",0,0,0,0,1.935954,0.811355,1.40662,0.424,0,0,0,0,425.206894,126.267315,128.844182,128.414032,19.861852,10.645083,12.631571,12.920059,193,78,85,85,132.419723,142.882373,2496.6,0
027-999991250,1615,"	027","Office of Personnel Management","Security, Suitability and Credentialing LoB",0,2,6,5.8,0,0,0,0,0,0,1.5,1.7,0,0,0,0,0,0,0,0,0,0,9,9,2,7.5,0,0
028-000000048,1619,"	028","Small Business Administration","GCBD:SBA ONE",0,0,0,0,0,1.84,3.656,2.572,0,0.377,0.92,0.643,0,0,0.644,1.103,0,0,0.163,0.275,0,4,10,7,2.217,5.383,0,0
015-000200165,1620,"	015","Department of the Treasury","Implementation & Enhancements",0,0,0,0,0,0,0,13.63,0,0,0,0,0,0,0,5.845,0,0,0,0,0,0,0,0,0,0,0,0
015-000200136,1621,"	015","Department of the Treasury","Central Accounting Services (CAS)",0,0,0,0,0,0,8.749071,6.303658,0,0,1.40851,1.43668,0,0,31.813021,35.220358,0,0,7.892419,7.686384,0,0,77.56,74.74,0,0,0,0
015-000200139,1622,"	015","Department of the Treasury","Fiscal IT Infrastructure Services (FIIS)",0,0,0,0,0,0,15.381021,14.917315,0,0,7.958979,7.565347,0,0,89.694481,91.815404,0,0,23.214645,23.532991,0,0,269,269,0,136.249126,0,100
015-000200133,1623,"	015","Department of the Treasury","Post Payment Services",0,0,0,0,0,0,12.672579,13.901806,0,0,1.897104,2.4366,0,0,24.343496,26.350852,0,0,4.232819,4.302468,0,0,52.84,52.24,0,0,0,0
015-000200137,1624,"	015","Department of the Treasury","Revenue Collections Support Services (RCSS)",0,0,0,0,0,0,6.213793,6.828052,0,0,0.350409,0.431918,0,0,23.935075,8.382302,0,0,1.30306,1.218283,0,0,0,0,0,0,0,0
015-000000252,1625,"	015","Department of the Treasury","Stored Value Card (SVC)",0,0,0,0,4.963,3.49,7.032,6.365,0,0,0,0,0.714,6.594,16.802,27.268,0.342,0.344,0.493,0.654,3.25,3.25,4.5,6,0,0,0,0
009-000333929,1626,"	009","Department of Health and Human Services","FDA - Business Intelligence and Reporting",0,0,0,0,0,0,0,0,0,0,0,0,4,9.375,8.85,8.85,0,2.463,0.295,0.295,0,16.42,1.97,1.97,11.838,9.145,,
009-000339370,1627,"	009","Department of Health and Human Services","CMS Chronic Condition Warehouse (CCW)",0,0,0,0,0,0,0,0,0,0,0,0,19.636,13.714,14.395,14.395,1.914,1.136,1.42,1.42,14.08,8,10,10,14.85,15.815,,
009-000004259,1628,"	009","Department of Health and Human Services","CMS Coordination of Benefits/TROOP",0,0,0,0,0,0,0,0,0,0,0,0,11.199,15,15,15,0.213,0.213,0.213,0.213,1.5,1.5,1.5,1.5,15.213,15.213,,
009-000001472,1629,"	009","Department of Health and Human Services","CMS Integrated Data Repository (IDR)",0,0,0,0,39.247,2.6,0,0,0,0,0,0,41.263,16.191,20.479,23.415,3.42,0.852,0.852,1.136,38,6,6,8,13.853,14.541,239.257,214.153
009-000327960,1630,"	009","Department of Health and Human Services","CMS Healthcare Fraud Prevention Partnership (HFPP)",4.4,0,0,0,0,4.4,4.532,0.551,0.568,0.068,0.068,0.068,0,10.6,8.468,13.449,0,0.5,0.5,0.5,4,4,4,4,10.668,-8.682,217.714,-39.02
009-000348468,1631,"	009","Department of Health and Human Services","CMS Hospital Quality Reporting (HQR)",0,6,6,6,0,59.301,51.12,50.88,0,1.772,1.772,1.789,0,43.534,38.08,37.92,0,1.182,1.182,1.193,0,20.8,20.8,21,111.789,98.154,,
009-000348474,1632,"	009","Department of Health and Human Services","CMS Physician Quality Reporting System (PQRS)",0,1.5,1.5,1.5,0,40.507,36.24,39.36,0,1.704,1.704,1.789,0,28.005,25.16,27.24,0,1.136,1.136,1.193,0,20,20,21,72.852,65.74,,
009-000348477,1633,"	009","Department of Health and Human Services","CMS Quality Enterprise Services",0,6,6,6,0,15,13.8,5.1,0,1.159,1.159,1.193,0,14,13.2,7.4,0,0.772,0.772,0.795,0,13.6,13.6,14,36.931,34.931,,
005-000000185,1634,"	005","Department of Agriculture","APHIS-Certification, Accreditation, Registration, Permitting, and Other Licensing (CARPOL)",1.291,0,0,0,5.022,11.842,10.012,9.7,0,0.585,1.119,0.913,0,0,2.6,2.6,0,0,0,1.119,3,4,6,7,7.405,7.211,147.451,110.598
005-000003010,1635,"	005","Department of Agriculture",OCFO-FSSP-Pegasys,0,0,0,0,0,0,5.511,5.4,,0,3.576,3.715,0,0,20.601,21.233,0,0,6.358,6.641,0,0,71,71,0,0,,0
005-000001638,1636,"	005","Department of Agriculture","FSA-0111 Common Farm Programs Systems",0,0,0,0,53.585,12.591,14.208,2.557,8.14,1.141,1.63,0.438,34.237,5.552,8.348,2.72,4.978,0.772,0.588,1.063,33,15.25,18,12,8.832,13.471,78.689,119.181
027-000000081,1637,"	027","Office of Personnel Management","Enterprise Case Management System (ECMS)",0,0.889904,0.907702,0.925856,0,5.43938,5.03027,5.181178,0,0.125,0.5,0.5,0,0,5.93691,4.002474,0,0,0,0,0,1,4,4,0,0,0,0
018-000000155,1638,"	018","Department of Education","FSA Security Program",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.715,8.628,0,0,2.415,2.415,0,0,18,18,0,0,0,0
018-000002610,1639,"	018","Department of Education","Ombudsman Case Tracking System and Coalition of Federal Ombudsman Website (OCTS)",0,0,0,0,0,4.932048,1.854,0.973,0.26,0,0.015,0.015,3.655,0.27778,0.84381,1.029,0.173,0.08,0.14,0.14,3,1,1,1,4.269828,2.85281,418.6,0
012-000000087,1640,"	012","Department of Labor","Cross Agency Data Sharing",0,0,0,0,0,16.215954,0,0,0,0.136,0,0,0,0,3.4,3.4,0,0,0.075,0.068,0,1,1,1,3.851954,1.813178,30.8,109.1
005-000003015,1641,"	005","Department of Agriculture","FSA-124 Service and Outreach to Agricultural Communities",0,0,0,0,0,0,0.36,0.586,,0,0.057,0,0,0,3.966,2.796,0,0,0.041,0.029,0,0,0.77,0.23,0,4.424,,
020-000000033,1642,"	020","Environmental Protection Agency","DS-Discovery Services",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.113,6.457,0,0,0,0,0,0,0,0,0,4.113,0,0
005-999990010,1643,"	005","Department of Agriculture",FS-Recreation.gov,0,0,0,0,0,0,0,0,,0,0,0,0,0,0.34,0.34,0,0,0,0,0,0,0,0,0,0.34,,
005-000003030,1644,"	005","Department of Agriculture","FS-Forest Service Provided Shared Services",0,0,0,0,0,0,0.3,0,,0,0,0,0,0,9.903,10.174,0,0,0.383,0.383,0,0,0,0,0,10.586,,
005-000001583,1645,"	005","Department of Agriculture","FSA-072 Aerial Photography Field Office Requirements",6.892,0,0,0,2.835,1.679,0,0,0,0,0,0,11.503,2.489,12.443,11.817,0,1.129,1.141,1.126,61,9,9,9,3.811,12.098,256.46,814.132
005-000002223,1646,"	005","Department of Agriculture","FS-Natural Resource Manager (NRM)",0,0,0,0,50.527,0,0,0,23.788,0,0,0,223.856,19.72,20.42,20.42,88.361,1.28,0.58,0.58,162,81,81,81,-1.468,0,-6.534,0
018-000001151,1647,"	018","Department of Education","Enterprise Data Warehouse and Analytics (EDWA)",0,0,0,0,0,0,2.928,5.625,0,0,0.791,0.791,0,0,5.823,5.823,0,0,0.623,0.609,0,0,11,10,0,-2.072,0,-16.9
010-000000406,1648,"	010","Department of the Interior","FWS - Environmental Conservation Online System (ECOS)",6.204,1.48175,0.2,0.2,4.833,1.48175,2.1437,2.14295,0.8145,0.0775,0.0783,0.07905,9.554,1.6451,1.62598,1.63794,1.6455,0.1525,0.15402,0.15556,27,2,2,2,4.8386,4.202,0,0
010-000000456,1649,"	010","Department of the Interior","FWS - LEMIS",1.361,0.04,0.075,0.025,1.56,0.1,0.1,0.1,1.56,0.02,0,0,3.3905,0.570937,0.5335,0.5335,2.274871,0.445067,0.475,0.495,40,3,3,3,1.176004,1.1835,0,0
012-000000106,1650,"	012","Department of Labor","OCIO - IT Infrastructure Operations",0,4.098954,0,0,0,16.398816,0,0,0,0.571685,0,0,0,61.484311,34.449721,34.839721,0,2.286738,2.858422,2.858422,0,24,31,31,0.003,-57.738666,0,-60.7
012-000000107,1651,"	012","Department of Labor","OCIO - IT Network Services",0,2.502638,0,0,0,8.750548,0,0,0,0.133799,0,0,0,33.759554,48.651645,48.651645,0,0.535194,0.987248,0.987248,0,6,8,8,1.0E-6,-1.540158,0,-3
027-000000168,1652,"	027","Office of Personnel Management","Enterprise Migration to Infrastructure-as-a-Service (IaaS)",0,0,0,0,28.642839,38.357161,24.4,4.873336,0,0,0,0,0,0,34.116465,37.969827,0,0,0,2.52364,0,0,0,16,38.357161,58.516465,0,0
429-000008400,1653,"	429","Nuclear Regulatory Commission","Reactor Licensing and Oversight",0,0,0,0,0,0.45376,2.879,3.598,0,0,0.169,0.0855,0,0.688,3.921,3.738,0,0.05053,1.521,1.7955,0,1,10,11,1.19229,8.49,0,0
016-000002257,1654,"	016","Social Security Administration","IT Modernization",0,0,0,0,0,50.849,13.793,60,0,0,10.907,11.295,0,0,0,0,0,0,0,0,0,0,77,77,50.849,24.7,0,0
009-000348476,1655,"	009","Department of Health and Human Services","CMS Quality Improvement Organizations (QIO) Information Systems",0,3,3,3.5,0,13.8,10.8,18.1,0,1.022,1.022,1.108,0,11.2,9.2,14.4,0,0.682,0.682,0.738,0,12,12,13,29.704,24.704,,
007-000100462,1656,"	007","Department of Defense","Defense Medical Information Exchange",0,0,0,0,14.692,27.013,11.248,0,0,0,0,0,0,0,56.375,54.198,0,0,3.368,3.07,0,0,19,17,27.013,0.248,0,0
007-000000247,1657,"	007","Department of Defense","Enterprise Information Services",0,0,0,0,0,0,0,0,0,0,0,0,3.419,3.296,3.292,3.331,0,0.058,0.059,0.06,0,0,0,0,-4.88,-46.24,-59,-93
007-000000343,1658,"	007","Department of Defense","ENTERPRISE LICENSE AGREEMENTS",0,0,0,0,0,0,0,0,0,0,0,0,267.187,260.595,274.292,304.648,0,0.756,0.79,0.842,0,6,6,6,0.756,0.79,0,0
007-000001998,1659,"	007","Department of Defense","DLA Computing Infrastructure",0,0,0,0,6.789,3.909,8.36,7.758,0,0,0,0,225.7,258.444,236.661,233.786,128.39,125.445,138.137,125.372,1209,1195,1251,1104,180.946,197.754,87,107
007-000002002,1661,"	007","Department of Defense","DLA Communications Infrastructure",0,0,0,0,0,5.491,20.713,11.322,0,0,0,0,0,96.525,133.497,130.391,0,16.572,18.81,15.41,0,138,165,134,-35.45,4.22,-23,2
007-000002756,1664,"	007","Department of Defense","CFFC Base-Level Computing Capabilities",0,0,0,0,36.368,4.759,0,0,4.482,0.799,0.711,1.169,702.73,2.885,0.01,0,1071.35,145.638,150.732,158.201,14250,1653,1719,1778,-101.197,-102.562,-40,-40
007-000003942,1665,"	007","Department of Defense","AFMC Network Services",0,0,0,0,0,0,0,0,0,0,0,0,0.287,0.027,0.027,0.027,0.015,0.018,0.018,0.018,0,0,0,0,-45.612,-46.494,-100,-100
007-000005087,1666,"	007","Department of Defense","SPECIAL OPERATIONS FORCES-C4 INFO INFRASTRUCTURE PROGRAM",0,0,0,0,0,0,0,0,0,0,0,0,26,5.251,6.47,6.731,64,30.015,42.565,43.615,400,400,475,485,0,0,0,0
007-000002174,1667,"	007","Department of Defense","AF NC3-MEECN Operations & Sustainment",0,0,0,0,0,0,0,0,0,0,0,0,58.049,15.698,21.647,17.569,48.017,10.746,12.601,12.487,635,144,164,159,-225.902,-1.059,-90,-3
006-000312900,1668,"	006","Department of Commerce","NOAA/NWS/ Dissemination",1.5,0,0,0,70.784,44.219,44.903,33.838,1.691,0.34,0.34,0.34,266.853,10.065,8.87,8.87,102.477,9.06,9.06,9.06,981,62,62,62,0,0,0,0
009-000005321,1669,"	009","Department of Health and Human Services","FDA - Cybersecurity Program",0,0,0,0,0,0,0,0,0,0,0,0,82.922,6.013,7.982,7.982,14.852,5.597,7.922,7.922,118,37.32,52.81,52.81,11.61,15.904,,
009-000353235,1670,"	009","Department of Health and Human Services","FDA ORA Imports",0,0,0,0,0,0,15.6,15.6,0,0,0.3,0.3,0,0,6.161,6.161,0,0,0.3,0.3,0,0,4,4,0,22.361,,
015-000200177,1671,"	015","Department of the Treasury","Achieving A Better Life Experience (ABLE)",,,,,0,0,30,6,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0
015-999990254,1672,"	015","Department of the Treasury","Budget Formulation and Execution Manager (BFEM)",,,,,0,0,0.319709,0.43,0,0,0,0,,,,,,,,,0,0,0.1,0.1,0,0,0,0
015-000200176,1673,"	015","Department of the Treasury","Health Coverage Tax Credit (HCTC)",,,,,0,0,13.334752,5.734836,0,0,7.283,0,,,,,,,,,0,0,0,0,0,0,0,0
009-000255276,1674,"	009","Department of Health and Human Services","FDA CTP Regulatory Compliance and Inspection",18.913,8.55,8.107,5.59,0,0,0,0,1.689,0.45,0.45,0.45,3.427,0.564,4.296,4.352,0,0,0,0,10.5,3,3,3,9.564,12.853,,
012-000000122,1675,"	012","Department of Labor","Unified Communications",0,0,1.42,0,0,0,12.58,43.384,0,0,0.15,0.274,0,0,0,0,0,0,0,0,0,0,1,2,0,14.15,0,0
009-000276359,1676,"	009","Department of Health and Human Services","FDA CTP Regulatory Submission Receipt and Analysis",0,0,0,0,19.557,7.95,19.274,20.667,2.892,0.45,0.45,0.45,4.737,0.321,3.09,3.215,0,0,0,0,19,3,3,3,8.721,22.814,,
009-000327771,1677,"	009","Department of Health and Human Services","FDA - Enterprise Architecture and Engineering",0,0,0,0,0,0,0,0,0,0,0,0,5.727,8.292,9.177,7.678,3.825,1.663,6.475,2.997,25.5,11.08,43.17,19.99,9.955,15.652,,
014-000000475,1678,"	014","Department of State","INV - Enterprise Infrastructure & Operations",0,0,0,0,0,0,99.638,20.877,0,2.208,2.24,2.397,0,0,221.435,193.395,0,5.382,6.58,6.768,0,55,63,65,7.59,329.893,,
014-000000474,1679,"	014","Department of State","INV - Service Production Systems",0,0,0,0,0,0,53.446,39.552,0,2.76,2.8,2.538,0,0,85.3,50.384,0,3.45,3.5,3.666,0,45,45,44,6.21,145.046,,
015-000200175,1680,"	015","Department of the Treasury","Event Driven Architecture",,,,,0,0,0,22.4659,0,0,1.809,4.153085,,,,,,,,,0,0,0,0,0,100,0,4.3486
009-000348466,1681,"	009","Department of Health and Human Services","CMS ESRD Quality Reporting System (EQRS)",0,0,5,5,0,0,21.583,21.883,0,0,1.159,1.193,0,0,17.722,17.922,0,0,0.772,0.795,0,0,13.6,14,0,46.236,,
009-000329429,1682,"	009","Department of Health and Human Services","HHS Email as a Service (EaaS) Investment",0,4.27,0,0,0,4.44,4.81,0,0,0.3,0.3,0,0,0,0,1.63,0,0,0,0.3,0,0,3,3,6.846,2.661,316.359,108.657
