"Agency Code (Investment)","Agency Name (Investment)","Bureau Code (Investment)","Parent UII","Parent Investment Title","Funding Source UII","Investment Category","Line Item Descriptor","Budget Account Code","Budget Account Name","Agency Code (from Budget Account)","Bureau Code (from Budget Account)","Alternative Bureau Code","Total IT Spending FY2015 (PY) ($ M)","Total IT Spending FY2016 (CY) ($ M)","Total IT Spending FY2017 (BY) ($ M)","DME PY Agency Funding ($ M)","DME PY Contributions ($ M)","DME CY Agency Funding ($ M)","DME CY Contributions ($ M)","DME BY Agency Funding ($ M)","DME BY Contributions ($ M)","O&M PY Agency Funding ($ M)","O&M PY Contributions ($ M)","O&M CY Agency Funding ($ M)","O&M CY Contributions ($ M)","O&M BY Agency Funding ($ M)","O&M BY Contributions ($ M)","IT Portfolio Funding Sources ID","IT Portfolio ID","Updated Date","Updated Time"
"	015","Department of the Treasury","	12",015-999990047,USAspending.gov,015-999990047,"	48","	04",015-12-0520,"Salaries and Expenses, Fiscal Service","	015","	12","	12",0,15.004,4.534,0,0,15.004,0,4.534,0,0,0,0,0,0,0,582537,426529,2016-01-14,22:37:05
"	015","Department of the Treasury","	57",015-000200142,"Core Examination Systems Application",015-000200142,"	00","	04",015-57-8413,"Assessment Funds","	015","	57","	57",6.9,7.8,8,0,0,0,0,0,0,6.9,0,7.8,0,8,0,582538,426530,2016-01-14,22:37:05
"	015","Department of the Treasury","	57",015-000200143,"Reporting & Analytics Application",015-000200143,"	00","	04",015-57-8413,"Assessment Funds","	015","	57","	57",6.6,7.8,8,0,0,0,0,0,0,6.6,0,7.8,0,8,0,582539,426531,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-999991218,"Treasury USAJobs.gov",015-999991218,"	24","	04",015-05-4560,"Treasury Franchise Fund","	015","	05","	05",0.668762,0.680491,0.687296,0,0,0,0,0,0,0.668762,0,0.680491,0,0.687296,0,582540,426532,2016-01-14,22:37:05
"	015","Department of the Treasury","	57",015-000200144,"OMBUD, COS/PA, BankNet Application",015-000200144,"	00","	04",015-57-8413,"Assessment Funds","	015","	57","	57",6.3,7.1,7.3,0,0,0,0,0,0,6.3,0,7.1,0,7.3,0,582541,426533,2016-01-14,22:37:05
"	015","Department of the Treasury","	57",015-000000342,"OCC IT Infrastructure Telecommunications Services and Support (TSS)",015-000000342,"	00","	04",015-57-8413,"Assessment Funds","	015","	57","	57",18.1,17,17.5,0,0,0,0,0,0,18.1,0,17,0,17.5,0,582542,426534,2016-01-14,22:37:05
"	015","Department of the Treasury","	57",015-000000340,"OCC IT Infrastructure Server Support Services (SSS) (Previous title ""OCC IT Infrastructure Mainframes and Servers Support Services (MSSS)"")",015-000000340,"	00","	04",015-57-8413,"Assessment Funds","	015","	57","	57",12.9,17.4,17.9,0,0,0,0,0,0,12.9,0,17.4,0,17.9,0,582543,426535,2016-01-14,22:37:05
"	015","Department of the Treasury","	57",015-000200147,"Cyber Security",015-000200147,"	00","	04",015-57-8413,"Assessment Funds","	015","	57","	57",8,8.2,8.4,0,0,0,0,0,0,8,0,8.2,0,8.4,0,582544,426536,2016-01-14,22:37:05
"	015","Department of the Treasury","	57",015-000200149,"Database Administration",015-000200149,"	00","	04",015-57-8413,"Assessment Funds","	015","	57","	57",4,3.9,4,0,0,0,0,0,0,4,0,3.9,0,4,0,582545,426537,2016-01-14,22:37:05
"	015","Department of the Treasury","	57",015-000000341,"OCC IT Infrastructure End User Services and Support (EUSS)",015-000000341,"	00","	04",015-57-8413,"Assessment Funds","	015","	57","	57",70.8,65.7,67.7,0,0,0,0,0,0,70.8,0,65.7,0,67.7,0,582546,426538,2016-01-14,22:37:05
"	015","Department of the Treasury","	57",015-000200148,"Non-Application Services Contract Application",015-000200148,"	00","	04",015-57-8413,"Assessment Funds","	015","	57","	57",6.9,8.8,9.1,0,0,0,0,0,0,6.9,0,8.8,0,9.1,0,582547,426539,2016-01-14,22:37:05
"	015","Department of the Treasury","	57",015-000200146,"ECON, CCO, ITS, OM Application",015-000200146,"	00","	04",015-57-8413,"Assessment Funds","	015","	57","	57",9,8.8,9.1,0,0,0,0,0,0,9,0,8.8,0,9.1,0,582548,426540,2016-01-14,22:37:05
"	015","Department of the Treasury","	57",015-000200151,"Enterprise Architecture",015-000200151,"	00","	04",015-57-8413,"Assessment Funds","	015","	57","	57",3.9,6.7,6.9,0,0,0,0,0,0,3.9,0,6.7,0,6.9,0,582549,426541,2016-01-14,22:37:05
"	015","Department of the Treasury","	57",015-000200150,"Enterprise Data Management",015-000200150,"	00","	04",015-57-8413,"Assessment Funds","	015","	57","	57",5.3,6.6,6.8,0,0,0,0,0,0,5.3,0,6.6,0,6.8,0,582550,426542,2016-01-14,22:37:05
"	015","Department of the Treasury","	57",015-000200145,"Exam Planning and Strategy Application",015-000200145,"	00","	04",015-57-8413,"Assessment Funds","	015","	57","	57",3.7,4.2,4.3,0,0,0,0,0,0,3.7,0,4.2,0,4.3,0,582551,426543,2016-01-14,22:37:05
"	015","Department of the Treasury","	04",015-000000244,"Cross Border",015-000000244,"	00","	04",015-04-0173,"Salaries and Expenses","	015","	04","	04",1.099,4.214,4.217,0,0,0,0,0,0,1.099,0,4.214,0,4.217,0,582552,426544,2016-01-14,22:37:05
"	015","Department of the Treasury","	04",015-000000155,Egmont,015-000000155,"	00","	04",015-04-0173,"Salaries and Expenses","	015","	04","	04",1.301,0.359,0.362,0.938,0,0,0,0,0,0.363,0,0.359,0,0.362,0,582553,426545,2016-01-14,22:37:05
"	015","Department of the Treasury","	04",015-000200054,FICAM,015-000200054,"	00","	04",015-04-0173,"Salaries and Expenses","	015","	04","	04",0.441,0.412,0.418,0,0,0,0,0,0,0.441,0,0.412,0,0.418,0,582554,426546,2016-01-14,22:37:05
"	015","Department of the Treasury","	04",015-000000372,"FinCEN End User Support",015-000000372,"	00","	04",015-04-0173,"Salaries and Expenses","	015","	04","	04",3.574,2.368,2.369,0,0,0,0,0,0,3.574,0,2.368,0,2.369,0,582555,426547,2016-01-14,22:37:05
"	015","Department of the Treasury","	04",015-000200022,"FinCEN Enterprise Architecture (EA)",015-000200022,"	00","	04",015-04-0173,"Salaries and Expenses","	015","	04","	04",0.299,0.281,0.286,0,0,0,0,0,0,0.299,0,0.281,0,0.286,0,582556,426548,2016-01-14,22:37:05
"	015","Department of the Treasury","	04",015-000000371,"FinCEN IT Infrastructure Mainframes and Servers Services and Support",015-000000371,"	00","	04",015-04-0173,"Salaries and Expenses","	015","	04","	04",8.083,7.306,7.305,0,0,0,0,0,0,8.083,0,7.306,0,7.305,0,582557,426549,2016-01-14,22:37:05
"	015","Department of the Treasury","	04",015-000000370,"FinCEN Telecommunications (ITT TSS)",015-000000370,"	00","	04",015-04-0173,"Salaries and Expenses","	015","	04","	04",1.814,1.964,2.016,0,0,0,0,0,0,1.814,0,1.964,0,2.016,0,582558,426550,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-999990010,"Security, Suitability, and Credentialing LoB",015-999990010,"	24","	04",015-05-4560,"Treasury Franchise Fund","	015","	05","	05",0,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0,0.5,0,582559,426551,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000000385,"Cyber Security Improvements",015-000000385,"	00","	04",015-05-0101,"Salaries and Expenses","	015","	05","	05",0.397,0.554,41.647,0,0,0,0,0,0,0.397,0,0.554,0,41.647,0,582560,426552,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000000385,"Cyber Security Improvements",015-000000385,"	00","	04",015-05-0115,"Department-wide Systems and Capital Investments Programs","	015","	05","	05",1.5,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,582561,426552,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000000385,"Cyber Security Improvements",015-000000385,"	00","	04",015-05-4560,"Treasury Franchise Fund","	015","	05","	05",1.085,1.875892,2.510225,0,0,0,0,0,0,1.085,0,1.875892,0,2.510225,0,582562,426552,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000000035,"DC Pensions System to Administer Retirement (STAR)",015-000000035,"	00","	04",015-05-0101,"Salaries and Expenses","	015","	05","	05",5.612,6.516,6.554,0,0,0,0,0,0,5.612,0,6.516,0,6.554,0,582563,426553,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000000192,"DO Combined Application Systems (DCAS)",015-000000192,"	00","	04",015-05-0101,"Salaries and Expenses","	015","	05","	05",1.898318,1.898318,1.898318,0,0,0,0,0,0,1.898318,0,1.898318,0,1.898318,0,582564,426554,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000000362,"DO IT Infrastructure End User Systems and Support (ITI EUSS)",015-000000362,"	00","	04",015-05-0101,"Salaries and Expenses","	015","	05","	05",16.856708,12.825705,13.082219,0,0,0,0,0,0,16.856708,0,12.825705,0,13.082219,0,582565,426555,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000000363,"DO IT Infrastructure Mainframes and Servers Services and Support (ITI MSSS)",015-000000363,"	00","	04",015-05-0101,"Salaries and Expenses","	015","	05","	05",12.724401,10.228228,10.432793,0,0,0,0,0,0,12.724401,0,10.228228,0,10.432793,0,582566,426556,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000200043,"DO LAN Cyber Security Improvements",015-000200043,"	00","	04",015-05-0101,"Salaries and Expenses","	015","	05","	05",4.876,4.928,3.936,1.83554,0,1.580798,0,1.612414,0,3.04046,0,3.347202,0,2.323586,0,582567,426557,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000200085,"DO Network",015-000200085,"	00","	04",015-05-0101,"Salaries and Expenses","	015","	05","	05",4.055681,3.6643,3.734659,0,0,0,0,0,0,4.055681,0,3.6643,0,3.734659,0,582568,426558,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000200163,"Enterprise Infrastructure Reserve (EIR)",015-000200163,"	00","	04",015-05-4560,"Treasury Franchise Fund","	015","	05","	05",0,1.444835,1.444835,0,0,0,0,0,0,0,0,1.444835,0,1.444835,0,582569,426559,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000200162,"Enterprise Infrastructure Services (EIS)",015-000200162,"	00","	04",015-05-4560,"Treasury Franchise Fund","	015","	05","	05",7.30117,4.118922,4.128954,0,0,0,0,0,0,7.30117,0,4.118922,0,4.128954,0,582570,426560,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000000028,"Financial Analysis and Reporting System (FARS)",015-000000028,"	00","	04",015-05-0101,"Salaries and Expenses","	015","	05","	05",0,0.255095,0.050652,0,0,0.206855,0,0,0,0,0,0.04824,0,0.050652,0,582571,426561,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000000028,"Financial Analysis and Reporting System (FARS)",015-000000028,"	00","	04",015-05-4560,"Treasury Franchise Fund","	015","	05","	05",2.077669,2.395494,2.396494,0.162643,0,0.067295,0,0.067295,0,1.915026,0,2.328199,0,2.329199,0,582572,426561,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000000066,"Treasury Enterprise Identity, Credential and Access Management (TEICAM)",015-000000066,"	00","	04",015-05-0119,"Treasury Inspector General for Tax Administration","	015","	05","	05",0,0.0024,0.0024,0,0,0,0,0,0,0,0,0.0024,0,0.0024,0,582573,426562,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000000066,"Treasury Enterprise Identity, Credential and Access Management (TEICAM)",015-000000066,"	00","	04",015-45-0919,"Operations Support","	015","	45","	05",0,3.735748,3.735748,0,0,2.720013,0,2.720013,0,0,0,1.015735,0,1.015735,0,582574,426562,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000000066,"Treasury Enterprise Identity, Credential and Access Management (TEICAM)",015-000000066,"	00","	04",015-05-4560,"Treasury Franchise Fund","	015","	05","	05",53.714943,16.395882,16.400568,31.816745,0,2.230686,0,2.286443,0,21.898198,0,14.165196,0,14.114125,0,582575,426562,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000000066,"Treasury Enterprise Identity, Credential and Access Management (TEICAM)",015-000000066,"	00","	04",015-20-4502,"Bureau of Engraving and Printing Fund","	015","	20","	05",0,0.3,0.1,0,0,0.25,0,0,0,0,0,0.05,0,0.1,0,582576,426562,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000000066,"Treasury Enterprise Identity, Credential and Access Management (TEICAM)",015-000000066,"	00","	04",015-25-4159,"United States Mint Public Enterprise Fund","	015","	25","	05",0,0.45,0.45,0,0,0.45,0,0.45,0,0,0,0,0,0,0,582577,426562,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000200039,"Fiscal Projections System (FPS) (Formerly new Fiscal Projection System (nFPS))",015-000200039,"	00","	04",015-12-1884,"Federal Reserve Bank Reimbursement Fund","	015","	12","	05",7.954739,7.726256,7.340582,0,0,0,0,0,0,7.954739,0,7.726256,0,7.340582,0,582578,426563,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000000118,"Foreign Credit Reporting System (FCRS) - DO",015-000000118,"	00","	04",015-05-0101,"Salaries and Expenses","	015","	05","	05",0.275,0.275,0.135,0,0,0,0,0,0,0.275,0,0.275,0,0.135,0,582579,426564,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000200045,"Government Security Operations Center (GSOC)",015-000200045,"	00","	04",015-05-0101,"Salaries and Expenses","	015","	05","	05",7,2.6,2.652,5.709484,0,1.309484,0,1.335674,0,1.290516,0,1.290516,0,1.316326,0,582580,426565,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000200045,"Government Security Operations Center (GSOC)",015-000200045,"	00","	04",015-05-4560,"Treasury Franchise Fund","	015","	05","	05",7.129935,7.359152,7.643855,0,0,0,0,0,0,7.129935,0,7.359152,0,7.643855,0,582581,426565,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000000001,"HR LoB - HR Connect",015-000000001,"	48","	04",015-05-0101,"Salaries and Expenses","	015","	05","	05",0.911746,0.599748,0.581729,0,0,0.019812,0,0,0,0.911746,0,0.579936,0,0.581729,0,582582,426566,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000000001,"HR LoB - HR Connect",015-000000001,"	48","	04",015-04-0173,"Salaries and Expenses","	015","	04","	05",0.050361,0.0581,0.069393,0,0,0.00434,0,0,0,0.050361,0,0.05376,0,0.069393,0,582583,426566,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000000001,"HR LoB - HR Connect",015-000000001,"	48","	04",015-05-0106,"Office of Inspector General","	015","	05","	05",0.029926,0.031964,0.03842,0,0,0.002387,0,0,0,0.029926,0,0.029577,0,0.03842,0,582584,426566,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000000001,"HR LoB - HR Connect",015-000000001,"	48","	04",015-05-0119,"Treasury Inspector General for Tax Administration","	015","	05","	05",0.129115,0.159808,0.167593,0,0,0.011937,0,0,0,0.129115,0,0.147871,0,0.167593,0,582585,426566,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000000001,"HR LoB - HR Connect",015-000000001,"	48","	04",015-13-1008,"Salaries and Expenses","	015","	13","	05",0.078904,0.100105,0.114139,0,0,0.011774,0,0,0,0.078904,0,0.088331,0,0.114139,0,582586,426566,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000000001,"HR LoB - HR Connect",015-000000001,"	48","	04",015-25-4159,"United States Mint Public Enterprise Fund","	015","	25","	05",0.289172,0.342639,0.342639,0,0,0.025595,0,0,0,0.289172,0,0.317044,0,0.342639,0,582587,426566,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000000001,"HR LoB - HR Connect",015-000000001,"	48","	04",015-20-4502,"Bureau of Engraving and Printing Fund","	015","	20","	05",0.511641,0.705893,0.705893,0,0,0.02792,0,0,0,0.511641,0,0.677973,0,0.705893,0,582588,426566,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000000001,"HR LoB - HR Connect",015-000000001,"	48","	04",015-57-8413,"Assessment Funds","	015","	57","	05",0.64378,0.789684,0.789684,0,0,0.058988,0,0,0,0.64378,0,0.730696,0,0.789684,0,582589,426566,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000000001,"HR LoB - HR Connect",015-000000001,"	48","	04",015-45-0919,"Operations Support","	015","	45","	05",18.883673,19.659603,19.659603,0,0,1.873274,0,0,0,18.883673,0,17.786329,0,19.659603,0,582590,426566,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000000001,"HR LoB - HR Connect",015-000000001,"	48","	04",015-05-0128,"Office of Financial Stability","	015","	05","	05",0.02364,0.014321,0.017228,0,0,0.001069,0,0,0,0.02364,0,0.013252,0,0.017228,0,582591,426566,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000000001,"HR LoB - HR Connect",015-000000001,"	48","	04",015-05-0133,"Special Inspector General for the Troubled Asset Relief Program","	015","	05","	05",0.028514,0.030719,0.036872,0,0,0.002294,0,0,0,0.028514,0,0.028425,0,0.036872,0,582592,426566,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000000001,"HR LoB - HR Connect",015-000000001,"	48","	04",015-05-0142,"State Small Business Credit Initiative","	015","	05","	05",0.001741,0.005603,0.006737,0,0,0.000418,0,0,0,0.001741,0,0.005185,0,0.006737,0,582593,426566,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000000001,"HR LoB - HR Connect",015-000000001,"	48","	04",015-05-1881,"Community Development Financial Institutions Fund Program Account","	015","	05","	05",0.012051,0.015151,0.018147,0,0,0.001131,0,0,0,0.012051,0,0.01402,0,0.018147,0,582594,426566,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000000001,"HR LoB - HR Connect",015-000000001,"	48","	04",015-05-4349,"Small Business Lending Fund Financing Account","	015","	05","	05",0.004066,0.003943,0.000157,0,0,0.000294,0,0,0,0.004066,0,0.003649,0,0.000157,0,582595,426566,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000000001,"HR LoB - HR Connect",015-000000001,"	48","	04",015-05-4560,"Treasury Franchise Fund","	015","	05","	05",0,0,0,0,5.654324,0,7.217687,0,0,0,21.051524,0,21.676386,0,28.832411,582596,426566,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000000001,"HR LoB - HR Connect",015-000000001,"	48","	04",015-05-5590,"Financial Research Fund","	015","	05","	05",0.024224,0.042982,0.051269,0,0,0.003209,0,0,0,0.024224,0,0.039773,0,0.051269,0,582597,426566,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000000001,"HR LoB - HR Connect",015-000000001,"	48","	04",015-11-4521,"Federal Financing Bank","	015","	11","	05",0.002614,0.00249,0.003001,0,0,0.000186,0,0,0,0.002614,0,0.002304,0,0.003001,0,582598,426566,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000000001,"HR LoB - HR Connect",015-000000001,"	48","	04",015-12-0520,"Salaries and Expenses, Fiscal Service","	015","	12","	05",0.700687,1.301477,1.323815,0,0,0.092831,0,0,0,0.700687,0,1.208646,0,1.323815,0,582599,426566,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000000424,"HR LoB InCompass Performance Management",015-000000424,"	00","	04",015-05-0101,"Salaries and Expenses","	015","	05","	05",0.298533,0.298533,0.298533,0,0,0,0,0,0,0.298533,0,0.298533,0,0.298533,0,582600,426567,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-999990230,"Integrated Award Environment",015-999990230,"	24","	04",015-05-4560,"Treasury Franchise Fund","	015","	05","	05",0.871704,0.871704,0.85721,0,0,0,0,0,0,0.871704,0,0.871704,0,0.85721,0,582601,426568,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000000435,"Integrated Library System (ILS)",015-000000435,"	00","	04",015-05-0101,"Salaries and Expenses","	015","	05","	05",0.06,0.112,0.12,0,0,0,0,0,0,0.06,0,0.112,0,0.12,0,582602,426569,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000000185,"OFAC Call Center System",015-000000185,"	00","	04",015-05-0101,"Salaries and Expenses","	015","	05","	05",0.07,0.07,0.16,0,0,0,0,0,0,0.07,0,0.07,0,0.16,0,582603,426570,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000000187,"OFAC Consolidated Technology Systems",015-000000187,"	00","	04",015-05-0101,"Salaries and Expenses","	015","	05","	05",2.24,1.44,2.72,0.92,0,0,0,0,0,1.32,0,1.44,0,2.72,0,582604,426571,2016-01-14,22:37:05
"	015","Department of the Treasury","	05",015-000200160,"OFR IT Infrastructure End User Services and Support (EUSS)",015-000200160,"	00","	04",015-05-5590,"Financial Research Fund","	015","	05","	05",0,7.44055,9.012077,0,0,2.232165,0,2.703623,0,0,0,5.208385,0,6.308454,0,582605,426572,2016-01-14,22:37:05
