Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Performance Metric ID,Agency Performance Metric ID,Metric Description,Unit of Measure,FEA Performance Measurement Category Mapping,Target 2013,Target 2014,Measurement Condition,Reporting Frequency,PRM Code,Latest Performance Metric Actual Id,Latest Agency Performance Metric Actual Id,Latest Actual Result,Latest Actual Status,Latest Actual Result Comment,Latest Actual Result Date,Metric Updated Date,Metric Updated Time
"024-000007591","163","024","Department of Homeland Security","FEMA - Infrastructure","2191","180028","Wireless % of reduction in total program costs from budget","Percent","102-Mission and Business Results - Support Delivery of Services","10.000000","10.000000","Over target","Semi-Annual","","76043","222366","10.000000","Met","Target Met","2014-01-22","08/29/2014","15:22:34"
"024-000007591","163","024","Department of Homeland Security","FEMA - Infrastructure","2192","180027","Wireless % NiOS system operational in production","Percent","215-Technology - Reliability and Availability","98.000000","99.000000","Over target","Semi-Annual","","76047","222367","85.000000","Met","Target Met","2014-01-22","08/29/2014","15:22:34"
"024-000007591","163","024","Department of Homeland Security","FEMA - Infrastructure","2193","180029","Wireless % accuracy one device one individual","Percent","201-Process and Activities - Financial","80.000000","90.000000","Over target","Semi-Annual","","76049","222369","70.000000","Met","Target Met","2014-01-22","08/29/2014","15:22:34"
"024-000007591","163","024","Department of Homeland Security","FEMA - Infrastructure","2194","180034","Wireless site spt - Overall customer satisfaction with DR services at JFOs","Percent","103-Mission and Business Results - Management of Government Resources","75.000000","75.000000","Over target","Monthly","","102197","232140","100.000000","Met","Target met","2014-08-11","08/29/2014","15:22:34"
"024-000007591","163","024","Department of Homeland Security","FEMA - Infrastructure","2195","180036","Wireless site spt -  Customer Satisfaction with the installation of Wireless LAN at JFO","Percent","111-Customer Results - Customer Benefit","75.000000","75.000000","Over target","Monthly","","102199","232151","100.000000","Met","Target met","2014-08-11","08/29/2014","15:22:34"
"024-000007591","163","024","Department of Homeland Security","FEMA - Infrastructure","2196","180035","Wireless Site spt - Security incidents on the Wireless LAN reported by SOC and caused by DR staff","Percent","203-Process and Activities - Cycle Time and Timeliness","75.000000","75.000000","Under target","Monthly","","102201","232150","0.000000","Met","Target met","2014-08-11","08/29/2014","15:22:34"
"024-000007591","163","024","Department of Homeland Security","FEMA - Infrastructure","2197","180033","Wireless SiteSpt - Wireless LAN systems at JFOs pass functional tests before being handed off to local IT support (Q10)","Percent","212-Technology - Quality Assurance","75.000000","75.000000","Over target","Monthly","","102203","232141","100.000000","Met","Target met","2014-08-11","08/29/2014","15:22:34"
"024-000007591","163","024","Department of Homeland Security","FEMA - Infrastructure","2198","180037","Desktop HelpDesk  Ensure customer satisfaction for overall services provided the previous month stays at or above 75% acceptable.","Percent","103-Mission and Business Results - Management of Government Resources","75.000000","75.000000","Over target","Monthly","","102205","232144","98.000000","Met","Target met","2014-08-11","08/29/2014","15:22:34"
"024-000007591","163","024","Department of Homeland Security","FEMA - Infrastructure","2199","180040","Desktop HelpDesk  Ensure the % of responses for the question: My Local IT Tech was courteous and respectful stays at or above 75% acceptable for the previous month.","Percent","111-Customer Results - Customer Benefit","75.000000","75.000000","Over target","Monthly","","102207","232147","99.000000","Met","Target met","2014-08-11","08/29/2014","15:22:34"
"024-000007591","163","024","Department of Homeland Security","FEMA - Infrastructure","2200","180038","Desktop HelpDesk  Ensure the % of responses for the question: My Local IT Tech contacted me Quickly in response to my trouble call stays at or above 75% acceptable for the previous month.","Percent","203-Process and Activities - Cycle Time and Timeliness","75.000000","75.000000","Over target","Monthly","","102209","232149","97.000000","Met","Target met","2014-08-11","08/29/2014","15:22:34"
"024-000007591","163","024","Department of Homeland Security","FEMA - Infrastructure","2201","180039","Desktop HelpDesk  Ensure the % of responses for the question: The local IT technician who returned my call or assisted me at my desk was knowledgeable stays at or above 75% acceptable for the previous month.","Percent","212-Technology - Quality Assurance","75.000000","75.000000","Over target","Monthly","","102211","232143","98.000000","Met","Target met","2014-08-11","08/29/2014","15:22:34"
"024-000007591","163","024","Department of Homeland Security","FEMA - Infrastructure","2202","180057","Network % of customer complaints on network services","Percent","111-Customer Results - Customer Benefit","75.000000","75.000000","Under target","Semi-Annual","","14907","","7.000000","","","","08/29/2014","15:22:34"
"024-000007591","163","024","Department of Homeland Security","FEMA - Infrastructure","2203","180058","Network % of reduction in total program costs from budget","Percent","102-Mission and Business Results - Support Delivery of Services","0.030000","0.030000","Over target","Semi-Annual","","14909","","5.000000","","","","08/29/2014","15:22:34"
"024-000007591","163","024","Department of Homeland Security","FEMA - Infrastructure","2204","180060","Network Ratio of unscheduled network availability to unscheduled down time.","Percent","215-Technology - Reliability and Availability","0.956000","0.956000","Under target","Quarterly","","14911","","98.000000","","","","08/29/2014","15:22:34"
"024-000007591","163","024","Department of Homeland Security","FEMA - Infrastructure","2205","180059","Network % of DHS network security compliance","Percent","205-Process and Activities - Security and Privacy","91.000000","92.000000","Over target","Semi-Annual","","14913","","95.000000","","","","08/29/2014","15:22:34"
"024-000007591","163","024","Department of Homeland Security","FEMA - Infrastructure","2206","180067","Site Services - Emergency 0-day patches were deployed within 8 business hours of receipt","Percent","103-Mission and Business Results - Management of Government Resources","94.000000","94.000000","Over target","Monthly","","102213","232145","100.000000","Met","Target met","2014-08-11","08/29/2014","15:22:34"
"024-000007591","163","024","Department of Homeland Security","FEMA - Infrastructure","2207","180065","Site Services - Deployment of critical patches began within 3 business days of patch availability","Percent","114-Customer Results - Service Quality","95.000000","95.000000","Over target","Monthly","","102215","232146","100.000000","Met","Target met","2014-08-11","08/29/2014","15:22:34"
"024-000007591","163","024","Department of Homeland Security","FEMA - Infrastructure","2208","180068","Site Services - Machines failing to meet security criteria submitted for removal from the domain within 30 days of being identified","Percent","205-Process and Activities - Security and Privacy","5.000000","5.000000","Over target","Monthly","","102217","232138","100.000000","Met","Target met","2014-08-11","08/29/2014","15:22:34"
"024-000007591","163","024","Department of Homeland Security","FEMA - Infrastructure","2209","180066","Site Services - Client patches applied have reached 95% of online FEMA machines","Percent","212-Technology - Quality Assurance","95.000000","95.000000","Over target","Monthly","","102219","232139","95.000000","Met","Target met","2014-08-11","08/29/2014","15:22:34"
"024-000007591","163","024","Department of Homeland Security","FEMA - Infrastructure","2210","180143","Video % of change in customer demand for video services","Percent","112-Customer Results - Service Coverage","1.500000","5.000000","Over target","Semi-Annual","","14923","","138.000000","","#of site connections for a specified period versus the same period for the previous year","","08/29/2014","15:22:34"
"024-000007591","163","024","Department of Homeland Security","FEMA - Infrastructure","2211","180141","Video Return on investment calculation","Percent","102-Mission and Business Results - Support Delivery of Services","5.000000","5.000000","Over target","Semi-Annual","","14925","","2200000.000000","","Travel dollar amount saved based on ROI calculation of $500 travel cost per person avrage saved that uses VTC.","","08/29/2014","15:22:34"
"024-000007591","163","024","Department of Homeland Security","FEMA - Infrastructure","2212","180142","Video % of succesful conferences performed","Percent","216-Technology - Effectiveness","96.000000","97.000000","Over target","Semi-Annual","","14927","","100.000000","","# of succesfully performed conferences for a specified period divided by total # of conferences performed.","","08/29/2014","15:22:34"
