Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Unique Project ID,Project ID,Agency Project ID,Project Name,Objectives / Expected Outcomes,Start Date,Completion Date,Project Life Cycle Cost ($M),Schedule Variance (in days),Schedule Variance (%),Schedule Color,Cost Variance ($ M),Cost Variance (%),Cost Color,Updated Date,Updated Time
"021-620588994","375","021","Department of Transportation","FAAXX703: System Wide Information Management (SWIM)","682","7129","682","SWIM Governance","SWIM Governance entails the strategic governance processes development, the Governance Plan Review/Update, definition and implementation of a NAS-wide Service Oriented Architecture (SOA) Center of Excellence (COE).","2011-07-01","2017-12-30","79.900000","0","0.00","Green","0.040000","0.28","Green","2014-04-29","16:52:10"
"021-620588994","375","021","Department of Transportation","FAAXX703: System Wide Information Management (SWIM)","683","7131","683","SWIM Requirements and Architecture","Standards in the SOA environment are rapidly evolving, and are expected to change between SWIM segments. To accommodate these changes, the SWIM architecture encourages the separation of mission logic components, which implement Air Traffic Management (ATM) services, from information technology (IT) components, which implement standards-based core services. For example, the core services will implement a NAS Enteprise Messaging Service (NEMS) to provide a reliable messaging infrastructure to be leveraged by SWIM producers and consumers.","2011-07-01","2017-12-30","168.300000","0","0.00","Green","0.500000","0.78","Green","2014-07-31","16:10:20"
"021-620588994","375","021","Department of Transportation","FAAXX703: System Wide Information Management (SWIM)","684","7133","684","Traffic Flow Management (TFM) SIP","The Reroute Data Exchange (RR) will allow for the transfer of flight plan amendments and pre-departure rerouting information between TFM and En Route domains.","2009-06-01","2014-12-30","31.100000","0","0.00","Green","0.000000","0.00","Green","2014-07-31","16:10:20"
"021-620588994","375","021","Department of Transportation","FAAXX703: System Wide Information Management (SWIM)","685","7135","685","Pilot Reports Data Publication for the Weather Message Switching Center Replacement (WMSCR) SIP","Weather Message Switching Center Replacement (WMSCR) enables the distribution of Pilot Reports (PIREPs) and altimeter settings to Aviation Weather Centers (AWCs) for the generation of advisories on significant weather impacting aviation.","2008-10-01","2012-06-30","3.000000","1","1.11","Green","0.000000","0.00","Green","2013-09-11","11:12:02"
"021-620588994","375","021","Department of Transportation","FAAXX703: System Wide Information Management (SWIM)","686","7137","686","SWIM Terminal Data Distribution for the Terminal Data Distribution System (TDDS) SIP","SWIM Terminal Data Distribution System (TDDS) provides the infrastructure for a SWIM interface to Terminal legacy systems such as Runway Visual Range (RVR), Airport Surface Detection Equipment, Model X (ASDE-X), and Electronic Flight Strip Transfer System (EFSTS).","2009-02-06","2014-06-30","49.700000","-62","-6.38","Green","0.300000","1.33","Green","2014-06-30","10:58:35"
"021-620588994","375","021","Department of Transportation","FAAXX703: System Wide Information Management (SWIM)","687","7139","687","En Route Automation Management (ERAM)","Provide the En Route flight plan data to TFM via a virtual private network connection (VPN).","2008-10-01","2013-06-30","38.400000","205","28.47","Yellow","0.000000","0.00","Green","2013-09-11","11:12:02"
"021-620588994","375","021","Department of Transportation","FAAXX703: System Wide Information Management (SWIM)","688","7141","688","Flight Data Publication Service (FDPS)","Provide the En Route flight plan data to TFM by replacing the initial ERAM R3 connection. Other NAS programs will subscribe to the En Route data provided by FDPS.","2011-12-01","2015-07-30","50.300000","0","0.00","Green","0.567000","1.40","Green","2014-06-30","10:58:35"
"021-189475443","376","021","Department of Transportation","FAAXX612: System Approach for Safety Oversight (SASO)","677","7091","677","AFS SAS Design","AFS Safety Assurance System (SAS) is designed.","2010-10-01","2012-01-31","11.075000","-32","-17.58","Yellow","0.019520","0.89","Green","2014-01-29","10:30:32"
"021-189475443","376","021","Department of Transportation","FAAXX612: System Approach for Safety Oversight (SASO)","678","7093","678","SAS Development, Integration & Test","Business processes and automation software for the SAS are developed, functionality tested and assessed by primary stakeholders.","2011-01-01","2014-12-31","46.100000","0","0.00","Green","2.037215","4.42","Green","2014-07-31","16:08:48"
"021-189475443","376","021","Department of Transportation","FAAXX612: System Approach for Safety Oversight (SASO)","679","7095","679","Change Management & Implementation","Workforce outreach, training design and development, communications, deployment planning.","2011-10-01","2013-09-30","7.600000","0","0.00","Green","3.269165","43.02","Red","2013-12-30","14:40:37"
"021-189475443","376","021","Department of Transportation","FAAXX612: System Approach for Safety Oversight (SASO)","680","7097","680","AFS SAS Deployment","Automation software is deployed to the enterprise and training conducted across the NAS. SAS Initial Operational Capability is achieved.","2014-09-01","2016-01-31","27.300000","0","0.00","Green","0.000000","0.00","Green","2014-03-19","16:05:57"
"021-189475443","376","021","Department of Transportation","FAAXX612: System Approach for Safety Oversight (SASO)","681","7099","681","Operational Testing","SAS is deployed to key sites and tested in an operational environment to prepare for nationwide deployment.","2013-10-01","2014-09-30","8.900000","0","0.00","Green","-2.232785","-25.09","Yellow","2014-07-31","16:08:48"
"021-189475443","376","021","Department of Transportation","FAAXX612: System Approach for Safety Oversight (SASO)","24667","9969","24667","Automation NAS Handoff","Automation software is maintained during National Deployment of the SAS.  Changes such as bug fixes, security updates and minor functional changes are implemented.","2014-10-01","2016-01-31","12.900000","0","0.00","Green","0.000000","0.00","Green","2014-01-29","10:30:31"
"021-189475443","376","021","Department of Transportation","FAAXX612: System Approach for Safety Oversight (SASO)","24668","9971","24668","Business Process Support","Business processes and policy implementation required for Title 14 CFR Part 121, 135 and 145 oversight in conjunction with SAS implementation.","2013-10-01","2016-01-31","12.100000","0","0.00","Green","-0.200000","-1.65","Green","2014-07-31","16:08:48"
"021-113910548","377","021","Department of Transportation","FAAXX709: Runway Status Lights (RWSL)","711","7169","711","Orlando RWSL","Site implementation of RWSL at Orlando Airport.","2008-02-28","2014-01-31","12.800000","-184","-25.56","Yellow","-1.780000","-27.73","Yellow","2013-12-30","14:54:27"
"021-113910548","377","021","Department of Transportation","FAAXX709: Runway Status Lights (RWSL)","712","7171","712","Phoenix RWSL","Site implementation of RWSL at Phoenix Airport.","2008-02-28","2014-09-30","13.900000","202","15.98","Yellow","-0.114831","-15.52","Yellow","2014-06-30","17:18:31"
"021-113910548","377","021","Department of Transportation","FAAXX709: Runway Status Lights (RWSL)","713","7173","713","Houston RWSL","Site implementation of RWSL at Houston Airport.","2008-02-28","2014-11-30","11.800000","218","14.34","Yellow","-0.097882","-6.61","Green","2014-07-31","16:11:57"
"021-113910548","377","021","Department of Transportation","FAAXX709: Runway Status Lights (RWSL)","714","7175","714","Minneapolis RWSL","Site implementation of RWSL at Minneapolis Airport.","2008-02-28","2014-10-31","10.500000","32","2.11","Green","-1.082592","-20.14","Yellow","2014-07-31","16:11:57"
"021-113910548","377","021","Department of Transportation","FAAXX709: Runway Status Lights (RWSL)","715","7177","715","Las Vegas RWSL","Site implementation of RWSL at Las Vegas Airport.","2008-02-28","2015-02-28","16.200000","0","0.00","Green","0.015775","0.13","Green","2014-06-30","17:18:32"
"021-113910548","377","021","Department of Transportation","FAAXX709: Runway Status Lights (RWSL)","716","7179","716","Dulles RWSL","Site implementation of RWSL at Dulles Airport.","2008-02-28","2014-08-31","12.700000","0","0.00","Green","-0.538973","-28.99","Yellow","2014-07-31","16:11:57"
"021-113910548","377","021","Department of Transportation","FAAXX709: Runway Status Lights (RWSL)","717","7181","717","Ft. Lauderdale RWSL","Site implementation of RWSL at Ft. Lauderdale Airport.","2008-02-28","2015-03-31","9.900000","0","0.00","Green","-1.180861","-29.83","Yellow","2014-07-31","16:11:58"
"021-113910548","377","021","Department of Transportation","FAAXX709: Runway Status Lights (RWSL)","718","7183","718","Seattle RWSL","Site implementation of RWSL at Seattle Airport.","2008-02-28","2014-12-31","8.700000","122","8.67","Green","-0.169659","-6.71","Green","2014-07-31","16:11:58"
"021-113910548","377","021","Department of Transportation","FAAXX709: Runway Status Lights (RWSL)","719","7185","719","Charlotte RWSL","Site implementation of RWSL at Charlotte Airport.","2008-02-28","2015-01-31","11.500000","3","0.21","Green","0.177199","3.70","Green","2014-07-31","16:11:58"
"021-113910548","377","021","Department of Transportation","FAAXX709: Runway Status Lights (RWSL)","720","7187","720","Chicago RWSL","Site implementation of RWSL at Chicago Airport.","2008-02-28","2015-04-30","29.300000","-260","-17.94","Yellow","6.541569","43.16","Red","2014-07-31","16:11:58"
"021-113910548","377","021","Department of Transportation","FAAXX709: Runway Status Lights (RWSL)","721","7189","721","LaGuardia RWSL","Site implementation of RWSL at LaGuardia Airport.","2008-12-20","2015-06-30","11.000000","0","0.00","Green","0.778065","8.29","Green","2014-07-31","16:11:58"
"021-113910548","377","021","Department of Transportation","FAAXX709: Runway Status Lights (RWSL)","722","7191","722","JFK RWSL","Site implementation of RWSL at JFK Airport. (Potential Last-site Operational Readiness (ORD)).","2008-02-29","2017-09-30","13.400000","775","28.13","Yellow","0.000000","0.00","Green","2014-07-31","16:11:58"
