Unique Investment Identifier,Business Case Id,Performance Metric Id,Agency Performance Metric Id,Performance Metric Actual Id,Agency Performance Metric Actual Id,Actual Result,Actual Result Met/Not Met,Actual Result Comment,Actual Result Date,Updated Date,Updated Time
"016-000002252","588","2164","","48505","","99.546500","Met","Most recent actual results from Feb. 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-02-28","04/26/2013","17:29:53"
"016-000002252","588","2164","","52033","","99.984500","Met","Most recent actual results from March 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-03-31","04/26/2013","17:29:53"
"016-000002252","588","2164","","57477","","99.791500","Met","Most recent actual results from April 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-04-30","05/31/2013","15:43:35"
"016-000002252","588","2164","","58432","","99.839600","Met","Most recent actual results from May 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-05-31","06/27/2013","16:48:51"
"016-000002252","588","2164","","61262","","99.986200","Met","Most recent actual results from June 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-06-30","07/31/2013","18:02:31"
"016-000002252","588","2164","","62407","","99.911100","Met","Most recent actual results from July 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-07-31","08/23/2013","18:03:01"
"016-000002252","588","2165","","5421","","81.400000","Not Met","Most recent actual result is from FY 2011.","","01/11/2012","14:49:22"
"016-000002252","588","2165","","34927","","80.900000","Not Met","","2012-09-30","11/30/2012","15:16:32"
"016-000002252","588","2166","","5423","","99.900000","Met","Most recent actual result is from FY 2011.","","01/11/2012","14:49:22"
"016-000002252","588","2167","","5425","","14.400000","Not Met","Most recent actual result is from FY 2011.","","01/11/2012","14:49:22"
"016-000002252","588","2167","","34929","","13.000000","Met","","2012-09-30","11/30/2012","15:16:32"
"016-000002252","588","6013","","34931","","100.000000","Met","","2012-10-31","11/30/2012","15:16:32"
"016-000002252","588","6013","","35949","","100.000000","Met","","2012-11-30","12/20/2012","15:27:22"
"016-000002252","588","6013","","41377","","100.000000","Met","","2012-12-31","01/30/2013","17:36:05"
"016-000002252","588","6013","","44327","","100.000000","Met","","2013-01-31","02/27/2013","15:43:25"
"016-000002252","588","6013","","48499","","100.000000","Met","","2013-02-28","03/28/2013","14:23:14"
"016-000002252","588","6013","","52035","","100.000000","Met","","2013-03-31","04/26/2013","17:29:53"
"016-000002252","588","6013","","57471","","100.000000","Met","","2013-04-30","05/31/2013","15:43:35"
"016-000002252","588","6013","","58431","","100.000000","Met","","2013-05-31","06/27/2013","16:48:51"
"016-000002252","588","6013","","61259","","100.000000","Met","Most recent actual results from June 2013 SLR Presentation from SSA/OTSO/DSPSM","2013-06-30","07/31/2013","18:02:31"
"016-000002252","588","6013","","62403","","100.000000","Met","","2013-07-31","08/23/2013","18:03:01"
"016-000002252","588","6015","","34933","","5001092.000000","Met","","2012-09-30","11/30/2012","15:16:32"
"016-000002251","589","2218","","3275","","99.990000","Met","As of 03/31/2012. Source: DSPSM Outage Reports - Monthly SL Review","","02/01/2012","10:26:42"
"016-000002251","589","2218","","14631","","99.941500","Met","As of 05/15/2012. Source: DSPSM Outage Reports - Monthly SL Review.  CGG","","05/31/2012","16:13:16"
"016-000002251","589","2218","","18149","","100.000000","Met","As of 06/19/2012. Source: DSPSM May 2012 Monthly SL Review Presentation. CGG","","06/29/2012","15:01:05"
"016-000002251","589","2218","","21325","","100.000000","Met","As of 07/17/2012. Source: DSPSM june 2012 Monthly SL Review Presentation. CGG","","07/30/2012","18:41:48"
"016-000002251","589","2218","","27489","","100.000000","Met","This consists of 11 applications. They include Telephone: Benefit Verification (TBEVE), Knowledgebase 1099 (TK99), Knowledgebase Change of Address (TKCA), Knowledgebase Claim Status (TKCS), Knowledgebase Direct deposit (TKDD), Medicare Replacement Card (TMRC), Network Employee Verification (TNEV), Password Change of Address (TPCA), Check Benefits (TCB), Password Direct Deposit (TPDD), and PIN Password (TPPW).  Results extracted from Aug 2012 DCS/OTSO/DSPSM Monthly Service Level Review. - C Goetz","2012-08-31","11/07/2012","15:34:29"
"016-000002251","589","2218","","29097","","99.971200","Met","This consists of 11 applications. They include Telephone: Benefit Verification (TBEVE), Knowledgebase 1099 (TK99), Knowledgebase Change of Address (TKCA), Knowledgebase Claim Status (TKCS), Knowledgebase Direct deposit (TKDD), Medicare Replacement Card (TMRC), Network Employee Verification (TNEV), Password Change of Address (TPCA), Check Benefits (TCB), Password Direct Deposit (TPDD), and PIN Password (TPPW).  Results extracted from Sept 2012 DCS/OTSO/DSPSM Monthly Service Level Review. - C Goet","2012-09-30","10/26/2012","17:05:31"
"016-000002251","589","2218","","31285","","99.971200","Met","This consists of 11 applications. They include Telephone: Benefit Verification (TBEVE), Knowledgebase 1099 (TK99), Knowledgebase Change of Address (TKCA), Knowledgebase Claim Status (TKCS), Knowledgebase Direct deposit (TKDD), Medicare Replacement Card (TMRC), Network Employee Verification (TNEV), Password Change of Address (TPCA), Check Benefits (TCB), Password Direct Deposit (TPDD), and PIN Password (TPPW).  Results extracted from Sept 2012 DCS/OTSO/DSPSM Monthly Service Level Review. - C Goet","2012-09-30","11/07/2012","15:34:29"
"016-000002251","589","2218","","34209","","100.000000","Met","This consists of 11 applications. They include Telephone: Benefit Verification (TBEVE), Knowledgebase 1099 (TK99), Knowledgebase Change of Address (TKCA), Knowledgebase Claim Status (TKCS), Knowledgebase Direct deposit (TKDD), Medicare Replacement Card (TMRC), Network Employee Verification (TNEV), Password Change of Address (TPCA), Check Benefits (TCB), Password Direct Deposit (TPDD), and PIN Password (TPPW).  Results extracted from Oct 2012 DCS/OTSO/DSPSM Monthly Service Level Review. - C Goetz","2012-10-31","12/20/2012","15:53:04"
"016-000002251","589","2218","","35969","","100.000000","Met","This consists of 11 applications. They include Telephone: Benefit Verification (TBEVE), Knowledgebase 1099 (TK99), Knowledgebase Change of Address (TKCA), Knowledgebase Claim Status (TKCS), Knowledgebase Direct deposit (TKDD), Medicare Replacement Card (TMRC), Network Employee Verification (TNEV), Password Change of Address (TPCA), Check Benefits (TCB), Password Direct Deposit (TPDD), and PIN Password (TPPW).  Results extracted from Nov 2012 DCS/OTSO/DSPSM Monthly Service Level Review. - C Goetz","2012-11-30","12/20/2012","15:53:04"
"016-000002251","589","2218","","42991","","100.000000","Met","This consists of 11 applications. They include Telephone: Benefit Verification (TBEVE), Knowledgebase 1099 (TK99), Knowledgebase Change of Address (TKCA), Knowledgebase Claim Status (TKCS), Knowledgebase Direct deposit (TKDD), Medicare Replacement Card (TMRC), Network Employee Verification (TNEV), Password Change of Address (TPCA), Check Benefits (TCB), Password Direct Deposit (TPDD), and PIN Password (TPPW).  Results extracted from Dec 2012 DCS/OTSO/DSPSM Monthly Service Level Review. - C Goetz","2012-12-31","02/20/2013","16:23:33"
"016-000002251","589","2218","","45413","","100.000000","Met","This consists of 11 applications. They include Telephone: Benefit Verification (TBEVE), Knowledgebase 1099 (TK99), Knowledgebase Change of Address (TKCA), Knowledgebase Claim Status (TKCS), Knowledgebase Direct deposit (TKDD), Medicare Replacement Card (TMRC), Network Employee Verification (TNEV), Password Change of Address (TPCA), Check Benefits (TCB), Password Direct Deposit (TPDD), and PIN Password (TPPW).  Results extracted from Jan 2013 DCS/OTSO/DSPSM Monthly Service Level Review. - C Goetz","2013-01-31","02/28/2013","15:17:46"
"016-000002251","589","2218","","48989","","99.998900","Met","This consists of 11 applications. They include Telephone: Benefit Verification (TBEVE), Knowledgebase 1099 (TK99), Knowledgebase Change of Address (TKCA), Knowledgebase Claim Status (TKCS), Knowledgebase Direct deposit (TKDD), Medicare Replacement Card (TMRC), Network Employee Verification (TNEV), Password Change of Address (TPCA), Check Benefits (TCB), Password Direct Deposit (TPDD), and PIN Password (TPPW).  Results extracted from Feb 2013 DCS/OTSO/DSPSM Monthly Service Level Review. - C Goetz","2013-02-28","03/29/2013","13:46:56"
"016-000002251","589","2218","","53445","","99.994300","Met","This consists of 11 applications. They include Telephone: Benefit Verification (TBEVE), Knowledgebase 1099 (TK99), Knowledgebase Change of Address (TKCA), Knowledgebase Claim Status (TKCS), Knowledgebase Direct deposit (TKDD), Medicare Replacement Card (TMRC), Network Employee Verification (TNEV), Password Change of Address (TPCA), Check Benefits (TCB), Password Direct Deposit (TPDD), and PIN Password (TPPW).  Results extracted from Mar 2013 DCS/OTSO/DSPSM Monthly Service Level Review. - C Goetz","2013-03-31","04/30/2013","14:53:09"
"016-000002251","589","2218","","57485","","100.000000","Met","This consists of 11 applications. They include Telephone: Benefit Verification (TBEVE), Knowledgebase 1099 (TK99), Knowledgebase Change of Address (TKCA), Knowledgebase Claim Status (TKCS), Knowledgebase Direct deposit (TKDD), Medicare Replacement Card (TMRC), Network Employee Verification (TNEV), Password Change of Address (TPCA), Check Benefits (TCB), Password Direct Deposit (TPDD), and PIN Password (TPPW).  Results extracted from Apr 2013 DCS/OTSO/DSPSM Monthly Service Level Review. - C Goetz","2013-04-30","05/31/2013","15:45:24"
"016-000002251","589","2218","","58425","","100.000000","Met","This consists of 11 applications. They include Telephone: Benefit Verification (TBEVE), Knowledgebase 1099 (TK99), Knowledgebase Change of Address (TKCA), Knowledgebase Claim Status (TKCS), Knowledgebase Direct deposit (TKDD), Medicare Replacement Card (TMRC), Network Employee Verification (TNEV), Password Change of Address (TPCA), Check Benefits (TCB), Password Direct Deposit (TPDD), and PIN Password (TPPW).  Results extracted from May 2013 DCS/OTSO/DSPSM Monthly Service Level Review. - C Goetz","2013-05-31","06/27/2013","16:44:13"
"016-000002251","589","2218","","61265","","100.000000","Met","This consists of 11 applications. They include Telephone: Benefit Verification (TBEVE), Knowledgebase 1099 (TK99), Knowledgebase Change of Address (TKCA), Knowledgebase Claim Status (TKCS), Knowledgebase Direct deposit (TKDD), Medicare Replacement Card (TMRC), Network Employee Verification (TNEV), Password Change of Address (TPCA), Check Benefits (TCB), Password Direct Deposit (TPDD), and PIN Password (TPPW).  Results extracted from Jun 2013 DCS/OTSO/DSPSM Monthly Service Level Review. - C Goetz","2013-06-30","07/31/2013","18:06:53"
"016-000002251","589","2218","","62413","","100.000000","Met","This consists of 11 applications. They include Telephone: Benefit Verification (TBEVE), Knowledgebase 1099 (TK99), Knowledgebase Change of Address (TKCA), Knowledgebase Claim Status (TKCS), Knowledgebase Direct deposit (TKDD), Medicare Replacement Card (TMRC), Network Employee Verification (TNEV), Password Change of Address (TPCA), Check Benefits (TCB), Password Direct Deposit (TPDD), and PIN Password (TPPW).  Results extracted from Jul 2013 DCS/OTSO/DSPSM Monthly Service Level Review. - C Goetz","2013-07-31","08/23/2013","18:29:48"
"016-000002251","589","2220","","3273","","99.970000","Met","As of 03/31/2012. Source: DSPSM Outage Reports - Monthly SL Review","","12/07/2011","16:17:32"
"016-000002251","589","2220","","14633","","99.972400","Met","As of 05/15/2012. Source: DSPSM Outage Reports - Monthly SL Review.  CGG","","05/31/2012","16:13:16"
"016-000002251","589","2220","","18147","","99.984200","Met","As of 06/19/2012. Source: DSPSM May 2012 Monthly SL Review Presentation. CGG","","06/29/2012","15:01:05"
"016-000002251","589","2220","","21327","","99.959000","Met","As of 07/17/2012. Source: DSPSM june 2012 Monthly SL Review Presentation. CGG","","07/30/2012","18:41:48"
"016-000002251","589","2220","","27491","","99.976000","Met","Results extracted from Aug 2012 DCS/OTSO/DSPSM Monthly Service Level Review.  C. Goetz","2012-08-31","11/07/2012","15:34:29"
"016-000002251","589","2220","","29099","","99.929300","Met","Results extracted from Sept 2012 DCS/OTSO/DSPSM Monthly Service Level Review.  C. Goetz","2012-09-30","10/26/2012","17:05:31"
"016-000002251","589","2220","","31287","","99.929300","Met","Results extracted from Sept 2012 DCS/OTSO/DSPSM Monthly Service Level Review.  C. Goetz","2012-09-30","11/07/2012","15:34:29"
"016-000002251","589","2220","","34211","","99.832600","Met","Results extracted from Oct 2012 DCS/OTSO/DSPSM Monthly Service Level Review.  C. Goetz","2012-10-31","11/29/2012","18:05:05"
"016-000002251","589","2220","","35971","","99.975000","Met","Results extracted from Nov 2012 DCS/OTSO/DSPSM Monthly Service Level Review.  C. Goetz","2012-11-30","12/20/2012","15:53:04"
"016-000002251","589","2220","","42987","","99.967100","Met","Results extracted fromDec 2012 DCS/OTSO/DSPSM Monthly Service Level Review.  C. Goetz","2012-12-31","02/20/2013","16:23:33"
"016-000002251","589","2220","","45415","","99.949900","Met","Results extracted from Jan 2013 DCS/OTSO/DSPSM Monthly Service Level Review.  C. Goetz","2013-01-31","02/28/2013","15:17:46"
"016-000002251","589","2220","","48987","","99.959800","Met","Results extracted from Feb 2013 DCS/OTSO/DSPSM Monthly Service Level Review.  C. Goetz","2013-02-28","03/29/2013","13:46:56"
"016-000002251","589","2220","","53447","","99.996200","Met","Results extracted from Mar 2013 DCS/OTSO/DSPSM Monthly Service Level Review.  C. Goetz","2013-03-31","04/30/2013","14:53:09"
"016-000002251","589","2220","","57483","","99.971800","Met","Results extracted from Apr 2013 DCS/OTSO/DSPSM Monthly Service Level Review.  C. Goetz","2013-04-30","05/31/2013","15:45:24"
"016-000002251","589","2220","","58426","","99.968200","Met","Results extracted from May 2013 DCS/OTSO/DSPSM Monthly Service Level Review.  C. Goetz","2013-05-31","06/27/2013","16:44:13"
"016-000002251","589","2220","","61264","","99.982100","Met","Results extracted from Jun 2013 DCS/OTSO/DSPSM Monthly Service Level Review.  C. Goetz","2013-06-30","07/31/2013","18:06:53"
"016-000002251","589","2220","","62415","","99.950100","Met","Results extracted from Jul 2013 DCS/OTSO/DSPSM Monthly Service Level Review.  C. Goetz","2013-07-31","08/23/2013","18:29:48"
"016-000002251","589","2221","","3277","","99.970000","Met","As of 03/31/2012. Source: DITM's TELECOM Service Availability report.","","02/28/2012","19:22:39"
"016-000002251","589","2221","","14635","","99.960000","Met","As of 05/15/2012. Source: DITM's TELECOM Service Availability report.  CGG","","05/31/2012","16:13:16"
"016-000002251","589","2221","","21329","","99.950000","Met","As of 07/17/2012. Source: DITM's TELECOM Service Availability report for JUN 12. CGG","","07/30/2012","18:41:48"
"016-000002251","589","2221","","27493","","100.000000","Met","Results extracted from Aug 2012 DCS/OTSO/DITM Telecom Service Availability report.  C. Goetz","2012-08-25","11/07/2012","15:34:29"
