Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Performance Metric ID,Agency Performance Metric ID,Metric Description,Unit of Measure,FEA Performance Measurement Category Mapping,Target 2012,Target 2013,Measurement Condition,Reporting Frequency,PRM Code,Latest Performance Metric Actual Id,Latest Agency Performance Metric Actual Id,Latest Actual Result,Latest Actual Result Met/Not Met,Latest Actual Result Comment,Latest Actual Result Date,Metric Updated Date,Metric Updated Time
"012-999990020","130","012","Department of Labor","Benefits.gov","139","","Increase and/or maintain the &quot;Monthly Average Number of GovLoans.gov site Visits&quot; by 25% or higher over baseline. GovLoans.gov is a separate site maintained by the investment. Its objective is to provide federal loan program information to citizens through a central site. The site leverages the Benefits.gov infrastructure and tools, and similar to Benefits.gov, the investment leverages marketing and outreach tools and mechanisms to connect citizens with the GovLoans.gov site.","#","102-Mission and Business Results - Support Delivery of Services","46889.000000","46889.000000","Over target","Semi-Annual","","49711","","35357.000000","Not Met","","2013-03-29","07/15/2013","16:01:40"
"012-999990020","130","012","Department of Labor","Benefits.gov","140","","Increase the number of &quot;Benefits.gov Data Releases&quot; from once a month to twice month and maintain at twice a month.  A major objective of the Benefits.gov site is to suggest to citizens potential benefits programs that they may meet eligibility requirements and provide information on the program itself.  The Data Releases  implement the changes and ensures the site provides citizens with the latest information available.","#","214-Technology - Information and Data","2.000000","2.000000","Over target","Monthly","","59320","","2.000000","Met","","2013-06-28","07/15/2013","16:01:40"
"012-999990020","130","012","Department of Labor","Benefits.gov","141","","Maintain the &quot;Number of Customized Connections&quot; at 1 or higher. The Benefits.gov investment provides several tools and functionalities that can be re-used to connect citizens with federal program information. The investment will continue to maintain GovLoans.gov and other customized connection opportunities to leverage the Benefits.gov capabilities.","#","206-Process and Activities - Management and Innovation","1.000000","1.000000","Over target","Semi-Annual","","49713","","0.000000","Not Met","","2013-03-29","07/15/2013","16:01:40"
"012-999990020","130","012","Department of Labor","Benefits.gov","142","","Increase and/or maintain the &quot;Average # of Partner Program Page Views per Month&quot; on Benefits.gov by 25% or higher over baseline. Through the Benefit Finder and other Search tools, the site suggests to the citizen user potential programs that they may meet eligibility requirements. This metric tracks how often the citizen user views one of the suggested benefits program detailed information.","#","112-Customer Results - Service Coverage","557977.000000","557977.000000","Over target","Semi-Annual","","49707","","5012294.000000","Met","","2013-03-29","07/15/2013","16:01:40"
"012-999990020","130","012","Department of Labor","Benefits.gov","143","","Maintain the &quot;Average # of Referrals per Month from Benefits.gov Websites to Partner Agency Websites&quot; at the baseline level or higher. Citizen users seeking information regarding federal partner benefit programs are provided with a link to the partner agency website so the citizen user can gain additional information on the program and the application process. This metric tracks how often the citizen user proceeds to the partner agency web site.","#","206-Process and Activities - Management and Innovation","126876.000000","126876.000000","Over target","Semi-Annual","","49717","","130534.000000","Met","","2013-03-29","07/15/2013","16:01:40"
"012-000002630","131","012","Department of Labor","OSHA - Information System (OIS)","236","","Percent decrease in the turnaround time for issuing hazard notices. Beginning in 2011, post deployment, the % change (annual reduction in days) in turnaround time for issuing a hazard notice will be calculated based on the FY 2006.","days","113-Customer Results - Timeliness and Responsiveness","13.000000","13.000000","Over target","Semi-Annual","","48379","","11.400000","Not Met","","2013-02-27","07/15/2013","10:22:31"
"012-000002630","131","012","Department of Labor","OSHA - Information System (OIS)","237","","Percent decrease in time spent on invalid inspections and exempted SIC/NAICS. Beginning in 2011, post deployment, the % change (annual reduction) will be calculated based on the baseline measure and will be on a cumulative basis each year, i.e. 5% in 2011 and 10% cumulative in 2012.","hours","101-Mission and Business Results - Services for Citizens","9774.000000","9774.000000","Over target","Semi-Annual","","27465","","8418.000000","Not Met","","2012-09-05","07/15/2013","10:22:31"
"012-000002630","131","012","Department of Labor","OSHA - Information System (OIS)","238","","Percent decrease in the health Enforcement case lapse time. Beginning in 2011, post deployment, the % change (annual reduction in days) in response time for completing citation processing will be calculated based on the baseline measure and will be on a cumulative basis each year, i.e. 5% in 2011 and 10% cumulative in 2012.","days","203-Process and Activities - Cycle Time and Timeliness","41.220000","41.220000","Over target","Semi-Annual","","48387","","52.000000","Met","","2013-02-27","07/15/2013","10:22:31"
"012-000002630","131","012","Department of Labor","OSHA - Information System (OIS)","239","","Percent decrease in Safety Enforcement Case Lapse Time. Beginning in 2011, post deployment, the % change (annual reduction in lapse time days) will be calculated based on the baseline measure and will be on a cumulative basis each year, i.e. 10% in 2011 and 15% cumulative in 2012.","days","203-Process and Activities - Cycle Time and Timeliness","30.090000","30.090000","Over target","Monthly","","59294","","42.000000","Met","","2013-06-28","07/15/2013","10:22:31"
"012-000002630","131","012","Department of Labor","OSHA - Information System (OIS)","240","","Percent decrease in the number of Individual (local) Databases Post OIS Deployment. Beginning in 2012. The % change will be calculated based on the baseline on a cumulative basis each year, i.e. 5% in 2012 and 10% cumulative in 2013.","units","213-Technology - Efficiency","223.500000","223.500000","Over target","Semi-Annual","","48381","","222.000000","Not Met","","2013-02-27","07/15/2013","10:22:31"
"012-000002015","132","012","Department of Labor","Integrated Federal Employees' Compensation System (iFECS)","195","","Achieve a cost savings in central mail costs as a result of the electronic submission of forms","Percentage of costs","211-Technology - Technology Costs","5.000000","6.000000","Over target","Monthly","","59277","","6.470000","Met","This target is on pace to be achieved","2013-06-30","07/15/2013","09:47:36"
"012-000002015","132","012","Department of Labor","Integrated Federal Employees' Compensation System (iFECS)","197","","Increase to 86.7% in FY 11 and 88.4% in FY 12 the percentage of injured Federal workers (from major Federal agencies) that return to Federal employment, either with their previous employer or another Federal agency.","Percentage","101-Mission and Business Results - Services for Citizens","88.400000","93.400000","Over target","Semi-Annual","","57669","","91.300000","Not Met","OWCP/DFEC expects this target to be achieved by the end of the fiscal year.","2013-04-01","07/15/2013","09:47:36"
"012-000002015","132","012","Department of Labor","Integrated Federal Employees' Compensation System (iFECS)","198","","Decrease Lost production days (LPD per 100 employees) for FECA cases of all (Non-Postal) Government Agencies to 41 days in FY 2011 and 35.1 days in FY 2012.","Days","111-Customer Results - Customer Benefit","35.100000","34.700000","Under target","Semi-Annual","","57667","","33.200000","Met","This target is currently on pace to be achieved.","2013-04-01","07/15/2013","09:47:36"
"012-000002015","132","012","Department of Labor","Integrated Federal Employees' Compensation System (iFECS)","199","","Decrease the percentage of average monthly calls to claims representatives as a result of the IVR automated self help features","Percentage of monthly call volumes to CE/CSR's","213-Technology - Efficiency","5.000000","8.000000","Over target","Quarterly","","59276","","10.000000","Met","This target is on pace to be achieved","2013-06-30","07/15/2013","09:47:36"
