Unique_Investment_Identifier,Agency Code,Investment Title,Performance_Metric_ID,Metric_Description,Unit_of_Measure,Measurement_category,Baseline,Target for CY,Metric_results
024-000005119,24,CBP - Non-Intrusive Inspection (NII) Systems Program,564,Meet prior year's number of contraband seizures due to NII examinations (monthly report will show cumulative progress toward the year's goal),Number,202-Process and Activities - Productivity,1457.0,1457.0,Not Met
024-000005119,24,CBP - Non-Intrusive Inspection (NII) Systems Program,565,Meet average percentage of NII imaging equipment operational availability,Percent,215-Technology - Reliability and Availability,95.0,95.0,Met
024-000003129,24,USCIS - Infrastructure (Enterprise),634,Logistics streamlined,Percent,103-Mission and Business Results - Management of Government Resources,85.0,90.0,Not Met
024-000003129,24,USCIS - Infrastructure (Enterprise),635,Systems accessible by OCONUS users,Percent,115-Customer Results - Service Accessibility,85.0,90.0,Not Met
024-000003129,24,USCIS - Infrastructure (Enterprise),636,Project Management Tools in place,Percent,202-Process and Activities - Productivity,90.0,100.0,Not Met
024-000003129,24,USCIS - Infrastructure (Enterprise),637,System Availability Targets Met,Percent,215-Technology - Reliability and Availability,85.0,85.0,Met
024-000003129,24,USCIS - Infrastructure (Enterprise),638,Maintain costs within 10% of preceding FY levels,Dollar,211-Technology - Technology Costs,34.5,37.367,Met
024-999992100,24,NPPD - Information Systems Security Line of Business (LoB),393,% of scorecard agencies utilizing an ISSLOB C&A  SSC,Percent,103-Mission and Business Results - Management of Government Resources,20.0,25.0,Met
024-999992100,24,NPPD - Information Systems Security Line of Business (LoB),394,% of scorecard agencies using Security Awareness training solutions as provided by ISSLOB SSCs,Percent,103-Mission and Business Results - Management of Government Resources,85.0,90.0,Not Met
024-999992100,24,NPPD - Information Systems Security Line of Business (LoB),395,% of users indicating positive satisfaction with ISSLOB Security Awareness (Tier I) SSCs,Percent,114-Customer Results - Service Quality,80.0,90.0,Met
024-999992100,24,NPPD - Information Systems Security Line of Business (LoB),396,% of users indicating positive satisfaction with ISSLOB C&A SSCs,Percent,114-Customer Results - Service Quality,80.0,90.0,Met
024-999992100,24,NPPD - Information Systems Security Line of Business (LoB),397,Cost Avoidance acheived utilizing ISSLOB SAIR BPAs,Dollar,211-Technology - Technology Costs,7000000.0,15000000.0,Not Met
024-999992100,24,NPPD - Information Systems Security Line of Business (LoB),398,Cost Avoidance acheived utilizng ISSLOB RMF BPAs,Dollar,211-Technology - Technology Costs,7000000.0,7000000.0,Not Met
024-999992100,24,NPPD - Information Systems Security Line of Business (LoB),399,Cost Avoidance,Percent,213-Technology - Efficiency,7000000.0,7000000.0,Not Met
024-000005670,24,TSA - Air Cargo Security,125,Decrease the median time (in calendar days) to process a shipper appeal in KSMS - from the time when a user submits an appeal to the time when the appeal result is returned to the user.,Days,113-Customer Results - Timeliness and Responsiveness,30.0,7.0,Not Met
024-000005670,24,TSA - Air Cargo Security,126,Maintain the median time (in calendar days) to process a Security Threat Assessment in IACMS.  - from the time when a user submits an STA to the time when the STA result is returned to the user.,Days,203-Process and Activities - Cycle Time and Timeliness,4.0,4.0,Not Met
024-000005670,24,TSA - Air Cargo Security,127,Decrease the median time (in seconds) to adjudicate a shipper through Single Shipper in KSMS - from the time when a user submits a shipper record to the time when the system displays the shipper record status to the user.,Seconds,113-Customer Results - Timeliness and Responsiveness,5.0,4.0,Met
024-000005670,24,TSA - Air Cargo Security,128,Maintain operational availability percentage (excluding maintenance windows) of KSMS per KSMS FRD.,Percent,215-Technology - Reliability and Availability,95.0,95.0,Met
024-000005670,24,TSA - Air Cargo Security,129,Maintain operational availability percentage (excluding maintenance windows) of IACMS per IACMS FRD.,Percent,215-Technology - Reliability and Availability,95.0,95.0,Met
024-000005670,24,TSA - Air Cargo Security,130,Maintain operational availability percentage (excluding maintenance windows) of FAS per FAS FRD.,Percent,215-Technology - Reliability and Availability,95.0,95.0,Met
024-000005395,24,ICE - Criminal Alien Identification Initiatives (CAII),106,Decrease the number of LESC (ACRIMe Stabilization) trouble tickets submitted by system users,Number,216-Technology - Effectiveness,332.0,200.0,Met
024-000005395,24,ICE - Criminal Alien Identification Initiatives (CAII),107,Number of charged or convicted aliens identified through integrated records check,Number,101-Mission and Business Results - Services for Citizens,95000.0,100000.0,Not Met
024-000005395,24,ICE - Criminal Alien Identification Initiatives (CAII),108,"Immigration Alien Query (IAQ) processing capacity of the Law Enforcement Support Center (LESC); as additional capabilities are introduced and automated efficiencies realized, the IAQ processing capacity of the LESC will increase.",Number,216-Technology - Effectiveness,807106.0,1100000.0,Not Met
024-000005395,24,ICE - Criminal Alien Identification Initiatives (CAII),109,Total Alien Criminal Response Information Management (ACRIMe) system availability (takes into account both scheduled and unscheduled downtime),Percentage,215-Technology - Reliability and Availability,99.45,99.45,Met
024-000005395,24,ICE - Criminal Alien Identification Initiatives (CAII),110,"Decrease the time it takes to process and respond to IAQs, Brady requests and other IAQ style requests; measured in minutes",Other,113-Customer Results - Timeliness and Responsiveness,12.0,10.0,Not Met
024-000005395,24,ICE - Criminal Alien Identification Initiatives (CAII),111,Reduce the number of systems that users must be logged into and searched during the course of processing IAQ and other requests,Number,213-Technology - Efficiency,20.0,11.0,Not Met
024-000005395,24,ICE - Criminal Alien Identification Initiatives (CAII),112,"Increase the number of ICE personnel who work external to the LESC who can use CAII functionality to gather investigative information. This metric is indicative of the enterprise nature of the CAII systems; providing functionality not based on location, but by authorization and authentication. This is a new metric for 2012 that will be measureable as new functionality is released.",Number,112-Customer Results - Service Coverage,0.0,100.0,Not Met
024-000005395,24,ICE - Criminal Alien Identification Initiatives (CAII),113,"Decrease the time it takes to validate, clear and update National Crime Information Center (NCIC) warrants; measured in minutes",Other,203-Process and Activities - Cycle Time and Timeliness,0.0,4.5,Not Met
024-000009502,24,NPPD - Critical Infrastructure Technology and Architecture (CITA),292,"User Req's: % of IP Application Sponsor's approved functional IT requirements met thru CITA tech. svcs.  Expressed as %:  amount of approved & implemented functional IT requirements submitted by IP App. Sponsors, divided by total amount of approved functional IT requirements.",Percent,216-Technology - Effectiveness,95.0,95.0,Met
024-000009502,24,NPPD - Critical Infrastructure Technology and Architecture (CITA),293,"Availability: % of hours the production (O&M) systems are available per month, with the exception of planned downtime.  Expressed as %:  amount of hours per month the production system is operationally available for use, not including any planned downtime for maintenance, divided by total amount of hours in a month.",Percent,215-Technology - Reliability and Availability,98.0,99.0,Met
024-000009502,24,NPPD - Critical Infrastructure Technology and Architecture (CITA),294,"Information Security: % of IP systems in compliance with DHS information security standards for acquiring and maintaining an Authority to Operate (ATO).  Expressed as %:  amount of systems within the appropriate thresholds for compliance with FISMA Security Authorization (formerly Certification and Accreditation) documentation requirements, divided by total amount of systems that should meet those thresholds.",Percent,103-Mission and Business Results - Management of Government Resources,95.0,95.0,Met
024-000009502,24,NPPD - Critical Infrastructure Technology and Architecture (CITA),295,"Interoperability: % of IP systems in compliance with application sponsor interoperability requirements within agreed upon and designated timeframes.  Expressed as %: amount of systems that are working towards interoperability and are on time, divided by the total number of systems that are working towards interoperability.",Percent,213-Technology - Efficiency,90.0,91.0,Met
024-000009502,24,NPPD - Critical Infrastructure Technology and Architecture (CITA),296,"Customer Results:  % of Tier 1 helpdesk tickets per month that are closed within 8 business hours.  Expressed as %:  amount of Tier 1 helpdesk tickets per month that are closed within 8 business hours, divided by total amount of Tier 1 helpdesk tickets per month.",Percent,113-Customer Results - Timeliness and Responsiveness,93.0,93.0,Met
024-000009502,24,NPPD - Critical Infrastructure Technology and Architecture (CITA),297,"Integration:  % of existing IP applications which have been integrated into the IP Gateway.  Expressed as %:  Total number of applications integrated into the IP Gateway, divided by the total number of non-regulatory IP applications.",Percent,214-Technology - Information and Data,80.0,83.0,Met
024-000005362,24,ICE - Intelligence Fusion Systems (IFS),567,Maintain uptime availability (excluding scheduled outages) for IFS,Percent,215-Technology - Reliability and Availability,95.0,98.0,Not Met
024-000005362,24,ICE - Intelligence Fusion Systems (IFS),568,Increase number of Agents/Specialists using IFS and who have access to search and retrieval capabilities.,Number,101-Mission and Business Results - Services for Citizens,9500.0,12000.0,Not Met
024-000005362,24,ICE - Intelligence Fusion Systems (IFS),569,Maintain percent of helpdesk calls resolved in 15 minutes,Percent,202-Process and Activities - Productivity,90.0,90.0,Met
024-000005362,24,ICE - Intelligence Fusion Systems (IFS),570,Increase # of training classes offered,Number,111-Customer Results - Customer Benefit,8.0,18.0,Not Met
024-000005362,24,ICE - Intelligence Fusion Systems (IFS),571,Maintain percentage of average customers who rate satisfaction of training course as strongly agree,Percent,111-Customer Results - Customer Benefit,90.0,90.0,Met
024-000005362,24,ICE - Intelligence Fusion Systems (IFS),572,Increase system alignment to the ICE OCIO TRM,Percent,213-Technology - Efficiency,10.0,20.0,Not Met
