Unique_Investment_Identifier,Contract_ID,IDV_PIID,Vendor_name,Contract_size,Type of Contract (USAspending),Contract_Description,Timestamp (Contract)
010-000001000,19691,NAS501145,FULCRUM IT SERVICES COMPANY,0.616392,Firm Fixed Price,SILVER HARDWARE MAINTENANCE,2012-02-27 12:14:45
010-000001000,19692,GS35F0177J,LEVEL 3 COMMUNICATIONS LIMITED LIABILITY COMPANY,0.25208,Combination (two or more),Content Delivery Network / Domain Name Service,2012-02-27 12:14:45
010-000000158,19611,INL10PC00595,"NEXGEN TECHNOLOGIES, INC.",2.910367,Firm Fixed Price,LR2000 FY 2011 APPLICATION DEV SUP SER,2012-08-15 11:22:31
010-000000017,23269,INICBK16090003,"CHENEGA FEDERAL SYSTEMS, LLC",4.304804,Time and Materials,OCIO COMBINED SUPPORT,2012-02-24 21:45:25
010-000000553,19678,GS23F0240S,TECHNOLOGY SERVICE CORPORATION,1.298714,Firm Fixed Price,Project Management Services for the Point of Sale Acquisition,2012-02-27 12:14:17
010-000000553,19679,INPC260808A0056,"QUALITY TECHNOLOGY, INCORPORATED",0.24822800000000003,Firm Fixed Price,POSS Required Services and Parts.,2012-02-27 12:14:17
010-000000070,23619,INICBK00090001,KONIAG SERVICES INC,0.048936,Time and Materials,BUSINESS ANALYSIS SUPPORT FOR NIIMS.,2012-02-29 10:13:40
010-000000070,23620,INICBK16100003,"MANAGED BUSINESS SOLUTIONS, LLC",1.242497,Labor Hours,TECHNICAL AND ADMINISTRATIVE SUPPORT FOR IPSOD.,2012-02-29 10:13:40
010-000000319,25365,GS00Q09BGD0029,FEDERAL NETWORK SYSTEMS LLC,0.16636099999999998,Firm Fixed Price,IMARS CLOUD COMPUTING ENVIROMENT,2012-08-15 14:36:47
010-000001050,19709,ING09PA00025,ATA SERVICES INC,3.573234,Time and Materials,IT SUPPORT SERVICES,2012-02-28 15:48:20
010-999990382,19653,GS23F9763H,GRANT THORNTON LLP,2.762553,Firm Fixed Price,GEOSPATIAL LINE OF BUSINESS PROGRAM MANAGEMENT OFFICE SUPPORT,2012-02-29 14:58:42
010-000000156,25261,INL10PC00595,"NEXGEN TECHNOLOGIES, INC.",5.842061,Firm Fixed Price,EPLANNING FY 2011 APPL DEV SUP SER,2012-08-14 14:34:45
010-000001049,25317,GS35F0209R,"MICROCOM DESIGN, INC.",0.01125,Firm Fixed Price,PREVENTIVE MAINTENANCE - EDDN/GOES,2012-08-15 13:43:16
011-000002909,18961,GS35F0070R,TRINITY VIDEO COMMUNICATIONS INCORPORATED,2.700373,Firm Fixed Price,SECURE VIDEO TELECONFERENCING EQUIPMENT,2012-02-28 14:32:30
011-000002909,23462,GS35F0131R,CARAHSOFT TECHNOLOGY CORPORATION,7.339671000000001,Firm Fixed Price,HARDWARE,2012-02-28 14:32:30
011-000002909,23463,GS35F0070R,TRINITY VIDEO COMMUNICATIONS INCORPORATED,0.203,Firm Fixed Price,HARDWARE/MISC SERVICES,2012-02-28 14:32:30
011-000003444,19290,DJDEA09C0007,"MOTOROLA, INC.",58.350223,Firm Fixed Price,Mobile and Portable Radio Equipment for Department of Justice and its Components.,2012-02-28 14:32:35
011-000002616,18952,GS35F4381G,COMPUTER SCIENCES CORPORATION,8.800736,Firm Fixed Price,0200-nics call center support,2012-02-28 14:31:10
011-000002616,18953,GS35F0287T,DAVID HALE ASSOCIATES INCORPORATED,1.332591,Time and Materials,0200-PMSS TOR#559 CJIS NICS DOCs,2012-02-28 14:31:10
011-000002616,23481,W91QUZ04D0004,LOCKHEED MARTIN INTEGRATED SYSTEMS INCORPORATED,18.454714000000003,Cost Plus Incentive,0200-hardware/maintenance,2012-02-28 14:31:10
011-000003245,24292,DJFJFBI08049,"INTELLIGENT DECISIONS, INC.",0.08075399999999999,Firm Fixed Price,MONITORS,2012-05-18 07:42:10
011-000003245,24294,DJFJFBI08049,"INTELLIGENT DECISIONS, INC.",0.183589,Firm Fixed Price,MONITORS AND CABLES,2012-05-18 07:42:10
011-000003245,24296,DJFJFBI08049,"INTELLIGENT DECISIONS, INC.",0.325,Firm Fixed Price,WEBCAM,2012-05-18 07:42:10
011-000003245,24300,DJFJFBI08049,"INTELLIGENT DECISIONS, INC.",0.028707,Firm Fixed Price,IT HARDWARE,2012-05-18 07:42:10
011-000002503,18942,DJDEA08C0005,JSI TELECOM INCORPORATED,3.95845,Firm Fixed Price,Communications Equipment,2012-02-28 14:29:29
011-000002503,23276,GS23F9755H,BOOZ ALLEN HAMILTON INCORPORATED (3626),1.227967,Firm Fixed Price,0200 Professional Services,2012-02-28 14:29:29
011-000002503,23277,GS00Q09BGD0019,BOOZ ALLEN HAMILTON INC.,3.680076,Firm Fixed Price,0200-ENGINEERING SERVICES AND TECHNICAL EXPERTISE IN SUPPORT OF DCS3000.,2012-02-28 14:29:29
011-000002503,23278,GS35F0629R,MICROTECH LIMITED LIABILITY COMPANY,0.575,Firm Fixed Price,IT-SSS LABOR,2012-01-26 10:09:50
011-000002501,19266,GS00Q09BGD0048,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,1.6,Firm Fixed Price,hardware/software/operations/travel,2011-09-15 11:55:38
011-000002501,19268,GS35F4953G,KEANE FEDERAL SYSTEMS INC,0.615,Labor Hours,pmss tor#1 codis,2011-09-15 11:55:38
011-000003177,18954,GS35F04953G,KEANE FEDERAL SYSTEMS INC,0.247106,Time and Materials,0200-pmss tor#37 TSC finance unit,2011-09-14 14:46:58
011-000003177,18955,GS35F0344L,THE ANALYSIS CORPORATION,2.153677,Firm Fixed Price,0200 IT Admin support,2012-02-28 14:31:52
011-000003177,18957,GS35F0344L,THE ANALYSIS CORPORATION,7.732469,Firm Fixed Price,0200 tech support,2011-09-14 14:46:58
011-000002502,19717,W91QUZ04D0004,LOCKHEED MARTIN INTEGRATED SYSTEMS INCORPORATED,18.454714000000003,Cost Plus Incentive,0200-hardware/maintenance,2012-02-28 14:31:06
011-000003458,18947,W91QUZ04D0004,LOCKHEED MARTIN INTEGRATED SYSTEMS INCORPORATED,18.454714000000003,Cost Plus Incentive,0200-hardware/maintenance,2012-02-28 14:29:49
011-000003373,18945,GS35F0717N,"GENERAL DYNAMICS ADVANCED INFORMATION SYSTEMS, INC.",5.829903,Firm Fixed Price,0200 Guardian program,2012-02-28 14:29:44
011-000003024,19283,W91QUZ04D0004,LOCKHEED MARTIN INTEGRATED SYSTEMS INCORPORATED,18.454714000000003,Cost Plus Incentive,0200-hardware/maintenance,2012-02-28 14:30:46
011-000003024,19286,GS10F0187T,GEORGIA TECH APPLIED RESEARCH CORPORATION,0.8922399999999999,Time and Materials,Maintenance services for N-DEX IEPD,2012-02-28 14:30:46
011-000003024,19287,GS35F0143L,"MICROLINK, L.L.C.",0.30368,Firm Fixed Price,NDEX AUTONOMY SERVICES,2012-07-20 15:28:34
011-000003024,19288,GS35F0287T,DAVID HALE ASSOCIATES INCORPORATED,0.40686100000000003,Time and Materials,tor#62,2012-02-28 14:30:46
011-000003024,24005,GS23F8167H,BATTELLE MEMORIAL INSTITUTE IN,0.71478,Time and Materials,DATA ANALYSIS SERVICES-NPITSS,2012-04-20 16:05:18
011-000003024,24288,GS00F0003W,"DAVID HALE AND ASSOCIATES, INC.",4.31268,Time and Materials,NDEX ADDITIONAL FUNDING,2012-05-17 15:12:04
011-000002901,18920,GS06F0569Z,"STG, INC.",14.419486,Time and Materials,THE CONTRACTOR SHALL PROVIDE ON-SITE INFORMATION TECHNOLOGY (IT) SUPPORT SERVICES TO DEA HQ AND FIELD OFFICES WORLD WIDE.,2012-02-28 14:28:16
011-000002901,24793,GS06F0705Z,"CHENEGA GOVERNMENT CONSULTING, LLC",3.632481,Time and Materials,DD254 UPDATED,2012-07-20 15:28:32
011-000002916,18924,GS35F4984H,INTERNATIONAL BUSINESS MACHINE,3.388329,Firm Fixed Price,0200 - Software maintenance,2012-02-28 14:29:21
011-000002916,18928,GS35F0209R,DYNAMIC SYSTEMS INCORPORATED (8829),0.780616,Firm Fixed Price,0200 - hardware maintenance,2012-02-28 14:29:21
011-000002916,23274,GS35F0209R,DYNAMIC SYSTEMS INCORPORATED (8829),0.1,Firm Fixed Price,0200 - HARDWARE MAINTENANCE,2012-01-26 10:03:04
012-000001065,19322,GS06F0646Z,"SYSTEMS PLUS, INC.",2.047732,Firm Fixed Price,Technical Support Services to Maintain and Operate the PeoplePower System,2012-02-22 16:32:03
012-000001025,19722,DOLJ109331319,STARS II PARTNERSHIP JOINT VENTURE LLC,1.1432440000000001,Labor Hours,IT CAPITAL PLANNING AND INVESTMENT SERVICES,2012-02-22 16:31:33
184-000000005,21850,AIDCIOE1100002,GLOBAL TECH INC.,0.72,Firm Fixed Price,PHOENIX TASK ORDER,2012-02-27 16:27:22
021-542850483,20559,DTOS59-09-D-00467,"ACTIONET, INC.",7.888395,Time and Materials,ACTIONET TASK ORDER: SEAT AND EMAIL MANAGEMENT,2012-08-23 14:52:08
021-542850483,20560,DTOS59-09-D-00467,"ACTIONET, INC.",10.93517,Time and Materials,REPLACE AUGUST 29 COST PROPOSAL WITH THE COST PROPOSAL DATED NOVEMBER 23.  NO CHANGES TO THE SOW.,2012-08-23 14:52:08
021-542850483,20561,DTOS59-09-D-00467,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY,8.072575,Firm Fixed Price,FY-10 TRANSIT BENEFIT PROGRAM FARE MEDIA,2012-08-23 14:52:08
021-542850483,20562,DTOS59-09-D-00467,"ACTIONET, INC.",1.627257,Firm Fixed Price,INCREASE FUNDING AND DE-OBLIGATE EXCESS FUNDING FOR ACTIONET TASK ORDER: ISSUANCE OF A TASK ORDER FOR INFORMATION SYSTEMS SECURITY (ISSO),2012-08-23 14:52:08
021-542850483,20563,DTOS59-09-D-00467,"ACTIONET, INC.",0.783734,Time and Materials,ACTIONET TASK ORDER: TASK ORDER FOR CUSTOMER ACCOUNT MANAGEMENT (CAM) TEAM.,2012-08-23 14:52:08
021-542850483,20564,DTOS5907D00467,"1 SOURCE CONSULTING, INC.",4.865787999999999,Time and Materials,EXERCISE / FUND OPTION YEAR 02 FOR SUPPORT OF TELECOMM MGMT SVCS.,2012-08-23 14:52:08
021-542850483,20565,DTOS5907D00468,CREATIVE INFORMATION TECHNOLOGY INCORPORATED,0.8688899999999999,Labor Hours,EXERCISE / FUND OPTION YEAR 01 FOR QUALITY ASSURANCE SUPPORT.,2012-08-23 14:52:08
021-542850483,20566,DTOS5907D00469,MORI-PROLOGIC JV,1.9821349999999998,Cost Plus Fixed Fee,ADMINISTRATIVE MODIFATION TO CHANGE FUNDING STRIP.,2012-08-23 14:52:08
021-542850483,20568,DTOS5907D00467,"1 SOURCE CONSULTING, INC.",0.6637890000000001,Firm Fixed Price,EXERCISE / FUND OPTION YEAR 01.,2012-08-23 14:52:08
021-542850483,20569,DTOS5909D00467,"ACTIONET, INC.",2.5944119999999997,Firm Fixed Price,NO-COST ADMIN MOD:  CHANGE/ESTABLISH COTR TO TRACEY A. SMITH ON DTOS59-D1000004.,2012-08-23 14:52:08
021-542850483,20572,DTOS5908C00408,MICROSOFT CORPORATION SITZ IN REDMOND CORPORATION,2.031422,Firm Fixed Price,CHANGE COTR DESIGNATION TO JUDY BLOOM.,2012-08-23 14:52:08
021-542850483,20573,DTOS5907A00019,SOFTWARE SPECTRUM INCORPORATED (8002),6.8663929999999995,Firm Fixed Price,AMEND BASE PR BY FUNDING THE TRUE-UP ON DOT'S MICROSOFT SOFTWARE ASSURANCE LICENSE AGREEMENT.,2012-08-23 14:52:08
021-542850483,20574,DTOS5907D00467,"1 SOURCE CONSULTING, INC.",4.865787999999999,Time and Materials,SUPPORT FOR O-CIO IT INITIATIVES RELATED TO TELECOMMUNICATIONS AND TELECOMMUNICATIONS MANAGEMENT SERVICES - DEOBLIGATION S&E OF FUNDS.,2012-08-23 14:52:08
021-542850483,20577,DTOS5908C00416,"NEXTIRAONE FEDERAL, LLC",6.2260349999999995,Firm Fixed Price,"AMENDMENT TO:(1) CORRECT THE PERIOD OF PERFORMANCE START DATE; AND(2) INSERT OPTION PERIODS FY2009 THROUGH FY2013FOR THE ACQUISITION OF OPERATIONS AND MAINTENANCE OF THE DOT HEADQUARTERS' TELECOMMUNICATIONS INFRASTRUCTURE LOCATED AT SFC THAT PROVIDES ROUTINE SERVICES SUCH AS, BUT NOT LIMITED TO, MOVES, ADDS, CHANGES, AND EXISTING INFRASTRUCTURE SUPPORT DURING A PERIOD WHILE NUMEROUS NEW HEADQUARTERS BUILDING INFRASTRUCTURE COMPONENTS COMPLETE THEIR INSTALLATION WARRANTY PERIODS.",2012-08-23 14:52:08
021-542850483,20578,DTOS5908C00415,"INFORMATION INNOVATORS, INC.",1.636428,Time and Materials,FUND T&M TO FOR CONTRUCTION OF CHANNEL RACEWAY AT FAA,2012-08-23 14:52:08
021-542850483,20579,DTOS5907C00403,EXECTIVE MANAGEMENT ASSOCIATES INCORPORATED,0.9512,Time and Materials,FY2007 FINANCIAL MANAGEMENT SERVICES,2012-08-23 14:52:08
021-542850483,20580,DTOS5908C00415,"INFORMATION INNOVATORS, INC.",1.636428,Time and Materials,FUND T&M TO FOR CONTRUCTION OF CHANNEL RACEWAY AT FAA,2012-08-23 14:52:08
015-000000348,20033,GS10F0176N,"ITSOLUTIONS, LLC",8.769834,Labor Hours,ADMIN PR FOR EN ENG SOLIITATION,2011-09-16 10:40:12
015-000000348,20037,GS10F0292V ,CONVERGE NETWORKS CORPORATION,4.141832,Fixed Price Level of Effort,TNET support for FY2010,2011-09-16 10:40:12
015-000000348,20038,GS10F0176N,"ITSOLUTIONS, LLC",3.83111,Fixed Price Level of Effort,RFP,2011-09-16 10:40:12
015-000000348,20039,TIRNO06D00013,MANAGEMENT SYSTEMS DESIGNERS INCORPORATED,76.393043,Cost Plus Fixed Fee,CONTRACTOR - TIPSS - 3,2012-02-27 17:15:37
015-000000348,20040,TIRNO06D00013,MANAGEMENT SYSTEMS DESIGNERS INCORPORATED,14.994125,Cost Plus Fixed Fee,NMCC SUPPORT FOLLOW-ON CONTRACT,2011-09-16 10:40:12
015-000000349,20029,GS35F4554G,THE PRESIDIO CORPORATION,13.160429,Firm Fixed Price,InfoConnect Maint off BPA TIRNO99Z00003,2011-09-16 10:40:03
015-000000349,20031,GS35F0196M,SOFTCHOICE CORPORATION,89.95134200000001,Firm Fixed Price,Microsoft Product Suite,2011-09-16 10:40:03
015-000000349,20032,TIRNO-10-D-00011,"UNIVERSAL TAX SYSTEMS, INC.",5.073286,Firm Fixed Price,FY11 ELECTRONIC TAX PREP&TRANS SOFTWAR,2012-05-31 09:33:18
015-000000350,20023,GS35F4554G,THE PRESIDIO CORPORATION,148.894138,Firm Fixed Price,SOFTWARE RELATIONSHIP OFFER,2011-09-16 10:39:58
015-000000350,20025,GS35F4554G,THE PRESIDIO CORPORATION,4.380388,Firm Fixed Price,Fund FY08 Altiris Software Maint Renewal,2011-09-16 10:39:58
015-000000010,23111,TIRNO06D00013,MANAGEMENT SYSTEMS DESIGNERS INCORPORATED,2.06034,Firm Fixed Price,PROJECT MANAGEMENT SUPPORT - NEW AWARD,2011-11-30 15:36:16
015-000000010,23596,TIRNO11D00011,BOOZ ALLEN HAMILTON INC.,4.107782,Firm Fixed Price,NEW AWARD,2012-04-27 14:31:27
015-000000009,23105,TIRNO99D00001,COMPUTER SCIENCES CORPORATION (3126),31.238459000000002,Cost Plus Fixed Fee,FY09&10 BSM Approp Award of O&M '10 TO,2011-12-29 15:45:58
015-000000369,23560,TIRNO06D00013,MANAGEMENT SYSTEMS DESIGNERS INCORPORATED,28.885575,Cost Plus Award Fee,NEW TASK ORDER - (PERF BASED),2012-02-27 17:15:12
015-000000369,23561,TIRNO06D00026,BOOZ ALLEN HAMILTON INCORPORATED (3626),18.292174,Cost Plus Fixed Fee,New LMSB Compliance Initiative II Contra,2012-02-27 17:15:12
015-000000018,23594,TIRNO06D00014,NORTHROP GRUMMAN ADVANCED INFORMATION SERVICES INCORPORATED,20.084626,Cost Plus Fixed Fee,"CRITICAL - INCREMENTAL FUNDING FOR OPTION YEAR 6, BASE PERIOD, FOR TECHNICAL SUPPORT FOR ENTERPRISE SYSTEMS TASTING (EST) DOMAIN.",2012-07-30 09:58:32
015-999990064,19907,TPDARCBPA100006,"MCKINSEY & COMPANY, INC. WASHINGTON D.C.",1.2362090000000001,Firm Fixed Price,CENTRALIZED RECEIVABLES SERVICE,2011-09-16 06:48:40
015-000000061,20386,TPDBPDBPA100007,"SAPIENT GOVERNMENT SERVICES, INC.",1.0,Firm Fixed Price,Auction Data Warehouse Phase III.,2011-09-16 11:16:46
015-000000062,20387,GS35F0555K,THE DASTON CORPORATION,0.045273,Firm Fixed Price,verification services,2011-09-16 11:16:48
015-999990063,20388,TPDARCBPA070007,I360TECHNOLOGIES INCORPORATED,0.71185,Firm Fixed Price,Database Administration Support Services,2011-09-16 11:16:49
015-000000335,23102,GS23F0092J,"KEARNEY & COMPANY, P.C.",1.9636930000000001,Labor Hours,PROVIDE SERVICES TO SUPPORT GWA'S CENTRAL ACCTG&REPORTING SYSTEM (CARS),2011-11-30 10:36:43
015-000000340,20390,GS35F5869H,PARADIGM SOLUTIONS CORPORATION,13.084246,Firm Fixed Price,Telecommunication services,2011-09-16 11:16:52
015-000000341,20391,TCC09HQD0033,"ELECTRONIC DATA SYSTEMS, LLC",27.137178000000002,Firm Fixed Price,IT SERVICES,2011-09-16 11:16:54
015-000000342,20021,GS35F0398T,FEDERAL CONCEPTS LIMITED LIABILITY COMPANY,1.551683,Firm Fixed Price,TELECOMMUNICATIONS NETWORK SUPPORT,2011-09-16 10:39:51
015-000000342,20022,TCC09HQD0033,"ELECTRONIC DATA SYSTEMS, LLC",27.137178000000002,Firm Fixed Price,IT SERVICES,2011-09-16 10:39:51
029-666666107,19935,GS06F0067Z,DATA NETWORKS INCORPORATED,11.934564,Firm Fixed Price,CONTRACT IT SERVICES FOR VBA CORPORATE DATABASE ADMINISTRATION,2012-02-27 13:57:55
029-666666107,19936,GS06F0529Z,"INNOVATIVE MANAGEMENT CONCEPTS, INC.",19.30653,Firm Fixed Price,"IV&V SERVICES FOR CHAPTER 33, VONAPP, VETNETS, CWINRS, VBMS, VIRTUAL VA",2012-02-27 13:57:55
029-666666107,19939,GS35F0783M,MERLIN SOFTWARE CORP,2.0678240000000003,Firm Fixed Price,Benefits Delivery Network (BDN) Payment System Software Maintenance.,2012-02-27 13:57:55
029-666666107,19942,GS06F0529Z,"INNOVATIVE MANAGEMENT CONCEPTS, INC.",19.30653,Firm Fixed Price,"IV&V SERVICES FOR CHAPTER 33, VONAPP, VETNETS, CWINRS, VBMS, VIRTUAL VA",2012-02-27 13:57:55
029-666666107,19944,GS00T03AHD0010,BOOZ ALLEN HAMILTON,3.4259690000000003,Firm Fixed Price,"Twelve (12) months  of program and technical management services needed to provide follow-on support for the Department of Veterans Affairs (VA) Secretary T-13 Initiatives, specifically, the Automate GI Bill, and Veterans Benefits Management System (VBMS) Initiatives, along with their sub-programs.",2012-02-27 13:57:55
029-666666107,19945,GS35F0250J,"EDGE SYSTEMS, INC",5.141243,Firm Fixed Price,Technical and Database Support for TIMS,2012-02-27 13:57:55
029-666666107,19946,GS35F0250J,"EDGE SYSTEMS, INC",5.141243,Firm Fixed Price,Technical and Database Support for TIMS,2012-02-27 13:57:55
029-666666107,19947,GS35F0783M,MERLIN SOFTWARE CORP,2.0678240000000003,Firm Fixed Price,Benefits Delivery Network (BDN) Payment System Software Maintenance.,2012-02-27 13:57:55
029-666666107,19949,VA798P0013,ACQUISITION SOLUTIONS INC,0.814887,Firm Fixed Price,Global IPT Facilitation Services,2011-09-16 10:21:58
029-666666107,19951,GS35F0250J,"EDGE SYSTEMS, INC",5.141243,Firm Fixed Price,Technical and Database Support for TIMS,2012-02-27 13:57:55
029-666666107,19952,GS35F0250J,"EDGE SYSTEMS, INC",5.141243,Firm Fixed Price,Technical and Database Support for TIMS,2012-02-27 13:57:55
029-666666107,19953,GS35F0250J,"EDGE SYSTEMS, INC",5.141243,Firm Fixed Price,Technical and Database Support for TIMS,2012-02-27 13:57:55
029-666666107,19954,GS35F0073U,"TERREMARK FEDERAL GROUP, INC.",10.404465,Firm Fixed Price,Cloud Computing Services,2012-02-27 13:57:55
029-666666107,19955,NNG07DA44B,THREE WIRE SYSTEMS,0.5329050000000001,Firm Fixed Price,"Disaster Recovery Hardware, Software, and Maintenance for The Image Management System (TIMS)",2012-02-27 13:57:55
029-666666107,19957,GS35F0250J,"EDGE SYSTEMS, INC",5.141243,Firm Fixed Price,Technical and Database Support for TIMS,2012-02-27 13:57:55
029-666666265,19959,GS35F0284V,"RAY GROUP INTERNATIONAL, LLC",7.453564,Firm Fixed Price,Deployment Support for the Veterans Benefits Management System.,2012-02-27 13:59:32
029-666666265,19960,NNG07DA23B,MERLIN INTERNATIONAL INCORPORATED,30.248589000000003,Firm Fixed Price,IBM FILENET LICENSES,2012-02-27 13:59:32
029-666666265,19961,GS10F0336S,DYONYX LIMITED PARTNERSHIP,9.298303,Firm Fixed Price,Program Management support for the Veterans Benefits Management System (VBMS) Program Office.,2012-02-27 13:59:32
029-666666265,19962,GS35F0783M,MERLIN SOFTWARE CORP,9.448764,Firm Fixed Price,Virtual Regional Office Application Development,2012-02-27 13:59:32
029-666666265,19963,NNG07DA47B,MICROTECHNOLOGIES LLC,3.354256,Firm Fixed Price,"CAST Application Intelligence Platform software licenses for 1200 users, plus 24 months of maintenance and support.",2011-09-16 10:23:16
029-666666265,19964,NNG07DA47B,MICROTECHNOLOGIES LLC,4.57,Firm Fixed Price,WebLayers Centers unlimited license agreement plus twelve months of standard maintenance and support.,2011-09-16 10:23:16
029-666666265,19965,NNG07DA47B,MICROTECHNOLOGIES LLC,4.0343919999999995,Firm Fixed Price,FORTIFY 360 software licenses for 2400 users plus 12 months of maintnenance and support.,2011-09-16 10:23:16
029-666666265,19966,GS06F0542Z,MED TRENDS INCORPORATED,7.316372,Firm Fixed Price,MODERNIZED RATING BOARD AUTOMATION (RBA) APPLICATION DEVELOPMENT IN SUPPORT OF THE VETERANS BENEFITS MANAGEMENT SYSTEM (VBMS).,2012-02-27 13:59:32
029-666666265,19967,GS06F0542Z,MED TRENDS INCORPORATED,7.316372,Firm Fixed Price,MODERNIZED RATING BOARD AUTOMATION (RBA) APPLICATION DEVELOPMENT IN SUPPORT OF THE VETERANS BENEFITS MANAGEMENT SYSTEM (VBMS).,2012-02-27 13:59:32
029-666666265,19968,GS06F0514Z,"ENGINEERING SERVICES NETWORK, INC",8.881056,Firm Fixed Price,BASE PLUS THREE OPTION YEARS FOR VIRTUAL VETERANS AFFAIRS (VA) APPLICATION OPERATIONS AND MAINTENANCE SUPPORT.,2012-02-27 13:59:32
029-666666265,19969,GS06F0529Z,"INNOVATIVE MANAGEMENT CONCEPTS, INC.",19.30653,Firm Fixed Price,"IV&V SERVICES FOR CHAPTER 33, VONAPP, VETNETS, CWINRS, VBMS, VIRTUAL VA",2012-02-27 13:59:32
029-666666265,19971,GS06F0532Z,VETERANS ENTERPRISE TECHNOLOGY SOLUTIONS INCORPORATED,6.909847999999999,Firm Fixed Price,VIRTUAL VA DEVELOPMENT,2012-02-27 13:59:32
029-666666265,19972,GS35F0284V,"RAY GROUP INTERNATIONAL, LLC",7.453564,Firm Fixed Price,Deployment Support for the Veterans Benefits Management System.,2012-02-27 13:59:32
029-666666264,19998,GS35F4461G,SCIENCE APPLICATIONS INTERNATI,15.339559,Firm Fixed Price,TESTING AND QUALITY ASSSUARANCE,2012-02-27 14:07:32
029-666666264,19999,GS06F0509Z,C WATKINS & ASSOCIATES INC,3.3900040000000002,Firm Fixed Price,VETSNET PRODUCTION SUPPORT SERVICES,2012-02-27 14:07:32
029-666666264,20000,GS06F0529Z,"INNOVATIVE MANAGEMENT CONCEPTS, INC.",19.30653,Firm Fixed Price,"IV&V SERVICES FOR CHAPTER 33, VONAPP, VETNETS, CWINRS, VBMS, VIRTUAL VA",2012-02-27 14:07:32
029-666666264,20002,NNG07DA20B,IMMIXTECHNOLOGY INCORPORATED,0.14282999999999998,Firm Fixed Price,ORDER FOR IBM INFORSPHERE DATASTAGE SOFTWARE LICENSE RENEWALS AND SUPPORT FOR THE VETSNET AND CAMS SYSTEMS.,2012-02-27 14:07:32
029-666666109,19986,GS06F0549Z,"STANDARD COMMUNICATIONS, INC.",1.599996,Firm Fixed Price,PBX,2011-09-16 10:31:39
029-666666109,19987,GS35F5491H,P S I INTERNATIONAL INC,2.484693,Firm Fixed Price,Sustainment to Loan Guaranty (LGY) System,2011-09-16 10:31:39
029-666666109,19988,GS35F4984H,INTERNATIONAL BUSINESS MACHINE,10.673371000000001,Firm Fixed Price,Agent Orange Solution,2012-02-27 14:04:02
029-666666109,19990, GS35F0250J,"EDGE SYSTEMS, INC",5.141243,Firm Fixed Price,Technical and Database Support for TIMS,2012-02-27 14:04:02
029-666666268,19975,V797049A3GP072,NORTHROP GRUMMAN DEFENSE MISSION SYSTEMS INCORPORATED,23.115577,Time and Materials,VETSNET Logical Follow-On,2012-02-27 14:02:04
029-666666268,19976,VA741P0028,"PRIMEAUX HEALTH STRATEGIES, LLC",0.5576439999999999,Firm Fixed Price,CLAIMS REPRICING OPT 1,2012-02-27 14:02:05
029-666666268,19977,V200P909,NORTHROP GRUMMAN INFORMATION TECHNOLOGY,1.140924,Labor Hours,IT Support Services,2012-02-27 14:02:05
029-666666268,19979,VA741P0028,"PRIMEAUX HEALTH STRATEGIES, LLC",0.11,Firm Fixed Price,CLAIMS REPRICING OPT 1,2011-09-16 10:25:59
029-666666268,19981,V797049A3GP072,NORTHROP GRUMMAN DEFENSE MISSION SYSTEMS INCORPORATED,23.115577,Time and Materials,VETSNET Logical Follow-On,2012-02-27 14:02:05
029-777777106,20007,GS06F0279Z,MICROPACT ENGINEERING INCORPORATED,0.098397,Firm Fixed Price,IT SERVICES,2012-02-27 14:08:43
029-777777106,20009,GS06F0279Z,MICROPACT ENGINEERING INCORPORATED,0.24966,Firm Fixed Price,SOFTWARE AND SOFTWARE SERVICE,2012-02-27 14:08:43
029-777777106,20010,GS35F0584U,"BANYAN TECHNOLOGY SOLUTIONS, INC.",2.090148,Firm Fixed Price,GSA CONTRACT GS35F0584U TASK ORDER NUMBER VA118-11-F-0283 - STRATEGIC CAPITAL INVESTMENT PLAN (SCIP) AUTOMATION TOOL (SAT),2012-02-27 14:08:43
