Project_ID,Activity_Name,Description,Output_type,Start_Date_Planned,Completion Date Projected,Planned_Costs,Total Costs Projected,Status,No_Child_Activity,Date of Last Update,ID,Planned_Duration,Actual_duration,Actual_start_delay
2179,295951: In Progress Reviews Part 1,Part 1: In progress reviews with stakeholders,Key Deliverable,2010-09-01,2011-03-31,0.016,0.016,Completed - Closed,1,04/26/2012,9593,211 days,211 days,0 days
2179,295951: In Progress Reviews Part 2,Part 2: In progress reviews with stakeholders,Key Deliverable,2011-04-01,2011-10-31,0.016,0.017,Completed - Closed,1,04/26/2012,9594,213 days,213 days,0 days
2179,295951: In Progress Reviews Part 3,Part 3: In progress reviews with Headquarters stakeholders,Key Deliverable,2011-11-01,2012-05-01,0.008,0.012,In-progress,1,04/26/2012,9595,182 days,,0 days
2180,289186: Planning Phase,,Key Deliverable,2009-10-01,2010-09-30,2.0,2.0,Completed - Closed,1,02/27/2012,9597,364 days,364 days,0 days
2180,289186: Requirements Phase,,Key Deliverable,2010-08-31,2011-04-20,0.482,0.482,Completed - Closed,1,02/27/2012,9599,232 days,232 days,0 days
2180,289186: Design Phase,,Key Deliverable,2010-10-29,2011-09-30,1.518,1.518,Completed - Closed,1,02/27/2012,9601,366 days,307 days,0 days
2180,289186: Procure network and security equipment,,Usable Functionality,2011-08-15,2011-12-14,13.6,12.907,In-progress,1,02/27/2012,9603,121 days,,0 days
2180,289186: Contractor Support for Development Phase Activities,,Key Deliverable,2011-08-15,2012-02-14,2.0,2.0,In-progress,1,02/27/2012,9605,183 days,,0 days
2180,289186: Setup lab,,Usable Functionality,2011-11-01,2011-12-01,0.02,0.02,In-progress,1,02/27/2012,9607,30 days,,0 days
2180,289186: Contractor Support for Test Phase Activities,,Key Deliverable,2011-11-01,2012-03-31,1.5,1.4,In-progress,1,02/27/2012,9609,151 days,,0 days
2181,285524: Administration,,Usable Functionality,2012-04-01,2012-11-30,0.517,0.491,In-progress,1,07/23/2012,9617,243 days,,0 days
2181,285524: System Architechure,,Usable Functionality,2012-04-01,2012-11-30,0.442,0.473,In-progress,1,07/23/2012,9620,243 days,,0 days
2181,285524: Corrective Maintance,,Usable Functionality,2012-04-01,2012-11-30,0.406,0.53,In-progress,1,07/23/2012,9623,243 days,,0 days
2181,285524: File Extraction,,Usable Functionality,2012-04-01,2012-11-30,0.007,0.006,In-progress,1,07/23/2012,9626,243 days,,0 days
2181,285524: Investigation,,Usable Functionality,2012-04-01,2012-11-30,0.036,0.045,In-progress,1,07/23/2012,9629,243 days,,0 days
2181,285524: E/Batch Collect of Admin Data,,Usable Functionality,2012-04-01,2012-11-30,0.085,0.088,In-progress,1,07/23/2012,9632,243 days,,0 days
2181,285524: CROWN Web Dev/Release 4.0,,Usable Functionality,2012-04-01,2012-11-30,2.141,2.218,In-progress,1,07/23/2012,9635,243 days,,0 days
2181,285524: NHIN development,,Usable Functionality,2012-04-01,2012-11-30,0.181,0.312,In-progress,1,07/23/2012,9638,243 days,,0 days
2181,285524: ICD-10 intitial,,Usable Functionality,2012-04-01,2012-11-30,0.55,0.552,In-progress,1,07/23/2012,9641,243 days,,0 days
2182,286118: Project Management ,,Usable Functionality,2012-05-07,2012-11-06,1.281,1.319,In-progress,1,07/23/2012,9644,183 days,,0 days
2182,286118: Shared Service Integration,,Key Deliverable,2012-05-07,2012-11-06,1.702,1.756,In-progress,1,07/23/2012,9647,183 days,,0 days
2182,286118: Core System component initial development,,Usable Functionality,2012-05-07,2012-11-06,6.555,6.762,In-progress,1,07/23/2012,9650,183 days,,0 days
2182,286118: Inquiry Support -initial,,Usable Functionality,2012-05-07,2012-11-06,0.544,0.544,In-progress,1,07/23/2012,9653,183 days,,0 days
2183,283001: Business Process Modeling,,Key Deliverable,2011-03-04,2011-06-01,0.085,0.085,Completed - Closed,1,07/23/2012,9656,89 days,28 days,61 days
2183,283001: Requirements,,Key Deliverable,2011-04-04,2011-06-01,1.101,1.101,Completed - Closed,1,07/23/2012,9657,58 days,58 days,0 days
2183,"283001: Design, Development, & Implementation",,Usable Functionality,2011-06-16,2011-10-10,3.111,2.106,Completed - Closed,1,07/23/2012,9658,116 days,111 days,0 days
2183,283001: Testing,,,2011-07-22,2011-09-23,1.668,1.418,Completed - Closed,1,07/23/2012,9659,63 days,76 days,0 days
2183,283001: Project management and oversight,,,2011-03-04,2011-10-10,0.575,0.575,Completed - Closed,1,07/23/2012,9660,220 days,220 days,0 days
2184,297221: Business Process Modeling,,Key Deliverable,2011-05-27,2011-07-29,0.062,0.062,Completed - Closed,1,07/23/2012,9662,63 days,63 days,0 days
2184,297221: Requirements,,Key Deliverable,2011-06-27,2011-07-29,0.75,0.75,Completed - Closed,1,07/23/2012,9663,32 days,23 days,0 days
2184,"297221: Design, Development, & Implementation",,Usable Functionality,2011-09-09,2012-01-03,2.357,3.032,Completed - Closed,1,07/23/2012,9664,116 days,141 days,0 days
2184,297221: Testing,,,2011-10-13,2011-12-20,1.75,1.418,Completed - Closed,1,07/23/2012,9665,68 days,172 days,-31 days
2184,297221: Project management and oversight,,,2011-05-27,2012-01-03,0.115,0.105,Completed - Closed,1,07/23/2012,9666,221 days,249 days,0 days
2185,297224: Business Process Modeling,,Key Deliverable,2011-07-22,2011-10-28,0.062,0.061,Completed - Closed,1,07/23/2012,9668,98 days,98 days,0 days
2185,297224: Requirements,,Key Deliverable,2011-08-22,2011-10-28,0.75,0.6,Completed - Closed,1,07/23/2012,9669,67 days,67 days,0 days
2185,"297224: Design, Development, & Implementation",,Usable Functionality,2011-12-16,2012-04-02,2.357,2.292,Completed - Closed,1,07/23/2012,9670,108 days,161 days,-53 days
2185,297224: Testing,,,2012-01-26,2012-03-26,1.75,1.481,Completed - Closed,1,07/23/2012,9671,60 days,106 days,-43 days
2185,297224: Project management and oversight,,,2011-07-22,2012-04-02,0.115,0.115,Completed - Closed,1,07/23/2012,9672,255 days,255 days,0 days
2186,297225: Business Process Modeling,,Key Deliverable,2011-10-21,2012-01-28,0.062,0.062,Completed - Closed,1,07/23/2012,9674,99 days,99 days,0 days
2186,297225: Requirements,,Key Deliverable,2011-11-21,2012-01-28,0.75,0.75,Completed - Closed,1,07/23/2012,9675,68 days,69 days,11 days
2186,"297225: Design, Development, & Implementation",,Key Deliverable,2012-02-16,2012-07-02,2.357,2.634,Completed - Costs Pending,1,07/23/2012,9676,137 days,140 days,-3 days
2186,297225: Testing,,,2012-03-01,2012-06-22,1.75,1.75,Completed - Costs Pending,1,07/23/2012,9677,113 days,120 days,0 days
2186,297225: Project Management & Oversight,,,2011-10-21,2012-07-02,0.115,0.115,Completed - Closed,1,07/23/2012,9678,255 days,255 days,0 days
2187,297226: Business Process Modeling,,Key Deliverable,2012-01-28,2012-04-22,0.062,0.067,Completed - Closed,1,07/23/2012,9680,85 days,85 days,0 days
2187,297226: Requirements,,Key Deliverable,2012-02-28,2012-04-22,0.75,0.745,Completed - Closed,1,07/23/2012,9681,54 days,113 days,-41 days
2187,"297226: Design, Development, & Implementation",,Usable Functionality,2012-05-02,2012-10-01,2.357,2.5,In-progress,1,07/23/2012,9682,152 days,,0 days
2187,297226: Testing,,,2012-05-19,2012-09-21,1.75,1.727,In-progress,1,07/23/2012,9683,125 days,,-4 days
2187,297226: Project Management & Oversight,,,2012-01-28,2012-10-01,0.115,0.12,In-progress,1,07/23/2012,9684,247 days,,0 days
2188,297227: Business Process Modeling,,Key Deliverable,2012-04-23,2012-07-22,0.062,0.062,In-progress,1,07/23/2012,9686,90 days,,0 days
2188,297227: Requirements,,Key Deliverable,2012-05-23,2012-07-22,0.625,0.518,In-progress,1,07/23/2012,9687,60 days,,-22 days
2188,297227: Project Management & Oversight,,,2012-04-23,2013-01-15,0.196,0.193,In-progress,1,07/23/2012,9690,267 days,,0 days
2190,289436: Data Collection and Pricing Engine Individual Plans,Final collection of information on old CMP system.,Key Deliverable,2011-07-26,2011-09-30,0.9,0.777,Completed - Closed,1,07/23/2012,9701,66 days,66 days,0 days
2190,289436: Transition of responsibilities,Transition of responsibilities from eHealth to CGI,Key Deliverable,2011-08-11,2012-01-15,0.7,0.507,Completed - Closed,1,07/23/2012,9702,157 days,157 days,0 days
2190,289436: Final Turnover,Final transition of all responsibilities to CGI,Key Deliverable,2012-01-16,2012-01-25,0.2,0.118,Completed - Closed,1,07/23/2012,9703,9 days,9 days,0 days
2192,289506: Data Check,Validate and format collected data,Key Deliverable,2011-10-01,2011-11-15,0.22,0.22,Completed - Costs Pending,1,07/23/2012,9709,122 days,122 days,0 days
2192,289506: Finalize templates,Finalize templates according to Reg 2715 A,Key Deliverable,2012-06-11,2011-12-16,0.07,0.07,In-progress,1,07/23/2012,9710,19 days,,-57 days
2193,288107: acquire data and do first run,,Key Deliverable,2011-07-01,2011-08-01,0.223,0.223,Completed - Closed,1,06/28/2012,9714,31 days,31 days,0 days
2193,288107: Work with users to develop data exchange procedures,,Key Deliverable,2011-07-01,2011-08-15,0.773,0.773,Completed - Closed,1,06/28/2012,9715,45 days,45 days,0 days
2193,288107: produce and distribure alerts,,Key Deliverable,2011-08-16,2011-08-31,0.182,0.182,Completed - Closed,1,06/28/2012,9716,15 days,15 days,0 days
2193,288107: Identify algorithims into multifuncitonal filters,,Key Deliverable,2011-09-01,2011-12-30,1.907,1.907,In-progress,1,06/28/2012,9717,120 days,,0 days
2194,288127: Implement project,,Key Deliverable,2011-07-08,2011-07-31,0.25,0.25,Completed - Closed,1,06/28/2012,9721,23 days,23 days,0 days
2194,288127: August 2011 release,,Key Deliverable,2011-08-01,2011-08-31,0.214,0.214,Completed - Closed,1,06/28/2012,9723,30 days,30 days,0 days
2194,288127: September 2011 release,,Key Deliverable,2011-09-01,2011-09-30,0.214,1.187,Completed - Costs Pending,1,06/28/2012,9724,29 days,29 days,0 days
2194,288127: October 2011 release,,Key Deliverable,2011-10-01,2011-10-31,0.214,0.214,Completed - Costs Pending,1,06/28/2012,9725,30 days,30 days,0 days
2194,288127: November 2011 release,,Key Deliverable,2011-11-01,2011-11-30,0.214,0.214,Completed - Costs Pending,1,06/28/2012,9726,29 days,0 days,0 days
2194,288127: December 2011 release,,Key Deliverable,2011-12-01,2011-12-31,0.214,0.214,Completed - Costs Pending,1,06/28/2012,9727,30 days,0 days,0 days
2194,288127: January 2012 release,,Key Deliverable,2012-01-01,2012-01-31,0.214,0.322,In-progress,1,06/28/2012,9728,30 days,,0 days
2194,288127: February 2012 release,,Key Deliverable,2012-02-01,2012-02-29,0.214,0.441,In-progress,1,06/28/2012,9729,28 days,,0 days
2194,288127: March 2012 release,,Key Deliverable,2012-03-01,2012-03-31,0.214,0.331,In-progress,1,06/28/2012,9730,30 days,,0 days
2194,288127: April 2012 release,,Key Deliverable,2012-04-01,2012-04-30,0.214,0.117,In-progress,1,06/28/2012,9731,29 days,,0 days
2195,288128: DESIGN,,Key Deliverable,2011-07-01,2011-09-30,0.4,0.4,Completed - Costs Pending,1,06/28/2012,9735,91 days,29 days,62 days
2195,288128: DEVELOPMENT,,Key Deliverable,2011-08-01,2012-01-01,0.4,0.4,In-progress,1,06/28/2012,9736,153 days,,0 days
2195,288128: FIRST PHASE OF FIELD WORK,,Key Deliverable,2011-02-01,2012-03-31,1.4,1.4,In-progress,1,06/28/2012,9737,424 days,,0 days
2195,288128: SECOND PHASE OF FIELD WORK,,Key Deliverable,2011-04-01,2012-05-30,1.4,1.4,In-progress,1,06/28/2012,9738,425 days,,0 days
2195,288128: REPORT ON ESTIMARE,,Key Deliverable,2011-06-01,2012-07-01,0.4,0.4,In-progress,1,06/28/2012,9739,396 days,,0 days
2196,285027: Develop IT requirements - phase 1,This activtity would involve the development of requirements for the IT investment and would be the basis for identifying appropriate hardware and software,Usable Functionality,2011-09-30,2012-03-31,0.582,0.559,Completed - Costs Pending,1,07/23/2012,9741,183 days,157 days,26 days
2197,288883: Collaborate with Partners,,Key Deliverable,2011-10-01,2012-03-31,0.29,0.292,Completed - Closed,1,07/23/2012,9746,182 days,182 days,0 days
2197,288883: Collaborate with Partners,,Key Deliverable,2012-04-01,2012-09-30,0.27,0.272,In-progress,1,07/23/2012,9747,182 days,,0 days
2197,"288883: Assist in the Adoption of new Tools, Standards and Solutions",,Key Deliverable,2011-10-01,2012-03-31,1.32,1.318,Completed - Closed,1,07/23/2012,9749,182 days,182 days,0 days
2197,"288883: Assist in the Adoption of new Tools, Standards and Solutions",,Key Deliverable,2012-04-01,2012-09-30,1.76,1.616,In-progress,1,07/23/2012,9750,182 days,,0 days
2197,288883: Administer Service Level Agreements,,Key Deliverable,2011-10-01,2012-03-31,0.22,0.223,Completed - Closed,1,07/23/2012,9753,182 days,182 days,0 days
2197,288883: Administer Service Level Agreements,,Key Deliverable,2012-04-01,2012-09-30,0.2,0.206,In-progress,1,07/23/2012,9754,182 days,,0 days
2197,288883: Administer Governance Model/Processes,,Key Deliverable,2011-10-01,2012-03-31,0.13,0.132,Completed - Closed,1,07/23/2012,9756,182 days,182 days,0 days
2197,288883: Administer Governance Model/Processes,,Key Deliverable,2012-04-01,2012-09-30,0.12,0.151,In-progress,1,07/23/2012,9757,182 days,,0 days
2197,288883: Administer new CONNECT requirements and releases,,Key Deliverable,2011-10-01,2012-03-31,0.2,0.195,Completed - Closed,1,07/23/2012,9759,182 days,182 days,0 days
2197,288883: Administer new CONNECT requirements and releases,,Key Deliverable,2012-04-01,2012-09-30,0.22,0.204,In-progress,1,07/23/2012,9760,182 days,,30 days
2197,288883: Plan Transition of Gateway to Distributed Models,,Key Deliverable,2011-10-01,2012-03-31,0.4,0.404,Completed - Closed,1,07/23/2012,9762,182 days,182 days,0 days
2197,288883: Administer Gateway Transition Plan,,Key Deliverable,2012-04-01,2012-09-30,0.7,0.7,In-progress,1,07/23/2012,9763,182 days,,0 days
2197,288883: Define Target Architecture,,Key Deliverable,2011-10-01,2012-03-31,0.41,0.408,Completed - Closed,1,07/23/2012,9766,182 days,182 days,0 days
2197,288883: Define Target Architecture,,Key Deliverable,2012-04-01,2012-09-30,0.34,0.325,In-progress,1,07/23/2012,9767,182 days,,0 days
